El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2021;Abril;259;2.168;3.262;
2021;Mayo;212;2.066;3.246;
2021;Junio;213;2.025;3.209;
2021;Julio;207;2.020;3.231;
2021;Agosto;220;2.090;3.279;
2021;Septiembre;213;1.994;3.218;
2021;Octubre;203;1.918;3.149;
2021;Noviembre;200;1.846;3.113;
2021;Diciembre;162;1.706;2.993;
2022;Enero;131;1.568;2.922;
2022;Febrero;120;1.409;2.767;
2022;Marzo;115;1.386;2.748;
2022;Abril;116;1.331;2.657;
2022;Mayo;106;1.236;2.609;
2022;Junio;114;1.184;2.549;
2022;Julio;101;1.250;2.539;
2022;Agosto;101;1.250;2.539;
2022;Septiembre;120;1.191;2.479;
2022;Octubre;123;1.158;2.455;
2022;Noviembre;117;1.117;2.440;
2022;Diciembre;97;1.137;2.426;
2023;Enero;98;1.191;2.468;
2023;Febrero;107;1.213;2.489;
2023;Marzo;116;1.236;2.486;
2023;Abril;112;1.164;2.468;
2023;Mayo;93;1.184;2.461;
2023;Junio;98;1.185;2.443;
2023;Julio;115;1.171;2.422;
2023;Agosto;120;1.224;2.404;
2023;Septiembre;120;1.161;2.415;
2023;Octubre;123;1.165;2.395;
2023;Noviembre;114;1.171;2.374;
2023;Diciembre;113;1.194;2.387;
2024;Enero;117;1.277;2.369;
2024;Febrero;132;1.274;2.362;
2024;Marzo;135;1.286;2.389;
2024;Abril;126;1.262;2.330;
2024;Mayo;114;1.191;2.304;
2024;Junio;98;1.198;2.305;
2024;Julio;120;1.231;2.300;
2024;Agosto;144;1.253;2.331;
2024;Septiembre;146;1.212;2.331;
2024;Octubre;124;1.266;2.306;
2024;Noviembre;197;1.291;2.605;
2024;Diciembre;97;1.246;2.455;
2025;Enero;116;1.249;2.490;
2025;Febrero;127;1.289;2.419;
2025;Marzo;118;1.266;2.278;
2025;Abril;102;1.240;2.269;
2025;Mayo;94;1.167;2.220;
2025;Junio;79;1.179;2.170;
2025;Julio;100;1.219;2.214;
2025;Agosto;101;1.254;2.214;
2025;Septiembre;111;1.218;2.232;
2025;Octubre;111;1.279;2.181;
2025;Noviembre;100;1.281;2.200;
2025;Diciembre;99;1.304;2.206;
2026;Enero;106;1.273;2.207;
2026;Febrero;122;1.224;2.197;
