El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;283;3.382;3.225;
2013;Enero;314;3.560;3.333;
2013;Febrero;292;3.570;3.364;
2013;Marzo;289;3.596;3.368;
2013;Abril;300;3.612;3.396;
2013;Mayo;285;3.505;3.422;
2013;Junio;256;3.397;3.393;
2013;Julio;241;3.386;3.476;
2013;Agosto;256;3.468;3.490;
2013;Septiembre;294;3.299;3.475;
2013;Octubre;312;3.277;3.452;
2013;Noviembre;303;3.266;3.472;
2013;Diciembre;238;3.162;3.431;
2014;Enero;251;3.171;3.473;
2014;Febrero;271;3.171;3.425;
2014;Marzo;253;3.132;3.393;
2014;Abril;252;2.994;3.349;
2014;Mayo;223;2.875;3.310;
2014;Junio;228;2.748;3.304;
2014;Julio;255;2.842;3.363;
2014;Agosto;250;2.826;3.382;
2014;Septiembre;268;2.772;3.316;
2014;Octubre;285;2.773;3.296;
2014;Noviembre;271;2.741;3.255;
2014;Diciembre;230;2.654;3.300;
2015;Enero;236;2.744;3.326;
2015;Febrero;265;2.777;3.356;
2015;Marzo;264;2.732;3.335;
2015;Abril;250;2.607;3.291;
2015;Mayo;241;2.503;3.184;
2015;Junio;211;2.378;3.156;
2015;Julio;234;2.439;3.168;
2015;Agosto;253;2.491;3.251;
2015;Septiembre;274;2.402;3.157;
2015;Octubre;255;2.384;3.160;
2015;Noviembre;249;2.355;3.169;
2015;Diciembre;214;2.319;3.147;
2016;Enero;220;2.361;3.208;
2016;Febrero;230;2.385;3.224;
2016;Marzo;233;2.328;3.207;
2016;Abril;223;2.319;3.157;
2016;Mayo;196;2.254;3.141;
2016;Junio;185;2.258;3.083;
2016;Julio;185;2.290;3.076;
2016;Agosto;192;2.330;3.122;
2016;Septiembre;218;2.243;3.042;
2016;Octubre;239;2.164;3.043;
2016;Noviembre;219;2.110;3.060;
2016;Diciembre;189;2.124;3.039;
2017;Enero;179;2.185;3.088;
2017;Febrero;166;2.149;3.073;
2017;Marzo;157;2.089;3.051;
2017;Abril;162;2.013;2.970;
2017;Mayo;165;1.944;2.898;
2017;Junio;152;1.904;2.878;
2017;Julio;156;1.978;2.902;
2017;Agosto;192;2.031;2.918;
2017;Septiembre;211;1.972;2.863;
2017;Octubre;207;1.926;2.857;
2017;Noviembre;212;1.909;2.827;
2017;Diciembre;189;1.858;2.827;
2018;Enero;194;1.875;2.865;
2018;Febrero;180;1.915;2.869;
2018;Marzo;185;1.848;2.854;
2018;Abril;184;1.817;2.775;
2018;Mayo;184;1.768;2.753;
2018;Junio;164;1.702;2.719;
2018;Julio;162;1.748;2.707;
2018;Agosto;173;1.830;2.678;
2018;Septiembre;186;1.720;2.695;
2018;Octubre;185;1.684;2.693;
2018;Noviembre;171;1.654;2.655;
2018;Diciembre;152;1.669;2.619;
2019;Enero;145;1.723;2.674;
2019;Febrero;166;1.683;2.672;
2019;Marzo;170;1.678;2.683;
2019;Abril;149;1.672;2.656;
2019;Mayo;142;1.619;2.637;
2019;Junio;126;1.598;2.602;
2019;Julio;167;1.665;2.684;
2019;Agosto;147;1.739;2.697;
2019;Septiembre;159;1.678;2.690;
2019;Octubre;179;1.621;2.680;
2019;Noviembre;174;1.613;2.693;
2019;Diciembre;141;1.588;2.690;
2020;Enero;141;1.629;2.738;
2020;Febrero;156;1.641;2.780;
2020;Marzo;157;1.743;2.813;
2020;Abril;189;2.057;2.994;
2020;Mayo;228;2.268;3.111;
2020;Junio;202;2.340;3.200;
2020;Julio;224;2.400;3.281;
2020;Agosto;241;2.452;3.322;
2020;Septiembre;265;2.309;3.246;
2020;Octubre;280;2.361;3.240;
2020;Noviembre;282;2.329;3.245;
2020;Diciembre;286;2.279;3.243;
2021;Enero;262;2.321;3.282;
2021;Febrero;281;2.318;3.330;
2021;Marzo;284;2.225;3.291;
