El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;3.162;3.728;
2013;Enero;3.334;3.873;
2013;Febrero;3.311;3.915;
2013;Marzo;3.292;3.961;
2013;Abril;3.310;3.998;
2013;Mayo;3.302;3.910;
2013;Junio;3.227;3.819;
2013;Julio;3.176;3.927;
2013;Agosto;3.184;4.030;
2013;Septiembre;3.164;3.904;
2013;Octubre;3.181;3.860;
2013;Noviembre;3.216;3.825;
2013;Diciembre;3.131;3.700;
2014;Enero;3.124;3.771;
2014;Febrero;3.113;3.754;
2014;Marzo;3.100;3.678;
2014;Abril;3.017;3.578;
2014;Mayo;2.900;3.508;
2014;Junio;2.815;3.465;
2014;Julio;2.875;3.585;
2014;Agosto;2.869;3.589;
2014;Septiembre;2.836;3.520;
2014;Octubre;2.852;3.502;
2014;Noviembre;2.791;3.476;
2014;Diciembre;2.769;3.415;
2015;Enero;2.836;3.470;
2015;Febrero;2.873;3.525;
2015;Marzo;2.846;3.485;
2015;Abril;2.762;3.386;
2015;Mayo;2.652;3.276;
2015;Junio;2.537;3.208;
2015;Julio;2.527;3.314;
2015;Agosto;2.583;3.412;
2015;Septiembre;2.540;3.293;
2015;Octubre;2.529;3.270;
2015;Noviembre;2.485;3.288;
2015;Diciembre;2.509;3.171;
2016;Enero;2.530;3.259;
2016;Febrero;2.553;3.286;
2016;Marzo;2.490;3.278;
2016;Abril;2.504;3.195;
2016;Mayo;2.436;3.155;
2016;Junio;2.399;3.127;
2016;Julio;2.387;3.164;
2016;Agosto;2.440;3.204;
2016;Septiembre;2.419;3.084;
2016;Octubre;2.425;3.021;
2016;Noviembre;2.360;3.029;
2016;Diciembre;2.362;2.990;
2017;Enero;2.410;3.042;
2017;Febrero;2.410;2.978;
2017;Marzo;2.365;2.932;
2017;Abril;2.258;2.887;
2017;Mayo;2.200;2.807;
2017;Junio;2.152;2.782;
2017;Julio;2.164;2.872;
2017;Agosto;2.212;2.929;
2017;Septiembre;2.220;2.826;
2017;Octubre;2.173;2.817;
2017;Noviembre;2.139;2.809;
2017;Diciembre;2.122;2.752;
2018;Enero;2.162;2.772;
2018;Febrero;2.198;2.766;
2018;Marzo;2.155;2.732;
2018;Abril;2.080;2.696;
2018;Mayo;2.059;2.646;
2018;Junio;2.024;2.561;
2018;Julio;2.014;2.603;
2018;Agosto;2.037;2.644;
2018;Septiembre;1.970;2.631;
2018;Octubre;1.969;2.593;
2018;Noviembre;1.939;2.541;
2018;Diciembre;1.941;2.499;
2019;Enero;1.995;2.547;
2019;Febrero;1.956;2.565;
2019;Marzo;1.926;2.605;
2019;Abril;1.904;2.573;
2019;Mayo;1.851;2.547;
2019;Junio;1.809;2.517;
2019;Julio;1.880;2.636;
2019;Agosto;1.920;2.663;
2019;Septiembre;1.919;2.608;
2019;Octubre;1.868;2.612;
2019;Noviembre;1.870;2.610;
2019;Diciembre;1.862;2.557;
2020;Enero;1.904;2.604;
2020;Febrero;1.948;2.629;
2020;Marzo;2.027;2.686;
2020;Abril;2.293;2.947;
2020;Mayo;2.430;3.177;
2020;Junio;2.478;3.264;
2020;Julio;2.550;3.355;
2020;Agosto;2.629;3.386;
2020;Septiembre;2.537;3.283;
2020;Octubre;2.572;3.309;
2020;Noviembre;2.548;3.308;
2020;Diciembre;2.524;3.284;
2021;Enero;2.548;3.317;
2021;Febrero;2.581;3.348;
2021;Marzo;2.487;3.313;
2021;Abril;2.466;3.223;
2021;Mayo;2.372;3.152;
2021;Junio;2.334;3.113;
2021;Julio;2.301;3.157;
2021;Agosto;2.371;3.218;
2021;Septiembre;2.326;3.099;
2021;Octubre;2.227;3.043;
2021;Noviembre;2.168;2.991;
2021;Diciembre;2.050;2.811;
2022;Enero;1.913;2.708;
2022;Febrero;1.776;2.520;
2022;Marzo;1.782;2.467;
2022;Abril;1.680;2.424;
2022;Mayo;1.655;2.296;
2022;Junio;1.577;2.270;
2022;Julio;1.596;2.294;
2022;Agosto;1.596;2.294;
2022;Septiembre;1.585;2.205;
2022;Octubre;1.537;2.199;
2022;Noviembre;1.536;2.138;
2022;Diciembre;1.548;2.112;
2023;Enero;1.594;2.163;
2023;Febrero;1.602;2.207;
2023;Marzo;1.615;2.223;
2023;Abril;1.572;2.172;
2023;Mayo;1.563;2.175;
2023;Junio;1.552;2.174;
2023;Julio;1.518;2.190;
2023;Agosto;1.552;2.196;
2023;Septiembre;1.534;2.162;
2023;Octubre;1.526;2.157;
2023;Noviembre;1.566;2.093;
2023;Diciembre;1.542;2.152;
2024;Enero;1.599;2.164;
2024;Febrero;1.626;2.142;
2024;Marzo;1.628;2.182;
2024;Abril;1.565;2.153;
2024;Mayo;1.512;2.097;
2024;Junio;1.530;2.071;
2024;Julio;1.518;2.133;
2024;Agosto;1.550;2.178;
2024;Septiembre;1.526;2.163;
2024;Octubre;1.528;2.168;
2024;Noviembre;1.655;2.438;
2024;Diciembre;1.556;2.242;
2025;Enero;1.633;2.222;
2025;Febrero;1.602;2.233;
2025;Marzo;1.527;2.135;
2025;Abril;1.493;2.118;
2025;Mayo;1.425;2.056;
2025;Junio;1.377;2.051;
2025;Julio;1.409;2.124;
2025;Agosto;1.403;2.166;
2025;Septiembre;1.421;2.140;
2025;Octubre;1.455;2.116;
2025;Noviembre;1.477;2.104;
2025;Diciembre;1.489;2.120;
2026;Enero;1.500;2.086;
2026;Febrero;1.480;2.063;
