El municipio en cifras
Renta neta media por hogar (€)
Año;Periodos;Chamartín;Madrid;
2013;Anual;59067,0875897621;36591,6633285965;
2014;Anual;60690,33;37231,15;
2015;Anual;60947,8908972621;38534,6170377993;
2016;Anual;65260;39613;
2017;Anual;65995;40195;
2018;Anual;70735;42283;
2019;Anual;69558;43393;
2020;Anual;69202;43003;
2021;Anual;69670;43953;
2022;Anual;74842;46651;
