El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2021;Marzo;1.085;4.278;6.025;
2021;Abril;1.073;4.214;6.023;
2021;Mayo;959;4.084;6.004;
2021;Junio;943;3.954;5.933;
2021;Julio;906;3.856;5.867;
2021;Agosto;911;3.861;5.900;
2021;Septiembre;898;3.707;5.819;
2021;Octubre;860;3.559;5.702;
2021;Noviembre;812;3.392;5.640;
2021;Diciembre;654;3.095;5.393;
2022;Enero;606;3.096;5.401;
2022;Febrero;556;2.830;5.207;
2022;Marzo;584;2.779;5.169;
2022;Abril;547;2.731;5.047;
2022;Mayo;487;2.590;4.917;
2022;Junio;441;2.458;4.774;
2022;Julio;474;2.602;4.798;
2022;Agosto;474;2.602;4.798;
2022;Septiembre;509;2.647;4.820;
2022;Octubre;548;2.582;4.877;
2022;Noviembre;540;2.556;4.809;
2022;Diciembre;483;2.470;4.777;
2023;Enero;520;2.633;4.807;
2023;Febrero;566;2.663;4.861;
2023;Marzo;609;2.709;4.800;
2023;Abril;573;2.658;4.737;
2023;Mayo;526;2.599;4.747;
2023;Junio;497;2.508;4.670;
2023;Julio;493;2.507;4.669;
2023;Agosto;566;2.555;4.623;
2023;Septiembre;616;2.526;4.624;
2023;Octubre;612;2.531;4.653;
2023;Noviembre;579;2.463;4.562;
2023;Diciembre;531;2.486;4.559;
2024;Enero;532;2.655;4.660;
2024;Febrero;556;2.603;4.638;
2024;Marzo;593;2.619;4.678;
2024;Abril;531;2.578;4.662;
2024;Mayo;498;2.572;4.571;
2024;Junio;488;2.463;4.462;
2024;Julio;506;2.481;4.388;
2024;Agosto;518;2.502;4.382;
2024;Septiembre;569;2.517;4.401;
2024;Octubre;550;2.548;4.458;
2024;Noviembre;414;2.273;4.175;
2024;Diciembre;459;2.455;4.276;
2025;Enero;466;2.471;4.297;
2025;Febrero;507;2.534;4.237;
2025;Marzo;565;2.594;4.449;
2025;Abril;525;2.608;4.478;
2025;Mayo;488;2.536;4.418;
2025;Junio;455;2.460;4.374;
2025;Julio;447;2.396;4.357;
2025;Agosto;502;2.463;4.420;
2025;Septiembre;504;2.447;4.372;
2025;Octubre;528;2.461;4.372;
2025;Noviembre;474;2.388;4.296;
2025;Diciembre;425;2.363;4.331;
2026;Enero;429;2.447;4.346;
2026;Febrero;503;2.498;4.371;
