El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;941;5.964;5.393;
2013;Enero;969;6.199;5.645;
2013;Febrero;1.003;6.267;5.724;
2013;Marzo;1.038;6.360;5.753;
2013;Abril;1.023;6.290;5.753;
2013;Mayo;1.019;6.171;5.786;
2013;Junio;909;5.890;5.774;
2013;Julio;871;5.870;5.862;
2013;Agosto;869;5.888;5.899;
2013;Septiembre;960;5.853;5.930;
2013;Octubre;982;5.952;5.990;
2013;Noviembre;973;5.835;5.995;
2013;Diciembre;846;5.632;6.003;
2014;Enero;890;5.634;6.165;
2014;Febrero;914;5.729;6.158;
2014;Marzo;934;5.635;6.129;
2014;Abril;931;5.544;6.069;
2014;Mayo;892;5.369;6.006;
2014;Junio;846;5.160;5.972;
2014;Julio;877;5.188;6.023;
2014;Agosto;885;5.234;6.095;
2014;Septiembre;972;5.117;6.126;
2014;Octubre;989;5.141;6.186;
2014;Noviembre;957;5.050;6.144;
2014;Diciembre;820;4.856;6.121;
2015;Enero;846;5.024;6.200;
2015;Febrero;898;5.075;6.199;
2015;Marzo;931;5.063;6.121;
2015;Abril;943;4.898;6.073;
2015;Mayo;899;4.648;5.978;
2015;Junio;838;4.500;5.883;
2015;Julio;839;4.481;5.773;
2015;Agosto;871;4.550;5.883;
2015;Septiembre;946;4.486;5.847;
2015;Octubre;989;4.539;5.885;
2015;Noviembre;922;4.471;5.888;
2015;Diciembre;795;4.422;5.901;
2016;Enero;834;4.493;5.976;
2016;Febrero;840;4.542;5.965;
2016;Marzo;837;4.450;5.908;
2016;Abril;835;4.412;5.882;
2016;Mayo;769;4.222;5.785;
2016;Junio;718;4.128;5.749;
2016;Julio;696;4.113;5.663;
2016;Agosto;704;4.088;5.667;
2016;Septiembre;791;4.069;5.654;
2016;Octubre;786;3.981;5.636;
2016;Noviembre;761;3.912;5.597;
2016;Diciembre;704;3.795;5.549;
2017;Enero;751;3.917;5.641;
2017;Febrero;805;3.981;5.670;
2017;Marzo;806;3.868;5.670;
2017;Abril;772;3.737;5.572;
2017;Mayo;723;3.580;5.453;
2017;Junio;694;3.536;5.419;
2017;Julio;696;3.550;5.359;
2017;Agosto;739;3.539;5.384;
2017;Septiembre;812;3.543;5.342;
2017;Octubre;819;3.504;5.290;
2017;Noviembre;749;3.481;5.215;
2017;Diciembre;616;3.362;5.191;
2018;Enero;649;3.534;5.360;
2018;Febrero;704;3.572;5.336;
2018;Marzo;707;3.431;5.273;
2018;Abril;685;3.420;5.212;
2018;Mayo;661;3.329;5.048;
2018;Junio;624;3.183;4.921;
2018;Julio;613;3.107;4.915;
2018;Agosto;651;3.175;4.944;
2018;Septiembre;718;3.147;4.904;
2018;Octubre;706;3.149;4.896;
2018;Noviembre;683;3.055;4.879;
2018;Diciembre;596;2.956;4.821;
2019;Enero;653;3.194;4.892;
2019;Febrero;685;3.226;4.895;
2019;Marzo;719;3.251;4.879;
2019;Abril;663;3.116;4.879;
2019;Mayo;610;3.050;4.822;
2019;Junio;588;2.993;4.773;
2019;Julio;564;3.023;4.775;
2019;Agosto;647;3.095;4.812;
2019;Septiembre;718;3.031;4.746;
2019;Octubre;742;3.053;4.779;
2019;Noviembre;727;3.035;4.774;
2019;Diciembre;644;2.907;4.783;
2020;Enero;673;3.089;4.921;
2020;Febrero;702;3.097;4.948;
2020;Marzo;696;3.296;5.038;
2020;Abril;809;3.847;5.350;
2020;Mayo;862;4.072;5.534;
2020;Junio;804;4.110;5.545;
2020;Julio;853;4.107;5.655;
2020;Agosto;886;4.227;5.719;
2020;Septiembre;956;4.054;5.692;
2020;Octubre;1.037;4.120;5.717;
2020;Noviembre;1.036;4.104;5.789;
2020;Diciembre;1.017;4.155;5.834;
2021;Enero;1.015;4.266;5.954;
2021;Febrero;1.071;4.380;6.023;
