El municipio en cifras
Autónomos por lugar de trabajo sobre la población de 16 a 64 años (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;6,6;2,9;
2011;Anual;6,7;3,0;
2012;Anual;6,1;2,7;
2013;Anual;6,4;2,9;
2014;Anual;7,2;3,4;
2015;Anual;7,8;3,6;
2016;Anual;7,8;3,6;
2017;Anual;8,1;3,7;
2018;Anual;6,1;2,7;
2019;Anual;8,5;4,2;
2020;Anual;8,8;4,3;
2021;Anual;8,6;4,0;
2022;Anual;8,4;4,0;
2023;Anual;8,2;4,0;
