El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;466;6.552;4.689;
2013;Enero;487;6.842;4.839;
2013;Febrero;521;6.771;4.861;
2013;Marzo;523;6.814;4.928;
2013;Abril;510;6.651;4.952;
2013;Mayo;488;6.544;4.969;
2013;Junio;392;6.325;4.948;
2013;Julio;418;6.376;5.024;
2013;Agosto;384;6.418;5.053;
2013;Septiembre;438;6.198;5.000;
2013;Octubre;447;6.177;4.888;
2013;Noviembre;460;6.112;4.906;
2013;Diciembre;393;5.907;4.883;
2014;Enero;420;6.023;4.973;
2014;Febrero;427;6.021;4.973;
2014;Marzo;420;5.912;4.987;
2014;Abril;398;5.676;4.937;
2014;Mayo;370;5.475;4.869;
2014;Junio;355;5.293;4.795;
2014;Julio;395;5.307;4.873;
2014;Agosto;385;5.357;4.902;
2014;Septiembre;444;5.251;4.884;
2014;Octubre;452;5.318;4.893;
2014;Noviembre;448;5.366;4.924;
2014;Diciembre;365;5.197;4.854;
2015;Enero;384;5.340;4.917;
2015;Febrero;398;5.350;4.879;
2015;Marzo;388;5.206;4.807;
2015;Abril;387;5.015;4.754;
2015;Mayo;352;4.781;4.693;
2015;Junio;321;4.631;4.615;
2015;Julio;323;4.707;4.657;
2015;Agosto;339;4.804;4.689;
2015;Septiembre;377;4.618;4.588;
2015;Octubre;418;4.602;4.572;
2015;Noviembre;402;4.626;4.532;
2015;Diciembre;356;4.533;4.553;
2016;Enero;359;4.711;4.594;
2016;Febrero;373;4.660;4.650;
2016;Marzo;390;4.576;4.647;
2016;Abril;383;4.369;4.616;
2016;Mayo;342;4.303;4.539;
2016;Junio;319;4.242;4.447;
2016;Julio;337;4.387;4.489;
2016;Agosto;368;4.422;4.474;
2016;Septiembre;373;4.235;4.394;
2016;Octubre;365;4.149;4.380;
2016;Noviembre;361;4.160;4.362;
2016;Diciembre;346;4.016;4.363;
2017;Enero;351;4.172;4.419;
2017;Febrero;342;4.166;4.376;
2017;Marzo;327;4.076;4.309;
2017;Abril;301;3.852;4.242;
2017;Mayo;312;3.798;4.182;
2017;Junio;287;3.779;4.115;
2017;Julio;302;3.909;4.162;
2017;Agosto;332;3.962;4.163;
2017;Septiembre;350;3.778;4.129;
2017;Octubre;382;3.774;4.144;
2017;Noviembre;361;3.658;4.076;
2017;Diciembre;310;3.611;4.068;
2018;Enero;301;3.793;4.116;
2018;Febrero;340;3.709;4.192;
2018;Marzo;330;3.685;4.161;
2018;Abril;326;3.541;4.065;
2018;Mayo;296;3.391;4.028;
2018;Junio;288;3.351;3.973;
2018;Julio;295;3.476;3.997;
2018;Agosto;276;3.536;3.995;
2018;Septiembre;318;3.299;3.946;
2018;Octubre;321;3.222;3.888;
2018;Noviembre;312;3.310;3.784;
2018;Diciembre;275;3.213;3.792;
2019;Enero;280;3.357;3.934;
2019;Febrero;298;3.361;3.930;
2019;Marzo;304;3.343;3.994;
2019;Abril;304;3.219;3.929;
2019;Mayo;259;3.145;3.865;
2019;Junio;234;3.139;3.873;
2019;Julio;243;3.146;3.810;
2019;Agosto;248;3.390;3.905;
2019;Septiembre;275;3.263;3.861;
2019;Octubre;303;3.214;3.922;
2019;Noviembre;300;3.318;3.903;
2019;Diciembre;279;3.250;3.895;
2020;Enero;270;3.364;3.997;
2020;Febrero;276;3.312;4.007;
2020;Marzo;280;3.683;4.195;
2020;Abril;360;4.661;4.523;
2020;Mayo;429;5.110;4.670;
2020;Junio;384;5.199;4.719;
2020;Julio;403;5.234;4.837;
2020;Agosto;428;5.285;4.932;
2020;Septiembre;445;4.964;4.899;
2020;Octubre;472;4.966;4.904;
2020;Noviembre;468;4.911;4.901;
2020;Diciembre;455;4.817;4.955;
2021;Enero;453;4.882;5.060;
2021;Febrero;489;4.948;5.125;
2021;Marzo;478;4.771;5.106;
2021;Abril;462;4.678;5.063;
2021;Mayo;393;4.517;5.020;
2021;Junio;361;4.351;5.018;
2021;Julio;362;4.294;4.891;
2021;Agosto;357;4.270;4.946;
2021;Septiembre;348;4.043;4.894;
2021;Octubre;332;3.825;4.773;
2021;Noviembre;311;3.673;4.726;
2021;Diciembre;253;3.396;4.489;
2022;Enero;235;3.208;4.370;
2022;Febrero;239;2.929;4.131;
2022;Marzo;232;2.829;4.117;
2022;Abril;230;2.653;3.992;
2022;Mayo;194;2.493;3.858;
2022;Junio;199;2.324;3.747;
2022;Julio;185;2.610;3.768;
2022;Agosto;185;2.610;3.768;
2022;Septiembre;227;2.505;3.788;
2022;Octubre;219;2.484;3.781;
2022;Noviembre;208;2.445;3.626;
2022;Diciembre;185;2.427;3.631;
2023;Enero;213;2.511;3.696;
2023;Febrero;240;2.640;3.728;
2023;Marzo;270;2.618;3.702;
2023;Abril;232;2.584;3.690;
2023;Mayo;206;2.456;3.636;
2023;Junio;211;2.452;3.637;
2023;Julio;212;2.423;3.589;
2023;Agosto;210;2.531;3.674;
2023;Septiembre;212;2.432;3.671;
2023;Octubre;224;2.446;3.627;
2023;Noviembre;245;2.435;3.583;
2023;Diciembre;209;2.451;3.597;
2024;Enero;217;2.606;3.685;
2024;Febrero;230;2.587;3.665;
2024;Marzo;233;2.625;3.685;
2024;Abril;180;2.465;3.554;
2024;Mayo;177;2.478;3.550;
2024;Junio;183;2.441;3.559;
2024;Julio;187;2.529;3.553;
2024;Agosto;182;2.538;3.587;
2024;Septiembre;200;2.427;3.513;
2024;Octubre;209;2.441;3.522;
2024;Noviembre;229;1.907;2.882;
2024;Diciembre;179;2.375;3.332;
2025;Enero;165;2.329;3.345;
2025;Febrero;196;2.465;3.387;
2025;Marzo;229;2.498;3.453;
2025;Abril;205;2.493;3.414;
2025;Mayo;182;2.352;3.340;
2025;Junio;167;2.280;3.311;
2025;Julio;146;2.380;3.315;
2025;Agosto;155;2.402;3.342;
2025;Septiembre;183;2.265;3.225;
2025;Octubre;205;2.323;3.242;
2025;Noviembre;200;2.284;3.226;
2025;Diciembre;195;2.340;3.214;
2026;Enero;198;2.376;3.252;
2026;Febrero;213;2.374;3.235;
