El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;6.194;5.513;
2013;Enero;6.397;5.771;
2013;Febrero;6.366;5.787;
2013;Marzo;6.500;5.765;
2013;Abril;6.397;5.716;
2013;Mayo;6.320;5.681;
2013;Junio;6.134;5.531;
2013;Julio;6.149;5.669;
2013;Agosto;6.157;5.698;
2013;Septiembre;6.076;5.560;
2013;Octubre;6.041;5.471;
2013;Noviembre;6.060;5.418;
2013;Diciembre;5.926;5.257;
2014;Enero;6.048;5.368;
2014;Febrero;6.053;5.368;
2014;Marzo;5.990;5.329;
2014;Abril;5.897;5.114;
2014;Mayo;5.754;4.960;
2014;Junio;5.628;4.815;
2014;Julio;5.648;4.927;
2014;Agosto;5.674;4.970;
2014;Septiembre;5.656;4.923;
2014;Octubre;5.728;4.935;
2014;Noviembre;5.764;4.974;
2014;Diciembre;5.647;4.769;
2015;Enero;5.725;4.916;
2015;Febrero;5.715;4.912;
2015;Marzo;5.591;4.810;
2015;Abril;5.432;4.724;
2015;Mayo;5.256;4.570;
2015;Junio;5.085;4.482;
2015;Julio;5.121;4.566;
2015;Agosto;5.140;4.692;
2015;Septiembre;5.029;4.554;
2015;Octubre;5.092;4.500;
2015;Noviembre;5.115;4.445;
2015;Diciembre;5.052;4.390;
2016;Enero;5.141;4.523;
2016;Febrero;5.114;4.569;
2016;Marzo;5.031;4.582;
2016;Abril;4.866;4.502;
2016;Mayo;4.777;4.407;
2016;Junio;4.714;4.294;
2016;Julio;4.758;4.455;
2016;Agosto;4.758;4.506;
2016;Septiembre;4.620;4.382;
2016;Octubre;4.665;4.229;
2016;Noviembre;4.702;4.181;
2016;Diciembre;4.588;4.137;
2017;Enero;4.703;4.239;
2017;Febrero;4.657;4.227;
2017;Marzo;4.589;4.123;
2017;Abril;4.422;3.973;
2017;Mayo;4.374;3.918;
2017;Junio;4.231;3.950;
2017;Julio;4.303;4.070;
2017;Agosto;4.333;4.124;
2017;Septiembre;4.225;4.032;
2017;Octubre;4.282;4.018;
2017;Noviembre;4.156;3.939;
2017;Diciembre;4.121;3.868;
2018;Enero;4.255;3.955;
2018;Febrero;4.277;3.964;
2018;Marzo;4.254;3.922;
2018;Abril;4.144;3.788;
2018;Mayo;4.010;3.705;
2018;Junio;3.923;3.689;
2018;Julio;3.911;3.857;
2018;Agosto;3.915;3.892;
2018;Septiembre;3.771;3.792;
2018;Octubre;3.725;3.706;
2018;Noviembre;3.718;3.688;
2018;Diciembre;3.710;3.570;
2019;Enero;3.865;3.706;
2019;Febrero;3.901;3.688;
2019;Marzo;3.922;3.719;
2019;Abril;3.848;3.604;
2019;Mayo;3.683;3.586;
2019;Junio;3.683;3.563;
2019;Julio;3.600;3.599;
2019;Agosto;3.768;3.775;
2019;Septiembre;3.723;3.676;
2019;Octubre;3.759;3.680;
2019;Noviembre;3.875;3.646;
2019;Diciembre;3.872;3.552;
2020;Enero;3.982;3.649;
2020;Febrero;3.974;3.621;
2020;Marzo;4.291;3.867;
2020;Abril;5.055;4.489;
2020;Mayo;5.388;4.821;
2020;Junio;5.380;4.922;
2020;Julio;5.447;5.027;
2020;Agosto;5.540;5.105;
2020;Septiembre;5.355;4.953;
2020;Octubre;5.385;4.957;
2020;Noviembre;5.369;4.911;
2020;Diciembre;5.369;4.858;
2021;Enero;5.448;4.947;
2021;Febrero;5.571;4.991;
2021;Marzo;5.423;4.932;
2021;Abril;5.341;4.862;
2021;Mayo;5.129;4.801;
2021;Junio;5.040;4.690;
2021;Julio;4.909;4.638;
2021;Agosto;4.948;4.625;
2021;Septiembre;4.786;4.499;
2021;Octubre;4.597;4.333;
2021;Noviembre;4.500;4.210;
2021;Diciembre;4.247;3.891;
2022;Enero;4.099;3.714;
2022;Febrero;3.786;3.513;
2022;Marzo;3.674;3.504;
2022;Abril;3.507;3.368;
2022;Mayo;3.317;3.228;
2022;Junio;3.125;3.145;
2022;Julio;3.297;3.266;
2022;Agosto;3.297;3.266;
2022;Septiembre;3.328;3.192;
2022;Octubre;3.316;3.168;
2022;Noviembre;3.199;3.080;
2022;Diciembre;3.197;3.046;
2023;Enero;3.305;3.115;
2023;Febrero;3.387;3.221;
2023;Marzo;3.405;3.185;
2023;Abril;3.360;3.146;
2023;Mayo;3.216;3.082;
2023;Junio;3.223;3.077;
2023;Julio;3.227;2.997;
2023;Agosto;3.308;3.107;
2023;Septiembre;3.245;3.070;
2023;Octubre;3.255;3.042;
2023;Noviembre;3.250;3.013;
2023;Diciembre;3.245;3.012;
2024;Enero;3.389;3.119;
2024;Febrero;3.353;3.129;
2024;Marzo;3.398;3.145;
2024;Abril;3.189;3.010;
2024;Mayo;3.236;2.969;
2024;Junio;3.244;2.939;
2024;Julio;3.259;3.010;
2024;Agosto;3.282;3.025;
2024;Septiembre;3.173;2.967;
2024;Octubre;3.209;2.963;
2024;Noviembre;2.238;2.780;
2024;Diciembre;2.965;2.921;
2025;Enero;2.935;2.904;
2025;Febrero;3.041;3.007;
2025;Marzo;3.187;2.993;
2025;Abril;3.119;2.993;
2025;Mayo;2.972;2.902;
2025;Junio;2.921;2.837;
2025;Julio;2.947;2.894;
2025;Agosto;3.007;2.892;
2025;Septiembre;2.876;2.797;
2025;Octubre;2.949;2.821;
2025;Noviembre;2.910;2.800;
2025;Diciembre;2.952;2.797;
2026;Enero;2.958;2.868;
2026;Febrero;2.968;2.854;
