El municipio en cifras
Afiliaciones de residentes a la Seguridad Social por sexo
Año;Periodos;Hombres;Mujeres;
2013;Anual;26.898;25.729;
2014;Anual;23.030;22.378;
2015;Anual;22.737;21.835;
2016;Anual;26.719;25.090;
2017;Anual;29.452;27.028;
2018;Anual;29.448;26.579;
2019;Anual;30.400;27.183;
2020;Anual;31.706;27.183;
2021;Anual;32.593;27.183;
2022;Anual;34.165;28.762;
2023;Anual;33.637;28.456;
