El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2019;Septiembre;584;3.159;4.154;
2019;Octubre;588;3.240;4.236;
2019;Noviembre;583;3.204;4.228;
2019;Diciembre;499;3.195;4.269;
2020;Enero;530;3.301;4.313;
2020;Febrero;554;3.279;4.360;
2020;Marzo;591;3.501;4.427;
2020;Abril;652;4.100;4.704;
2020;Mayo;673;4.220;4.778;
2020;Junio;631;4.332;4.838;
2020;Julio;704;4.519;4.972;
2020;Agosto;712;4.616;5.003;
2020;Septiembre;743;4.470;5.011;
2020;Octubre;814;4.468;5.081;
2020;Noviembre;828;4.474;5.091;
2020;Diciembre;819;4.409;5.113;
2021;Enero;817;4.515;5.167;
2021;Febrero;856;4.598;5.215;
2021;Marzo;833;4.520;5.258;
2021;Abril;841;4.451;5.249;
2021;Mayo;788;4.264;5.243;
2021;Junio;752;4.157;5.150;
2021;Julio;696;4.066;5.061;
2021;Agosto;701;4.159;5.087;
2021;Septiembre;684;4.006;5.007;
2021;Octubre;626;3.724;4.965;
2021;Noviembre;601;3.663;4.935;
2021;Diciembre;494;3.351;4.670;
2022;Enero;446;3.212;4.582;
2022;Febrero;371;2.914;4.338;
2022;Marzo;408;2.868;4.292;
2022;Abril;413;2.747;4.203;
2022;Mayo;338;2.567;4.120;
2022;Junio;319;2.468;4.005;
2022;Julio;301;2.590;3.940;
2022;Agosto;301;2.590;3.940;
2022;Septiembre;352;2.614;3.990;
2022;Octubre;362;2.522;4.083;
2022;Noviembre;355;2.426;4.007;
2022;Diciembre;326;2.384;3.968;
2023;Enero;339;2.509;4.015;
2023;Febrero;368;2.562;4.089;
2023;Marzo;414;2.587;4.060;
2023;Abril;381;2.513;3.999;
2023;Mayo;349;2.515;3.975;
2023;Junio;326;2.504;3.920;
2023;Julio;338;2.450;3.858;
2023;Agosto;360;2.522;3.832;
2023;Septiembre;403;2.518;3.872;
2023;Octubre;390;2.547;3.849;
2023;Noviembre;369;2.530;3.801;
2023;Diciembre;362;2.491;3.790;
2024;Enero;389;2.631;3.899;
2024;Febrero;394;2.652;3.925;
2024;Marzo;409;2.658;3.934;
2024;Abril;345;2.557;3.851;
2024;Mayo;335;2.484;3.809;
2024;Junio;332;2.525;3.732;
2024;Julio;336;2.540;3.680;
2024;Agosto;347;2.543;3.684;
2024;Septiembre;377;2.470;3.692;
2024;Octubre;390;2.449;3.706;
2024;Noviembre;319;2.082;3.286;
2024;Diciembre;320;2.367;3.513;
2025;Enero;291;2.405;3.515;
2025;Febrero;324;2.435;3.584;
2025;Marzo;334;2.527;3.621;
2025;Abril;314;2.515;3.594;
2025;Mayo;295;2.386;3.551;
2025;Junio;283;2.298;3.536;
2025;Julio;304;2.351;3.448;
2025;Agosto;316;2.396;3.464;
2025;Septiembre;320;2.310;3.413;
2025;Octubre;320;2.370;3.444;
2025;Noviembre;320;2.322;3.447;
2025;Diciembre;281;2.320;3.454;
2026;Enero;305;2.416;3.481;
2026;Febrero;310;2.441;3.528;
