El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;777;6.339;5.116;
2013;Enero;764;6.496;5.253;
2013;Febrero;808;6.531;5.316;
2013;Marzo;841;6.562;5.357;
2013;Abril;810;6.492;5.391;
2013;Mayo;805;6.294;5.386;
2013;Junio;744;6.128;5.383;
2013;Julio;722;6.054;5.413;
2013;Agosto;714;6.108;5.459;
2013;Septiembre;766;6.117;5.498;
2013;Octubre;849;6.205;5.552;
2013;Noviembre;835;6.096;5.593;
2013;Diciembre;746;5.869;5.538;
2014;Enero;793;5.950;5.569;
2014;Febrero;785;5.976;5.577;
2014;Marzo;822;5.988;5.601;
2014;Abril;790;5.817;5.525;
2014;Mayo;737;5.567;5.464;
2014;Junio;708;5.375;5.394;
2014;Julio;750;5.381;5.398;
2014;Agosto;770;5.471;5.402;
2014;Septiembre;774;5.349;5.362;
2014;Octubre;760;5.369;5.414;
2014;Noviembre;764;5.325;5.439;
2014;Diciembre;662;5.198;5.423;
2015;Enero;694;5.293;5.424;
2015;Febrero;738;5.443;5.421;
2015;Marzo;759;5.396;5.421;
2015;Abril;718;5.194;5.382;
2015;Mayo;700;4.935;5.257;
2015;Junio;641;4.766;5.176;
2015;Julio;631;4.692;5.190;
2015;Agosto;624;4.709;5.166;
2015;Septiembre;654;4.644;5.146;
2015;Octubre;670;4.741;5.205;
2015;Noviembre;657;4.597;5.243;
2015;Diciembre;601;4.439;5.208;
2016;Enero;617;4.602;5.284;
2016;Febrero;640;4.633;5.224;
2016;Marzo;624;4.594;5.231;
2016;Abril;632;4.572;5.143;
2016;Mayo;611;4.373;5.084;
2016;Junio;536;4.188;5.053;
2016;Julio;513;4.213;4.984;
2016;Agosto;497;4.258;4.956;
2016;Septiembre;561;4.074;4.924;
2016;Octubre;586;4.120;4.950;
2016;Noviembre;624;4.141;4.981;
2016;Diciembre;543;4.013;4.915;
2017;Enero;566;4.050;4.943;
2017;Febrero;635;4.157;4.993;
2017;Marzo;609;4.102;4.959;
2017;Abril;583;3.940;4.811;
2017;Mayo;575;3.833;4.703;
2017;Junio;575;3.781;4.598;
2017;Julio;608;3.773;4.570;
2017;Agosto;585;3.910;4.599;
2017;Septiembre;606;3.752;4.582;
2017;Octubre;630;3.692;4.552;
2017;Noviembre;619;3.667;4.542;
2017;Diciembre;521;3.546;4.504;
2018;Enero;570;3.666;4.598;
2018;Febrero;609;3.640;4.578;
2018;Marzo;622;3.616;4.560;
2018;Abril;603;3.531;4.477;
2018;Mayo;535;3.369;4.354;
2018;Junio;507;3.280;4.286;
2018;Julio;530;3.286;4.204;
2018;Agosto;538;3.316;4.213;
2018;Septiembre;562;3.214;4.218;
2018;Octubre;525;3.196;4.217;
2018;Noviembre;534;3.093;4.169;
2018;Diciembre;480;3.045;4.144;
2019;Enero;499;3.206;4.242;
2019;Febrero;512;3.279;4.301;
2019;Marzo;529;3.271;4.279;
2019;Abril;517;3.188;4.263;
2019;Mayo;491;3.101;4.211;
2019;Junio;467;3.099;4.199;
2019;Julio;464;3.082;4.061;
2019;Agosto;508;3.181;4.161;
