El municipio en cifras
Afiliaciones al régimen general por lugar de trabajo sobre población de 16 a 64 (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;38,6;36,2;
2011;Anual;43,0;38,6;
2012;Anual;45,6;41,8;
2013;Anual;44,9;53,0;
2014;Anual;45,7;55,5;
2015;Anual;49,5;59,1;
2016;Anual;53,2;61,3;
2017;Anual;58,2;64,5;
2018;Anual;59,0;65,5;
2019;Anual;64,8;71,6;
2020;Anual;66,6;72,5;
2021;Anual;65,4;70,9;
2022;Anual;84,7;87,3;
2023;Anual;86,4;91,7;
