El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;864;7.156;5.637;
2013;Enero;853;7.421;5.837;
2013;Febrero;887;7.417;5.847;
2013;Marzo;870;7.459;5.886;
2013;Abril;902;7.428;5.862;
2013;Mayo;858;7.241;5.930;
2013;Junio;718;7.075;5.903;
2013;Julio;760;7.186;6.040;
2013;Agosto;731;7.233;6.052;
2013;Septiembre;775;6.938;5.984;
2013;Octubre;835;6.944;6.046;
2013;Noviembre;842;6.881;6.034;
2013;Diciembre;734;6.659;5.973;
2014;Enero;747;6.812;6.011;
2014;Febrero;780;6.862;6.022;
2014;Marzo;801;6.826;6.014;
2014;Abril;785;6.633;6.007;
2014;Mayo;729;6.356;5.911;
2014;Junio;641;6.066;5.893;
2014;Julio;693;6.233;5.938;
2014;Agosto;722;6.245;5.926;
2014;Septiembre;759;6.088;5.864;
2014;Octubre;792;6.096;5.831;
2014;Noviembre;770;5.950;5.840;
2014;Diciembre;687;5.793;5.884;
2015;Enero;680;5.934;5.904;
2015;Febrero;729;5.906;5.850;
2015;Marzo;718;5.765;5.816;
2015;Abril;706;5.578;5.745;
2015;Mayo;675;5.415;5.633;
2015;Junio;603;5.282;5.620;
2015;Julio;620;5.290;5.576;
2015;Agosto;651;5.461;5.605;
2015;Septiembre;715;5.287;5.541;
2015;Octubre;726;5.394;5.523;
2015;Noviembre;678;5.221;5.505;
2015;Diciembre;593;5.024;5.454;
2016;Enero;618;5.061;5.522;
2016;Febrero;647;5.165;5.478;
2016;Marzo;667;5.077;5.505;
2016;Abril;597;5.025;5.415;
2016;Mayo;569;4.960;5.327;
2016;Junio;489;4.840;5.292;
2016;Julio;525;4.834;5.256;
2016;Agosto;544;4.965;5.301;
2016;Septiembre;626;4.805;5.213;
2016;Octubre;652;4.745;5.227;
2016;Noviembre;656;4.568;5.192;
2016;Diciembre;566;4.436;5.153;
2017;Enero;587;4.649;5.257;
2017;Febrero;584;4.616;5.239;
2017;Marzo;590;4.513;5.151;
2017;Abril;531;4.412;5.067;
2017;Mayo;515;4.280;5.010;
2017;Junio;473;4.154;5.000;
2017;Julio;476;4.267;5.002;
2017;Agosto;502;4.400;4.988;
2017;Septiembre;555;4.267;4.952;
2017;Octubre;568;4.209;4.964;
2017;Noviembre;569;4.072;4.908;
2017;Diciembre;493;3.995;4.898;
2018;Enero;512;4.118;5.014;
2018;Febrero;558;4.162;5.083;
2018;Marzo;581;4.027;4.961;
2018;Abril;559;3.922;4.874;
2018;Mayo;505;3.804;4.814;
2018;Junio;431;3.764;4.698;
2018;Julio;455;3.715;4.723;
2018;Agosto;472;3.761;4.761;
2018;Septiembre;542;3.660;4.786;
2018;Octubre;548;3.619;4.740;
2018;Noviembre;560;3.492;4.697;
2018;Diciembre;476;3.434;4.637;
2019;Enero;494;3.601;4.756;
2019;Febrero;551;3.657;4.785;
2019;Marzo;545;3.616;4.767;
2019;Abril;527;3.594;4.757;
2019;Mayo;492;3.494;4.740;
2019;Junio;409;3.469;4.721;
2019;Julio;420;3.534;4.751;
2019;Agosto;437;3.665;4.829;
2019;Septiembre;491;3.536;4.794;
2019;Octubre;537;3.551;4.827;
2019;Noviembre;550;3.529;4.800;
2019;Diciembre;480;3.439;4.772;
2020;Enero;480;3.533;4.885;
2020;Febrero;554;3.522;4.875;
2020;Marzo;516;3.628;4.931;
2020;Abril;600;4.195;5.170;
2020;Mayo;630;4.394;5.301;
2020;Junio;587;4.484;5.391;
2020;Julio;621;4.678;5.472;
2020;Agosto;660;4.787;5.541;
2020;Septiembre;672;4.550;5.516;
2020;Octubre;738;4.621;5.571;
2020;Noviembre;743;4.556;5.582;
2020;Diciembre;729;4.618;5.631;
2021;Enero;721;4.641;5.762;
2021;Febrero;741;4.695;5.835;
2021;Marzo;734;4.541;5.792;
2021;Abril;761;4.466;5.758;
2021;Mayo;650;4.412;5.768;
2021;Junio;619;4.279;5.774;
2021;Julio;601;4.250;5.785;
2021;Agosto;639;4.344;5.834;
2021;Septiembre;644;4.120;5.769;
2021;Octubre;592;3.926;5.696;
2021;Noviembre;575;3.735;5.653;
2021;Diciembre;475;3.393;5.392;
2022;Enero;408;3.220;5.252;
2022;Febrero;379;3.029;5.092;
2022;Marzo;405;3.023;5.035;
2022;Abril;384;2.908;4.941;
2022;Mayo;328;2.743;4.808;
2022;Junio;346;2.658;4.689;
2022;Julio;336;2.775;4.791;
2022;Agosto;336;2.775;4.791;
2022;Septiembre;364;2.710;4.768;
2022;Octubre;363;2.669;4.790;
2022;Noviembre;372;2.619;4.728;
2022;Diciembre;334;2.534;4.667;
2023;Enero;379;2.641;4.736;
2023;Febrero;419;2.654;4.718;
2023;Marzo;442;2.663;4.776;
2023;Abril;376;2.597;4.706;
2023;Mayo;340;2.591;4.605;
2023;Junio;347;2.544;4.637;
2023;Julio;364;2.608;4.612;
2023;Agosto;364;2.653;4.581;
2023;Septiembre;399;2.674;4.568;
2023;Octubre;400;2.694;4.552;
2023;Noviembre;374;2.612;4.490;
2023;Diciembre;335;2.629;4.457;
2024;Enero;341;2.728;4.493;
2024;Febrero;366;2.715;4.456;
2024;Marzo;377;2.688;4.529;
2024;Abril;313;2.598;4.491;
2024;Mayo;317;2.559;4.411;
2024;Junio;320;2.500;4.324;
2024;Julio;352;2.557;4.365;
2024;Agosto;384;2.604;4.418;
2024;Septiembre;428;2.593;4.410;
2024;Octubre;422;2.563;4.408;
2024;Noviembre;431;2.610;4.199;
2024;Diciembre;368;2.487;4.241;
2025;Enero;344;2.573;4.302;
2025;Febrero;380;2.561;4.315;
2025;Marzo;384;2.554;4.425;
2025;Abril;339;2.505;4.380;
2025;Mayo;314;2.447;4.262;
2025;Junio;281;2.331;4.247;
2025;Julio;274;2.402;4.303;
2025;Agosto;307;2.478;4.328;
2025;Septiembre;362;2.430;4.285;
2025;Octubre;407;2.440;4.257;
2025;Noviembre;384;2.414;4.285;
2025;Diciembre;348;2.386;4.272;
2026;Enero;322;2.419;4.278;
2026;Febrero;367;2.435;4.307;
