El municipio en cifras
Afiliaciones por lugar de trabajo y sexo al régimen especial de trabajadores autónomos
Año;Periodos;Hombres;Mujeres;
2010;Anual;4.077;2.312;
2011;Anual;4.105;2.367;
2012;Anual;3.600;2.080;
2013;Anual;3.774;2.248;
2014;Anual;4.236;2.554;
2015;Anual;4.555;2.798;
2016;Anual;4.717;2.896;
2017;Anual;4.997;3.164;
2018;Anual;4.236;2.488;
2019;Anual;5.697;3.603;
2020;Anual;5.898;3.689;
2021;Anual;5.729;3.536;
2022;Anual;5.664;3.512;
2023;Anual;5.789;3.628;
