El municipio en cifras
Autónomos por lugar de trabajo sobre la población de 16 a 64 años (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;8,8;4,8;
2011;Anual;9,0;5,0;
2012;Anual;8,1;4,3;
2013;Anual;8,5;4,6;
2014;Anual;9,7;5,5;
2015;Anual;10,4;6,0;
2016;Anual;10,4;6,1;
2017;Anual;11,3;6,6;
2018;Anual;9,1;5,0;
2019;Anual;12,4;7,3;
2020;Anual;12,4;7,5;
2021;Anual;12,2;7,3;
2022;Anual;12,1;7,3;
2023;Anual;12,0;7,4;
