El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;2.994;3.307;
2013;Enero;3.083;3.357;
2013;Febrero;3.080;3.390;
2013;Marzo;3.128;3.377;
2013;Abril;3.105;3.369;
2013;Mayo;3.012;3.307;
2013;Junio;2.907;3.213;
2013;Julio;2.872;3.282;
2013;Agosto;2.907;3.356;
2013;Septiembre;2.929;3.341;
2013;Octubre;2.976;3.298;
2013;Noviembre;2.929;3.221;
2013;Diciembre;2.868;3.172;
2014;Enero;2.863;3.224;
2014;Febrero;2.837;3.242;
2014;Marzo;2.780;3.264;
2014;Abril;2.752;3.185;
2014;Mayo;2.685;3.104;
2014;Junio;2.648;3.009;
2014;Julio;2.679;3.127;
2014;Agosto;2.700;3.166;
2014;Septiembre;2.648;3.099;
2014;Octubre;2.682;3.105;
2014;Noviembre;2.668;3.054;
2014;Diciembre;2.602;2.966;
2015;Enero;2.624;3.016;
2015;Febrero;2.610;3.085;
2015;Marzo;2.561;3.061;
2015;Abril;2.532;2.959;
2015;Mayo;2.399;2.868;
2015;Junio;2.352;2.790;
2015;Julio;2.259;2.867;
2015;Agosto;2.338;2.921;
2015;Septiembre;2.301;2.854;
2015;Octubre;2.334;2.852;
2015;Noviembre;2.312;2.814;
2015;Diciembre;2.297;2.746;
2016;Enero;2.323;2.849;
2016;Febrero;2.344;2.820;
2016;Marzo;2.348;2.784;
2016;Abril;2.249;2.750;
2016;Mayo;2.203;2.710;
2016;Junio;2.154;2.671;
2016;Julio;2.140;2.688;
2016;Agosto;2.146;2.730;
2016;Septiembre;2.170;2.627;
2016;Octubre;2.136;2.578;
2016;Noviembre;2.141;2.558;
2016;Diciembre;2.103;2.491;
2017;Enero;2.126;2.504;
2017;Febrero;2.110;2.453;
2017;Marzo;2.046;2.468;
2017;Abril;2.002;2.429;
2017;Mayo;1.977;2.410;
2017;Junio;1.973;2.458;
2017;Julio;1.935;2.518;
2017;Agosto;1.997;2.575;
2017;Septiembre;2.007;2.507;
2017;Octubre;1.992;2.479;
2017;Noviembre;1.966;2.405;
2017;Diciembre;1.929;2.358;
2018;Enero;1.948;2.403;
2018;Febrero;1.955;2.453;
2018;Marzo;1.965;2.378;
2018;Abril;1.936;2.367;
2018;Mayo;1.889;2.288;
2018;Junio;1.828;2.261;
2018;Julio;1.869;2.321;
2018;Agosto;1.860;2.386;
2018;Septiembre;1.836;2.353;
2018;Octubre;1.820;2.327;
2018;Noviembre;1.784;2.306;
2018;Diciembre;1.780;2.251;
2019;Enero;1.822;2.260;
2019;Febrero;1.823;2.275;
2019;Marzo;1.825;2.274;
2019;Abril;1.789;2.229;
2019;Mayo;1.732;2.180;
2019;Junio;1.706;2.148;
2019;Julio;1.702;2.203;
2019;Agosto;1.796;2.293;
2019;Septiembre;1.777;2.272;
2019;Octubre;1.761;2.266;
2019;Noviembre;1.807;2.272;
2019;Diciembre;1.826;2.228;
2020;Enero;1.849;2.296;
2020;Febrero;1.841;2.350;
2020;Marzo;1.898;2.367;
2020;Abril;2.115;2.601;
2020;Mayo;2.162;2.739;
2020;Junio;2.181;2.784;
2020;Julio;2.236;2.887;
2020;Agosto;2.296;2.955;
2020;Septiembre;2.248;2.893;
2020;Octubre;2.326;2.938;
2020;Noviembre;2.311;2.927;
2020;Diciembre;2.307;2.920;
2021;Enero;2.329;2.949;
2021;Febrero;2.385;2.949;
2021;Marzo;2.365;2.903;
2021;Abril;2.292;2.907;
2021;Mayo;2.251;2.810;
2021;Junio;2.210;2.794;
2021;Julio;2.122;2.806;
2021;Agosto;2.174;2.816;
2021;Septiembre;2.131;2.710;
2021;Octubre;2.045;2.605;
2021;Noviembre;2.008;2.580;
2021;Diciembre;1.853;2.376;
2022;Enero;1.745;2.280;
2022;Febrero;1.677;2.176;
2022;Marzo;1.676;2.178;
2022;Abril;1.619;2.078;
2022;Mayo;1.499;1.991;
2022;Junio;1.473;1.957;
2022;Julio;1.523;2.068;
2022;Agosto;1.523;2.068;
2022;Septiembre;1.568;2.032;
2022;Octubre;1.532;1.968;
2022;Noviembre;1.519;1.954;
2022;Diciembre;1.503;1.907;
2023;Enero;1.536;1.997;
2023;Febrero;1.544;1.971;
2023;Marzo;1.550;1.964;
2023;Abril;1.526;1.974;
2023;Mayo;1.507;1.943;
2023;Junio;1.521;1.935;
2023;Julio;1.517;1.997;
2023;Agosto;1.517;2.030;
2023;Septiembre;1.514;1.987;
2023;Octubre;1.536;1.965;
2023;Noviembre;1.502;1.911;
2023;Diciembre;1.523;1.919;
2024;Enero;1.506;1.978;
2024;Febrero;1.518;1.983;
2024;Marzo;1.501;1.971;
2024;Abril;1.443;1.879;
2024;Mayo;1.484;1.891;
2024;Junio;1.452;1.885;
2024;Julio;1.462;1.909;
2024;Agosto;1.423;1.959;
2024;Septiembre;1.436;1.919;
2024;Octubre;1.451;1.918;
2024;Noviembre;1.433;1.926;
2024;Diciembre;1.438;1.901;
2025;Enero;1.423;1.910;
2025;Febrero;1.473;1.924;
2025;Marzo;1.534;1.881;
2025;Abril;1.494;1.840;
2025;Mayo;1.447;1.816;
2025;Junio;1.448;1.747;
2025;Julio;1.457;1.813;
2025;Agosto;1.491;1.839;
2025;Septiembre;1.491;1.815;
2025;Octubre;1.499;1.822;
2025;Noviembre;1.496;1.812;
2025;Diciembre;1.507;1.791;
2026;Enero;1.530;1.820;
2026;Febrero;1.518;1.803;
