El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;3.618;3.729;
2013;Enero;3.759;3.814;
2013;Febrero;3.778;3.884;
2013;Marzo;3.814;3.877;
2013;Abril;3.798;3.908;
2013;Mayo;3.749;3.865;
2013;Junio;3.632;3.776;
2013;Julio;3.613;3.833;
2013;Agosto;3.588;3.884;
2013;Septiembre;3.677;3.866;
2013;Octubre;3.731;3.899;
2013;Noviembre;3.743;3.854;
2013;Diciembre;3.627;3.759;
2014;Enero;3.704;3.827;
2014;Febrero;3.726;3.815;
2014;Marzo;3.710;3.843;
2014;Abril;3.616;3.740;
2014;Mayo;3.482;3.639;
2014;Junio;3.367;3.569;
2014;Julio;3.341;3.714;
2014;Agosto;3.353;3.776;
2014;Septiembre;3.388;3.703;
2014;Octubre;3.475;3.697;
2014;Noviembre;3.400;3.662;
2014;Diciembre;3.400;3.629;
2015;Enero;3.409;3.677;
2015;Febrero;3.382;3.694;
2015;Marzo;3.330;3.705;
2015;Abril;3.282;3.656;
2015;Mayo;3.144;3.560;
2015;Junio;3.069;3.546;
2015;Julio;3.001;3.576;
2015;Agosto;3.006;3.640;
2015;Septiembre;2.983;3.544;
2015;Octubre;2.960;3.562;
2015;Noviembre;2.922;3.499;
2015;Diciembre;2.886;3.389;
2016;Enero;2.956;3.438;
2016;Febrero;2.977;3.453;
2016;Marzo;2.936;3.429;
2016;Abril;2.866;3.403;
2016;Mayo;2.795;3.337;
2016;Junio;2.696;3.257;
2016;Julio;2.620;3.300;
2016;Agosto;2.630;3.357;
2016;Septiembre;2.658;3.259;
2016;Octubre;2.661;3.267;
2016;Noviembre;2.609;3.185;
2016;Diciembre;2.572;3.094;
2017;Enero;2.643;3.166;
2017;Febrero;2.722;3.210;
2017;Marzo;2.627;3.179;
2017;Abril;2.531;3.081;
2017;Mayo;2.452;3.073;
2017;Junio;2.392;3.108;
2017;Julio;2.414;3.195;
2017;Agosto;2.430;3.212;
2017;Septiembre;2.402;3.222;
2017;Octubre;2.439;3.160;
2017;Noviembre;2.386;3.114;
2017;Diciembre;2.346;2.997;
2018;Enero;2.424;3.012;
2018;Febrero;2.488;3.069;
2018;Marzo;2.475;3.054;
2018;Abril;2.385;3.027;
2018;Mayo;2.366;2.990;
2018;Junio;2.257;2.924;
2018;Julio;2.224;3.002;
2018;Agosto;2.207;3.037;
2018;Septiembre;2.207;2.986;
2018;Octubre;2.210;2.921;
2018;Noviembre;2.160;2.791;
2018;Diciembre;2.153;2.745;
2019;Enero;2.174;2.829;
2019;Febrero;2.189;2.861;
2019;Marzo;2.169;2.861;
2019;Abril;2.092;2.831;
2019;Mayo;2.062;2.831;
2019;Junio;2.003;2.784;
2019;Julio;1.998;2.763;
2019;Agosto;2.030;2.848;
2019;Septiembre;2.082;2.857;
2019;Octubre;2.101;2.866;
2019;Noviembre;2.096;2.825;
2019;Diciembre;2.104;2.735;
2020;Enero;2.149;2.832;
2020;Febrero;2.181;2.837;
2020;Marzo;2.239;2.912;
2020;Abril;2.485;3.144;
2020;Mayo;2.607;3.284;
2020;Junio;2.572;3.333;
2020;Julio;2.621;3.398;
2020;Agosto;2.643;3.473;
2020;Septiembre;2.633;3.449;
2020;Octubre;2.673;3.463;
2020;Noviembre;2.673;3.406;
2020;Diciembre;2.702;3.411;
2021;Enero;2.752;3.496;
2021;Febrero;2.739;3.504;
2021;Marzo;2.718;3.488;
2021;Abril;2.698;3.474;
2021;Mayo;2.599;3.404;
2021;Junio;2.571;3.403;
2021;Julio;2.528;3.372;
2021;Agosto;2.520;3.446;
2021;Septiembre;2.472;3.374;
2021;Octubre;2.359;3.333;
2021;Noviembre;2.347;3.260;
2021;Diciembre;2.219;3.016;
2022;Enero;2.139;2.952;
2022;Febrero;2.028;2.826;
2022;Marzo;2.021;2.816;
2022;Abril;1.970;2.746;
2022;Mayo;1.915;2.664;
2022;Junio;1.834;2.591;
2022;Julio;1.848;2.628;
2022;Agosto;1.848;2.628;
2022;Septiembre;1.836;2.620;
2022;Octubre;1.843;2.598;
2022;Noviembre;1.849;2.521;
2022;Diciembre;1.805;2.474;
2023;Enero;1.888;2.583;
2023;Febrero;1.915;2.582;
2023;Marzo;1.925;2.618;
2023;Abril;1.876;2.606;
2023;Mayo;1.837;2.599;
2023;Junio;1.808;2.558;
2023;Julio;1.788;2.535;
2023;Agosto;1.804;2.550;
2023;Septiembre;1.835;2.607;
2023;Octubre;1.834;2.569;
2023;Noviembre;1.800;2.524;
2023;Diciembre;1.752;2.437;
2024;Enero;1.837;2.546;
2024;Febrero;1.872;2.539;
2024;Marzo;1.857;2.558;
2024;Abril;1.781;2.533;
2024;Mayo;1.767;2.466;
2024;Junio;1.725;2.445;
2024;Julio;1.671;2.448;
2024;Agosto;1.680;2.408;
2024;Septiembre;1.678;2.460;
2024;Octubre;1.722;2.441;
2024;Noviembre;1.512;2.131;
2024;Diciembre;1.386;1.968;
2025;Enero;1.379;2.052;
2025;Febrero;1.494;2.059;
2025;Marzo;1.773;2.476;
2025;Abril;1.745;2.499;
2025;Mayo;1.681;2.432;
2025;Junio;1.629;2.377;
2025;Julio;1.629;2.407;
2025;Agosto;1.633;2.442;
2025;Septiembre;1.646;2.425;
2025;Octubre;1.658;2.408;
2025;Noviembre;1.650;2.371;
2025;Diciembre;1.649;2.299;
2026;Enero;1.674;2.365;
2026;Febrero;1.679;2.395;
