El municipio en cifras
Afiliaciones a la Seguridad Social por lugar de trabajo y sexo
Año;Periodos;Hombres;Mujeres;
2010;Anual;4.606;3.475;
2011;Anual;4.598;3.624;
2012;Anual;4.260;3.458;
2013;Anual;4.300;5.270;
2014;Anual;4.413;5.701;
2015;Anual;4.890;6.227;
2016;Anual;5.117;6.487;
2017;Anual;5.269;6.602;
2018;Anual;5.302;6.587;
2019;Anual;5.688;6.867;
2020;Anual;5.841;7.046;
2021;Anual;5.538;6.695;
2022;Anual;5.571;6.944;
2023;Anual;5.726;7.235;
