El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;660;3.494;3.193;
2013;Enero;645;3.623;3.305;
2013;Febrero;671;3.694;3.297;
2013;Marzo;658;3.694;3.339;
2013;Abril;679;3.662;3.365;
2013;Mayo;673;3.583;3.358;
2013;Junio;589;3.473;3.346;
2013;Julio;595;3.466;3.385;
2013;Agosto;565;3.475;3.432;
2013;Septiembre;656;3.449;3.438;
2013;Octubre;666;3.480;3.484;
2013;Noviembre;669;3.439;3.489;
2013;Diciembre;584;3.342;3.460;
2014;Enero;604;3.402;3.525;
2014;Febrero;650;3.383;3.508;
2014;Marzo;641;3.392;3.520;
2014;Abril;615;3.282;3.459;
2014;Mayo;555;3.139;3.427;
2014;Junio;536;2.975;3.425;
2014;Julio;598;2.984;3.473;
2014;Agosto;607;3.028;3.494;
2014;Septiembre;658;2.982;3.451;
2014;Octubre;673;3.035;3.464;
2014;Noviembre;643;3.002;3.417;
2014;Diciembre;578;3.004;3.447;
2015;Enero;536;3.071;3.479;
2015;Febrero;579;3.052;3.445;
2015;Marzo;586;2.959;3.490;
2015;Abril;576;2.909;3.453;
2015;Mayo;534;2.745;3.425;
2015;Junio;528;2.669;3.418;
2015;Julio;560;2.642;3.375;
2015;Agosto;550;2.702;3.394;
2015;Septiembre;602;2.587;3.338;
2015;Octubre;595;2.572;3.355;
2015;Noviembre;577;2.537;3.307;
2015;Diciembre;511;2.449;3.315;
2016;Enero;497;2.524;3.373;
2016;Febrero;528;2.568;3.334;
2016;Marzo;505;2.530;3.330;
2016;Abril;499;2.433;3.337;
2016;Mayo;492;2.368;3.272;
2016;Junio;474;2.275;3.204;
2016;Julio;476;2.274;3.170;
2016;Agosto;475;2.297;3.215;
2016;Septiembre;507;2.233;3.177;
2016;Octubre;517;2.222;3.189;
2016;Noviembre;506;2.145;3.143;
2016;Diciembre;458;2.096;3.112;
2017;Enero;447;2.172;3.190;
2017;Febrero;504;2.227;3.201;
2017;Marzo;487;2.140;3.179;
2017;Abril;465;2.048;3.099;
2017;Mayo;444;2.030;3.051;
2017;Junio;442;2.052;3.006;
2017;Julio;452;2.117;3.040;
2017;Agosto;475;2.140;3.027;
2017;Septiembre;506;2.099;3.019;
2017;Octubre;526;2.083;2.990;
2017;Noviembre;507;2.041;2.952;
2017;Diciembre;453;1.987;2.903;
2018;Enero;459;2.035;2.942;
2018;Febrero;482;2.108;2.967;
2018;Marzo;475;2.081;2.973;
2018;Abril;479;2.015;2.918;
2018;Mayo;469;1.984;2.903;
2018;Junio;470;1.891;2.820;
2018;Julio;472;1.939;2.815;
2018;Agosto;472;1.968;2.804;
2018;Septiembre;498;1.930;2.765;
2018;Octubre;489;1.865;2.777;
2018;Noviembre;455;1.781;2.715;
2018;Diciembre;421;1.736;2.741;
2019;Enero;410;1.798;2.795;
2019;Febrero;421;1.806;2.823;
2019;Marzo;423;1.796;2.811;
2019;Abril;425;1.752;2.746;
2019;Mayo;414;1.739;2.740;
2019;Junio;400;1.715;2.672;
2019;Julio;407;1.710;2.644;
2019;Agosto;446;1.770;2.662;
2019;Septiembre;464;1.779;2.696;
2019;Octubre;458;1.770;2.739;
2019;Noviembre;436;1.792;2.693;
2019;Diciembre;392;1.767;2.680;
2020;Enero;400;1.802;2.779;
2020;Febrero;431;1.833;2.754;
2020;Marzo;433;1.909;2.809;
2020;Abril;473;2.191;2.965;
2020;Mayo;508;2.328;3.055;
2020;Junio;476;2.326;3.103;
2020;Julio;509;2.394;3.116;
2020;Agosto;519;2.439;3.158;
2020;Septiembre;563;2.354;3.165;
2020;Octubre;575;2.350;3.211;
2020;Noviembre;595;2.285;3.199;
2020;Diciembre;599;2.288;3.226;
2021;Enero;570;2.395;3.283;
2021;Febrero;592;2.382;3.269;
2021;Marzo;601;2.336;3.269;
2021;Abril;591;2.312;3.269;
2021;Mayo;532;2.246;3.225;
2021;Junio;505;2.241;3.228;
2021;Julio;500;2.202;3.198;
2021;Agosto;514;2.224;3.228;
2021;Septiembre;519;2.165;3.162;
2021;Octubre;483;2.078;3.131;
2021;Noviembre;475;2.033;3.099;
2021;Diciembre;376;1.906;2.953;
2022;Enero;351;1.833;2.907;
2022;Febrero;330;1.682;2.842;
2022;Marzo;343;1.677;2.817;
2022;Abril;325;1.633;2.758;
2022;Mayo;325;1.580;2.674;
2022;Junio;305;1.506;2.614;
2022;Julio;303;1.551;2.622;
2022;Agosto;303;1.551;2.622;
2022;Septiembre;321;1.543;2.592;
2022;Octubre;320;1.514;2.607;
2022;Noviembre;318;1.487;2.565;
2022;Diciembre;277;1.445;2.557;
2023;Enero;312;1.543;2.616;
2023;Febrero;337;1.538;2.622;
2023;Marzo;354;1.570;2.619;
2023;Abril;336;1.539;2.607;
2023;Mayo;299;1.534;2.603;
2023;Junio;291;1.489;2.586;
2023;Julio;281;1.479;2.563;
2023;Agosto;305;1.492;2.557;
2023;Septiembre;339;1.535;2.568;
2023;Octubre;316;1.542;2.545;
2023;Noviembre;304;1.492;2.528;
2023;Diciembre;276;1.437;2.476;
2024;Enero;296;1.549;2.538;
2024;Febrero;316;1.563;2.532;
2024;Marzo;327;1.538;2.550;
2024;Abril;304;1.503;2.507;
2024;Mayo;257;1.487;2.489;
2024;Junio;243;1.464;2.463;
2024;Julio;253;1.450;2.416;
2024;Agosto;249;1.450;2.389;
2024;Septiembre;277;1.414;2.447;
2024;Octubre;271;1.429;2.463;
2024;Noviembre;278;1.269;2.096;
2024;Diciembre;209;1.320;1.825;
2025;Enero;228;1.349;1.854;
2025;Febrero;268;1.376;1.909;
2025;Marzo;285;1.515;2.449;
2025;Abril;258;1.512;2.474;
2025;Mayo;251;1.422;2.440;
2025;Junio;218;1.398;2.390;
2025;Julio;223;1.410;2.403;
2025;Agosto;238;1.435;2.402;
2025;Septiembre;273;1.405;2.393;
2025;Octubre;282;1.395;2.389;
2025;Noviembre;263;1.393;2.365;
2025;Diciembre;236;1.366;2.346;
2026;Enero;263;1.401;2.375;
2026;Febrero;270;1.412;2.392;
