addressID,address
983,calle de Puerto de Santa María
984,"calle Monasterio de Motesclaros, 4"
985,"calle de Almagro, Madrid"
986,calle del Mar de Japón
987,"avenida del Monte Igueldo, 10"
988,"calle de la Palma, 7"
989,calle de Deyanira
990,"calle Sierra Engarcerán, 12"
991,"calle de Don Ramón de la Cruz, 74"
992,calle del General Arrando
993,"calle de Jesús del Valle, 8"
994,calle de Pizarro
995,"calle de Cervantes, 36"
996,"calle de la Montera, 33"
997,"calle de Sagunto, 15"
998,"Segovia, 55"
999,"calle de San Pedro, 13"
1000,calle de San Germán
1001,"calle del Doctor Esquerdo, 65"
1002,"CL NUÑEZ DE BALBOA, 92"
1003,"CL CHURRUCA, 2"
1004,"calle de Ventura de la Vega, 14"
1005,"avenida de la Gran Vía del Sureste, 53"
1006,"calle del Doctor Castelo, 5"
1007,calle de Cobos de Segovia
1008,"calle Huertas del Rio, 1"
1009,avenida pio xii
1010,calle de Oviedo
1011,calle de las Poderosas
1012,calle de Marcos de Orueta
1013,"calle de Villamanín, 39"
1014,plaza de Olavide
1015,"calle del General Oraá, 18"
1016,calle de Alfonso X
1017,plaza de Valparaíso
1018,calle de Santa Clara
1019,"calle de Cartagena, 22"
1020,calle de Ángel Múgica
1021,"calle ORENSE, 18"
1022,calle de Donoso Cortés
1023,CL ANTONIO CUMELLA
1024,"calle de la Madreselva, 6"
1025,CL PLOMO
1026,calle Naciones
1027,CL MANCHEGOS
1028,calle de Luis Ruiz
1029,calle de Reyes Aizquíbel
1030,calle de la Escuadra
1031,CL SARRIA
1032,calle Eloy Gonzalo
1033,Barrio Valdeacederas
1034,calle de la Bendición de Campos
1035,"calle del Monasterio de Caaveiro, 16"
1036,CL COLOMBIA
1037,"calle de la Magdalena, 23"
1038,"avenida de los Rosales, 113"
1039,"Corredera Baja de San Pablo, 7"
1040,PS SANTA MARIA DE LA CABEZA
1041,calle de Martínez
1042,calle general martinez campos
1043,calle Chaparral
1044,"calle de Embajadores, 232"
1045,Sodio
1046,"calle Alcalá, 150"
1047,"paseo de la Florida, 18"
1048,CL EUGENIO SALAZAR
1049,CL ALCALA
1050,calle Esperanza Sánchez Carrascosa
1051,calle del Duque de Sevilla
1052,"Monasterio de caaveiro, 16"
1053,ronda de Atocha
1054,calle de Escalona
1055,"calle Alonso Heredia, 32"
1056,"calle del Poeta Joan Maragall, 19"
1057,calle de San Jaime
1058,"avenida de la Ciudad de Barcelona, 57"
1059,calle Arévalo
1060,calle de Juan Ramón Jiménez
1061,"calle de Goya, 88"
1062,calle del Mar de Aral
1063,ronda Manuel Granero
1064,calle de Sagunto
1065,"Fuencarral, 117"
1066,avenida de Moratalaz
1067,"calle de Cartagena, 65"
1068,calle Luisa Muriel
1069,calle de Albasanz
1070,Ponzano
1071,calle de Víctor Hugo
1072,Barrio San Pascual
1073,calle de Ascao
1074,Barrio Mirasierra
1075,calle del Estrecho de Corea
1076,"CL CENICERO, 6"
1077,CL ENCOMIENDA DE PALACIOS
1078,calle Arte
1079,"avenida del Santuario de Valverde, 54"
1080,calle de Caroli
1081,"calle de Hortaleza, 26"
1082,calle de la Esperanza s/n
1083,"calle de Béjar, 7"
1084,calle de Juan Pradillo s/n
1085,"calle de Francisco Silvela, 79"
1086,calle de Gaztambide
1087,"calle de Jorge Juan, 151"
1088,"calle de Vicente Camarón, 39"
1089,"plaza de Manuel Becerra, 13"
1090,calle Población de Campos
1091,avenida de la Emperatriz Isabel
1092,calle de Álvarez de Baena
1093,calle del Pez
1094,calle de Ginzo de Limia
1095,CL REINA MERCEDES
1096,calle de Tabernillas
1097,"CL RAFAEL CALVO, 29"
1098,Gran
1099,calle de Velázquez
1100,"calle Carlos Fernández Casado, 36"
1101,"Manuel Fraga Iribarne, 141"
1102,avenida del Cardenal Herrera Oria
1103,Barrio Arroyo del Fresno
1104,"paseo DE LA ESPERANZA, 22"
1105,calle Villalar
1106,"calle del Espíritu Santo, 29"
1107,Belisana
1108,paseo de Santa María de la Cabeza
1109,calle de Numancia
1110,calle de Colombia
1111,"plaza del General Vara de Rey, 11"
1112,"calle del Vizconde de Matamala, 1"
1113,calle de Lagartijo
1114,calle de Matilde Landa
1115,calle de Pisueña
1116,CL CLAUDIO COELLO
1117,calle de Caramuel
1118,CM ZARZUELA
1119,"paseo Reina Cristina, 8"
1120,"calle Colombia, 62"
1121,"paseo de la Esperanza, 22"
1122,"CARRETAS, 31"
1123,"calle Carretas, 31"
1124,calle de la Costa Brava
1125,calle Abolengo
1126,"calle de Ríos Rosas, 45"
1127,"camino de Valderribas, 52"
1128,calle Fuente del Tiro
1129,calle de Ponce de León
1130,"calle de Fernández de la Hoz, 58"
1131,calle del Amor Hermoso
1132,"calle de Génova, 9"
1133,"calle de Barceló, 5"
1134,"calle de Diego de León, 15"
1135,"calle de Hermosilla, Madrid, 37"
1136,"calle del General Margallo, 33"
1137,"San Carlos, 6"
1138,"calle de Altamirano, 25"
1139,calle de la Farmacia
1140,"calle de Lérida, 9"
1141,"calle de Hermosilla, 103"
1142,"plaza de la Cebada, 4"
1143,"calle del Aviador Zorita, Madrid, 6"
1144,"Edgar Neville, 32"
1145,"calle Leon, 22"
1146,"calle de Echegaray, 9"
1147,calle del Genil
1148,calle de la Fuente del Berro
1149,calle de Alenza
1150,calle de Mariano Fernández
1151,calle de las Palomeras
1152,"calle de Raimundo Fernández Villaverde, 23"
1153,"calle Triunfo, 8"
1154,"calle Marqués de Viana, 82"
1155,"calle de los Madrazo, 22"
1156,"calle del Conde de Aranda, 9"
1157,calle Vicente Muzas
1158,"calle de jorge juan, 21"
1159,"de Leganés, 11"
1160," de Leganés, 11"
1161,plaza San Nicolas
1162,"calle de Santa Engracia, 92"
1163,"calle Mayor, 9"
1164,"plaza de Pedro Zerolo, 11"
1165,"calle de Atocha, 47"
1166,"CL ANDRES MELLADO, 24"
1167,"CL RAIMUNDO FDEZ VILLAVERDE, 16"
1168,CL ALVARADO
1169,calle de San Bernardo
1170,"calle rafael calvo, 4"
1171,"calle de Castelló, 47"
1172,CL MESON DE PAREDES
1173,calle Grañón
1174,calle del Noviciado
1175,calle del Marqués de Urquijo
1176,calle Prensa
1177,"calle de claudio coello, 38"
1178,calle de la Academia
1179,"Velázquez, 111"
1180,"paseo de las Delicias, 60"
1181,calle de Espalter
1182,paseo del Rey
1183,"calle del Monasterio de las Batuecas, 17"
1184,"Jerónimo de la Quintana, 7"
1185,CL ALAMEDILLA
1186,"calle de Sinesio Delgado, 3"
1187,calle Fernán González
1188,"avenida del Doctor Federico Rubio y Galí, 6"
1189,calle Bausá
1190,calle de La Buenafuente
1191,calle Magangué
1192,"CL INFANTAS, 32"
1193,avenida del Levante
1194,calle del Marqués de Santa Ana
1195,calle de Padre Damián
1196,Poeta Joan Maragall
1197,calle Velayos
1198,plaza del Ángel s/n
1199,calle de Mejía Lequerica
1200,"calle de Javier Ferrero, 13"
1201,"calle de Cristóbal Bordiú, 61"
1202,calle del Doctor Castelo
1203,CL RAFAEL HERRERA
1204,CL AZULINAS
1205,"CL AVIADOR ZORITA, 12"
1206,Fernando Garrido
1207,"calle Cavanilles, 58"
1208,calle de Villajoyosa
1209,plaza de España
1210,calle de Esparteros
1211,calle de Guecho
1212,calle de la Magdalena
1213,"calle de Alcalá, 157"
1214,"calle de Núñez de Balboa, 42"
1215,"calle de Jorge Juan, 92"
1216,"Modesto Lafuente, 57"
1217,"Juan Ramón Jiménez, 8"
1218,plaza de Isabel II
1219,avenida de Isabel de Valois
1220,"calle de Padilla, 18"
1221,"calle de Ana de Austria, 101"
1222,"tetuan, 34"
1223,"calle de Villanueva, 2"
1224,"calle de Martín de los Heros, 23"
1225,"calle de Colomer, 9"
1226,"calle de Jorge Juan, 64"
1227,Libertad
1228,calle del Carmen s/n
1229,"calle de San Germán, 10"
1230,calle de Gonzalo de Córdoba
1231,de la Toronga
1232,calle de Wad-Ras
1233,calle de Cedaceros
1234,calle de la Virgen de los Peligros
1235,calle del Duque de Osuna
1236,calle Fuencarral
1237,calle de Víctor de la Serna
1238,calle de Lucio del Valle
1239,paseo de la Alameda de Osuna
1240,calle de Tomás López
1241,calle de San Roque
1242,calle de Ardemans
1243,calle Don Ramón de la Cruz
1244,calle Francisca Calonge
1245,CL JUAN DE URBIETA
1246,travesía Crossing Crossing de Belén
1247,"calle de la Amnistía, 1"
1248,calle de Noviembre
1249,calle del Conde de Romanones s/n
1250,"calle del Doctor Fleming, 43"
1251,calle de Arganzuela s/n
1252,calle Antonio Prieto s/n
1253,"calle de Juan Álvarez Mendizábal, 10"
1254,"calle de Bravo Murillo, 104"
1255,"San Vicente Ferrer, 74"
1256,"calle de Amaniel, 36"
1257,"calle de Modesto Lafuente, 12"
1258,avenida del Monasterio de Silos
1259,calle de San Gregorio
1260,calle de la Infanta María Teresa s/n
1261,"calle de Raimundo Fernández Villaverde, 26"
1262,Barrio Valdemarín
1263,"calle de Modesto Lafuente, 7"
1264,calle de Américo Castro
1265,calle de San Mateo s/n
1266,"calle de Blasco de Garay, 26"
1267,Mayor
1268,travesía del Doctor Sánchez
1269,Fucar
1270,CL JUAN HURTADO DE MENDOZA
1271,calle del Marqués del Duero
1272,calle Milmarcos
1273,SAN MARCOS
1274,calle del Molino de Viento s/n
1275,"calle de José Ortega y Gasset, 67"
1276,calle de Zorrilla
1277,"calle de Hermosilla, 111"
1278,"calle de Pirra, 14"
1279,"calle de Ayala, 112"
1280,avenida de Pío XII
1281,"calle Lagasca, 38"
1282,"plaza de Alcira, 15"
1283,"calle de Torres Miranda, 20"
1284,"calle de las Huertas, 1"
1285,Barrio Bellas Vistas
1286,de Embajadores
1287,plaza de Tirso de Molina s/n
1288,"calle de la Amnistía, 5"
1289,"plaza de los Mostenses, 11"
1290,calle Tántalo
1291,de Juan Esplandiú
1292,calle de Zabaleta
1293,calle de Herreros de Tejada
1294,Hermosilla
1295,calle del Doctor Bellido
1296,calle Manuel Álvarez
1297,calle de Cavanilles
1298,"travesía Conde Duque, 19"
1299,calle Castillo de Candanchú
1300,"calle de Sánchez Barcáiztegui, 33"
1301,"calle Echegaray, 11"
1302,calle de Pío Baroja
1303,calle de la Luna
1304,Lagasca
1305,"calle de Julio Camba, 3"
1306,calle de Avelino Montero Ríos
1307,"calle de la Pasa, 10"
1308,"calle de García de Paredes, 11"
1309,calle de la Basílica
1310,de Ayala
1311,calle de Palos de la Frontera
1312,"calle de Colombia, 61"
1313,paseo de la Virgen del Puerto
1314,calle Madera
1315,"ronda de Segovia, 2"
1316,"calle Imperial, 2"
1317,"calle de Sagasta, 5"
1318,"calle de Garellano, 15"
1319,calle Antonia Calas
1320,"calle de Juan de Herrera, 4"
1321,"calle de la Bolsa, 12"
1322,calle de Ramón Luján s/n
1323,calle de Nicasio Gallego s/n
1324,"calle de la Palmera, 12"
1325,calle de Miguel Ángel
1326,calle de Francisco Sancha
1327,calle de Carmen Laforet s/n
1328,calle de Antonia Mercé
1329,calle de Villafranca
1330,calle de las Veneras
1331,calle de Fomento
1332,calle del Ángel
1333,calle de Marceliano Santa María
1334,calle de Artesa de Segre
1335,calle de Aguarón
1336,calle de Colmenares
1337,calle de Deusto
1338,avenida de Fuentelarreina
1339,calle de Francisco Ricci
1340,avenida de Miraflores
1341,calle de la Cava Baja
1342,calle Doctor Balmis
1343,calle de José Francisco Iturzaeta e Izaguirre
1344,Genil
1345,avenida de Valdemarín
1346,avenida de Concha Espina
1347,calle de Fernando Garrido
1348,"avenida MARIA MERCEDES DE BORBON, 278"
1349,"Calle Pérez Ayuso, 5"
1350,avenida de Manoteras
1351,"plaza General Vara de Rey, 11"
1352,calle de las Maldonadas
1353,"Luna, 9"
1354,calle de Latoneros
1355,"calle del Reloj, 16"
1356,calle de Alcolea
1357,calle Sierra de Cuerda Larga
1358,"Carnero, 4"
1359,puerta del Sol
1360,calle del Pico Balaitus
1361,calle del Cafeto
1362,calle de Robledo
1363,"CL LUNA, 9"
1364,calle del Mar de Kara
1365,"calle Navamures, 25"
1366,calle de Jerez
1367,calle del Padre Damián
1368,calle de Ventura de la Vega
1369,"calle de Maqueda, 113"
1370,de Antonio Acuña
1371,"calle de Irún, 15"
1372,calle del Doctor Piga
1373,"calle de San Germán, 12"
1374,calle de la Peña Santa
1375,Barrio Los Cármenes
1376,"calle del Rosario, 23"
1377,Barrio Aravaca
1378,Barrio Pacífico
1379,avenida de Peña Prieta
1380,"calle Mirasierra, 7"
1381,CL CERRO MINGUETE
1382,"calle del Amparo, 43"
1383,"calle Naciones, 3"
1384,calle del Tutor
1385,calle de María Pedraza
1386,calle del Río Matarraña
1387,calle de Vargas
1388,"General Pardiñas, 28"
1389,"calle de juan ramón jiménez, 8"
1390,calle del Bronce
1391,calle Miguel de la Roca
1392,calle de Felipe Campos
1393,"calle Algeciras, 1"
1394,calle Antonio Cumella
1395,avenida del Santo Ángel de la Guarda
1396,calle de Isidro Fernández
1397,calle de Siena
1398,calle de Esteban Mora
1399,calle de Sorolla
1400,paseo de Marcelino Camacho
1401,calle de Marcelino Álvarez
1402,avenida de Monforte de Lemos
1403,calle de los Hermanos García Noblejas
1404,Barrio Concepción
1405,calle del Conde de Romanones
1406,"camino de Montoro, 20"
1407,"calle de Juan Bravo, 63"
1408,"Camino de Montoro, 20"
1409,"plaza de Herradores, 6"
1410,calle de Felipe V
1411,Barrio Fuentelarreina
1412,"calle salamanca, 20"
1413,"calle de Carlota O’Neill, 27"
1414,calle Piscis
1415,Barrio Las Tablas
1416,calle de Santa Elena
1417,calle de Francisco Villaespesa
1418,paseo de Recoletos
1419,"paseo Esperanza, 22"
1420,"paseo de la Castellana, 173"
1421,"calle de Anastasio Aroca, 22"
1422,calle de José Silva
1423,CL DOCTOR CASTELO
1424,calle de Yécora
1425,"calle de Purchena, 67"
1426,"calle del Conde de Romanones, 10"
1427,calle de Tenerife
1428,calle Guindos
1429,Sainz De Baranda
1430,travesía de la Parada
1431,calle de Alustante
1432,calle de Armengot
1433,Barrio Sanchinarro
1434,calle de la Cava Alta
1435,calle de San Hermenegildo
1436,costanilla de San Pedro
1437,calle de Pablo Gargallo
1438,calle de Serrano Anguita
1439,calle de Ana María
1440,calle de Isabelita Usera
1441,estrella
1442,calle de San Emilio
1443,calle Grazia Deledda
1444,calle del Acuerdo
1445,"CL TAMPICO, 8"
1446,de Maldonado
1447,plaza de Matute
1448,calle de Ricardo Damas
1449,calle de María Teresa
1450,calle de El Escorial
1451,plaza de Tirso de Molina
1452,"paseo del General Martínez Campos, 19"
1453,"calle de Virgen del Val, 15"
1454,calle del Águila
1455,calle Laguna del Marquesado
1456,calle Puerto de Miravete
1457,calle de Hernani
1458,calle de Ofelia Nieto
1459,calle San Severo
1460,"calle de Felipe IV, 12"
1461,"calle Aguaron, 10"
1462,"cuesta de San Vicente, 22"
1463,CL AVE MARIA
1464,"calle de Dulce Chacón, 25"
1465,"calle del General Oráa, 18"
1466,calle de Anastasio Aroca
1467,calle de María Bosch s/n
1468,calle Galería Vallehermoso
1469,calle de los Reyes Magos
1470,paseo Marqués de Zafra
1471,calle de Gabriela Mistral
1472,calle del Aviador Zorita
1473,calle de Vicente Blasco Ibáñez
1474,calle de Buenavista
1475,calle de Aracne
1476,"calle de Arturo Soria, 262"
1477,"avenida de Brasil, 30"
1478,"calle de Zurbano, 93"
1479,"calle de López de Aranda, 18"
1480,calle de Ángel Larra
1481,calle del Conde de Vilches
1482,calle de Zurita
1483,"plaza de España, 18"
1484,avenida de Portugal
1485,plaza de Alcira
1486,calle del Reloj
1487,calle de Sáhara
1488,calle del Conde de Vallellano
1489,"calle del General Pardiñas, 103"
1490,avenida de Córdoba
1491,"calle de Postas, 24"
1492,"calle Menéndez Pidal, 27"
1493,"CL AMPARO, 69"
1494,"calle de Agustina de Aragón, 10"
1495,"calle de Fernán González, 20"
1496,avenida de América
1497,"calle de Abtao, 21"
1498,calle de Ventura Rodríguez
1499,"calle de Antonio Pérez, 4"
1500,calle de Argensola
1501,"calle de Don Ramón de la Cruz, Madrid, 107"
1502,"calle de Goya, 27"
1503,calle de Covarrubias
1504,"plaza del Campillo del Mundo Nuevo, 4"
1505,calle de Garcilaso s/n
1506,calle Herrera
1507,calle Manchegos
1508,"calle de Don Ramón de la Cruz, 115"
1509,calle del General Palanca
1510,calle de Amaniel
1511,calle de Azcona
1512,"calle de Rufino Blanco, 14"
1513,"calle Canarias, 15"
1514,calle de Gabriel Usera
1515,"calle de Manuel de Falla, 10"
1516,"calle de Canarias, 3"
1517,calle de Dulcinea
1518,calle de la Reina
1519,calle de Trafalgar
1520,calle de Catalina Suárez
1521,"calle de Ruiz, 14"
1522,"calle de Claudio Coello, 116"
1523,calle de Sandoval
1524,"calle de Jorge Juan, 69"
1525,"calle de la Fuente del Rey, 36"
1526,calle de la Juguetería
1527,calle del General Ampudia
1528,"paseo de la Castellana, 211"
1529,calle Zubieta
1530,calle de los Misterios
1531,calle de Teruel
1532,calle de Francisco de Rojas
1533,"calle de Lagasca, 52"
1534,Virgen de Lourdes
1535,calle de Antonio López
1536,"calle de Alfonso Rodríguez Santamaría, 4"
1537,"calle del Conde de Xiquena, 11"
1538,"calle de Hermosilla, 41"
1539,"calle del Barco, 19"
1540,"calle del Sombrerete, 3"
1541,"plaza de San Juan de la Cruz, 5"
1542,plaza Castillo de la Mota
1543,"calle de Santa Engracia, 65"
1544,"calle del General Pardiñas, 61"
1545,"calle de Ardemans, 58"
1546,"calle de Sagasta, 20"
1547,calle de las Aguas
1548,"calle de Claudio Coello, 58"
1549,"calle del Doctor Fleming, 33"
1550,calle de los Andaluces del Pozo
1551,calle de Calero Pita
1552,"calle de Atocha, 40"
1553,calle del Buen Suceso
1554,"calle Ana de Austria, 101"
1555,"calle del Conde de Xiquena, 6"
1556,"calle de Santa Engracia, 43"
1557,calle de la Encomienda
1558,calle de Octavio Paz
1559,calle Nuestra Señora de las Mercedes
1560,"calle de Zurbano, 31"
1561,calle de Luis Mitjans
1562,calle de la Virgen de Aránzazu
1563,"Don Ramon de la Cruz, 61"
1564,"calle del Conde de Peñalver, 60"
1565,"calle del Príncipe de Vergara, 80"
1566,"Orense, 69"
1567,"avenida Avenue del General Perón, 32"
1568,"calle de Dulcinea, 40"
1569,"calle de José Ortega y Gasset, 53"
1570,calle de Antonio Pérez
1571,calle de Carnicer
1572,"calle Marqués de Viana, 101"
1573,avenida de la Gran Vía del Sureste s/n
1574,"avenida Monasterio de Silos, 24"
1575,Barrio Legazpi
1576,calle del Labrador
1577,"calle de Modesto Lafuente, 75"
1578,calle del Teniente Coronel Noreña
1579,"calle de Arriaza, 4"
1580,"calle de Argensola, 9"
1581,calle Eduardo Minguito
1582,calle de Callejo
1583,calle de Rodrigo Uhagón
1584,calle de Cardeñosa
1585,plaza del Conde de Barajas
1586,calle de Ramón Luján
1587,calle de Josefina Aldecoa
1588,calle del General Pintos
1589,"calle de Garellano, 24"
1590,calle del Doctor Carracido
1591,calle del Tesoro
1592,calle de los Urquiza
1593,calle del Ferrocarril
1594,"calle de San Bernabé, 22"
1595,calle del Río San Lorenzo
1596,calle de Berruguete
1597,calle de Vicente Camarón
1598,calle Carolina Coronado
1599,calle de Guadarrama
1600,calle de San Restituto
1601,calle de San Filemón
1602,"Carrera de San Francisco, 13"
1603,calle de Carranza
1604,calle de Francisco Alcántara
1605,"calle de Segovia, 10"
1606,calle de Santa Lucía
1607,calle Manola y Rosario
1608,calle Benjamín
1609,plaza Puerto Rubio
1610,"calle del Doctor Castelo, 14"
1611,"CL AYALA, 88"
1612,"calle del Marqués de Santa Ana, 15"
1613,"calle de Don Ramón de la Cruz, 72"
1614,"calle del Conde de Miranda, 1"
1615,"CL FORTUNATA Y JACINTA, 9"
1616,calle de Antonio Acuña
1617,calle Casimiro Mahou Bierhans
1618,calle de Josep Pla
1619,TR VISTILLAS
1620,calle Dracena
1621,plaza de la República Argentina
1622,calle del Conde de Cartagena
1623,calle Marqués de la Valdavia
1624,calle de Edgar Neville
1625,calle de Piamonte
1626,calle de Manuel Silvela
1627,calle de Asunción Castell
1628,calle de Jerónimo de la Quintana
1629,calle Duque de Sesto
1630,calle de Chinchilla
1631,calle de Trueba y Fernández
1632,calle de Agustina de Aragón
1633,calle del Pensamiento
1634,plaza del Descubridor Diego de Ordás
1635,calle de Saturnino Calleja
1636,calle de Manuel Cortina
1637,"calle de Fernández de los Ríos, 68"
1638,Barrio Palos de la Frontera
1639,calle de Zurbano s/n
1640,calle de Mauricio Ravel
1641,calle de Fernando el Santo
1642,plaza del Doctor Lozano
1643,calle de Santa Feliciana
1644,calle del Duque de Alba
1645,calle del Doctor Blanco Soler
1646,CL PEDRO RICO
1647,calle de la Drácena
1648,calle de la Libertad
1649,avenida del Talgo
1650,calle de Agustín de Foxá
1651,avenida de Alberto de Alcocer
1652,"calle Pinos Alta, 68"
1653,"calle de la Infanta Mercedes, 98"
1654,"calle del Mediodía Grande, 3"
1655,"travesía del Conde Duque, 8"
1656,calle de Vélez Rubio
1657,Tirso de Molina
1658,"calle Divino Pastor, 27"
1659,"calle de Teruel, 40"
1660,"calle de Hermosilla, 135"
1661,"calle de Gonzalo de Córdoba, 15"
1662,"calle Tucurinca, 6"
1663,"calle de las Peñuelas, 43"
1664,calle de Ercilla
1665,"calle de Fuencarral, 26"
1666,"avenida del Mediterráneo, 16"
1667,"calle de Ardemans, 44"
1668,"calle Istúriz, 14"
1669,calle de Ocaña
1670,calle de los Irlandeses
1671,"calle del Marqués de Mondéjar, 37"
1672,calle Santa Susana
1673,"calle del Cardenal Cisneros, 73"
1674,avenida Donostiarra
1675,"calle silva, 4"
1676,calle de la Moneda
1677,calle del Monasterio de las Batuecas
1678,"calle de Carlos Arniches, 8"
1679,calle de Antonio Toledano
1680,"calle de Buenavista, 42"
1681,calle de Francisco Huesca
1682,calle de San Bernardino
1683,calle de José María Pemán
1684,calle de Antoñita Jiménez
1685,"calle del Marqués de Toca, 6"
1686,"calle Cabestrero, 5"
1687,"calle del Conde de Aranda, 23"
1688,"plaza de Carlos Cambronero, 4"
1689,"calle de Salamanca, 20"
1690,"calle de Almagro, 14"
1691,"calle de la Princesa, 26"
1692,"calle de la Princesa, 60"
1693,"calle de Canillas, 76"
1694,"calle de la Infanta Mercedes, 48"
1695,"travesía de las Beatas, 8"
1696,calle Honduras
1697,"calle de Goya, 79"
1698,calle de los Yeros
1699,"calle del Molino de Viento, 10"
1700,"calle del Cardenal Cisnero, 76"
1701,"CL DON RAMON DE LA CRUZ, 72"
1702,"calle de Juan de Austria, 13"
1703,"calle de Ayala, 156"
1704,"calle de Claudio Coello, 28"
1705,"calle de Ventura de la Vega, 15"
1706,"calle del Oso, 5"
1707,"calle de Ponzano, 57"
1708,"calle de Carretas, 14"
1709,"calle de las Viñas del Rio, 13"
1710,"calle Fundadores, 21"
1711,calle de Sánchez Barcáiztegui
1712,"calle Embalse de San Juan, 7"
1713,"calle Santa Valentina, 28"
1714,calle de Andrés Antón
1715,calle de Ruiz Perelló
1716,CL NAVES
1717,"ronda de Valencia, 14"
1718,"paseo del Prado, 44"
1719,avenida de Isabel de Valois s/n
1720,calle de Espartinas
1721,calle Aeronave
1722,"plaza de Santa Ana, 5"
1723,"calle de Toledo, 53"
1724,"calle del General Pardiñas, 108"
1725,calle de Moreto
1726,avenida Doctor Federico Rubio y Gali s/n
1727,"calle Felipe Fraile, 8"
1728,"calle de Santa María de la Alameda, 11"
1729,"calle de Arturo Soria, 267"
1730,calle de San Bernabé
1731,calle de Pradillo
1732,calle del Marqués de Santa Ana s/n
1733,"calle de Cobos de Segovia, 7"
1734,calle de las Huertas s/n
1735,calle de Raimundo Lulio
1736,calle de Carvajales
1737,calle de Matilde Hernández
1738,calle del Tesoro s/n
1739,"calle de Hilarión Eslava, 10"
1740,"calle de Hermosilla, 22"
1741,"calle Juan Hurtado de Mendoza, 11"
1742,"calle de Fuencarral, 5"
1743,"avenida Nuestra Señora de Fátima, 63"
1744,"calle de Manresa, 27"
1745,calle de la Villa
1746,"avenida Ciudad de Barcelona, 51"
1747,"calle de la Madera, 29"
1748,"calle de San Fernando de Jarama, 2"
1749,"calle de Núñez de Balboa, 93"
1750,"calle del Olvido, 127"
1751,"calle Ramírez de Prado, 12"
1752,travesía Santiago Cordero
1753,calle de Bocángel
1754,"paseo de Extremadura, 92"
1755,"calle de Villablanca, 73"
1756,"calle de Guetaria, 108"
1757,calle Carolinas
1758,calle Limonita
1759,calle del Limón
1760,calle del Naranjo
1761,"calle de Sagunto, 13"
1762,"calle de Segovia, 8"
1763,Barrio Almendrales
1764,"calle comercial, 16"
1765,"calle del Amparo, 40"
1766,"calle de Ciudad Rodrigo, 2"
1767,Barrio Entrevías
1768,"paseo DE LOS MELANCOLICOS, 28"
1769,"calle del Ángel, 10"
1770,Barrio San Cristóbal
1771,Barrio San Isidro
1772,Barrio Los Rosales
1773,Barrio Arcos
1774,Barrio Casco Histórico de Vallecas
1775,calle Colios
1776,"calle del Espíritu Santo, 16"
1777,Barrio Villaverde Alto
1778,Barrio Águilas
1779,Barrio Puerta Bonita
1780,Barrio Vista Alegre
1781,"calle del Marqués Viudo de Pontejos, 2"
1782,"calle de Loreto y Chicote, 6"
1783,calle Carretas
1784,"calle de Alejandro Saint Aubin, 6"
1785,calle Aduana
1786,Barrio Amposta
1787,"calle de Lagasca, 70"
1788,Barrio San Diego
1789,"calle de las Fraguas, 26"
1790,Barrio Palomeras sureste
1791,"calle del General Oraá, 49"
1792,calle de Blas Cabrera
1793,Barrio Alameda de Osuna
1794,"calle de Cebreros, 76"
1795,"calle Horizón, 1"
1796,"calle del Amparo, 20"
1797,"avenida del Manzanares, 102"
1798,"calle de San Marcelo, 23"
1799,calle del Abedul
1800,calle del Conde de Torralba
1801,"calle del Alcalde Sáinz de Baranda, 8"
1802,Arriaza
1803,calle de Torres Miranda
1804,calle de las Hileras
1805,Barrio Abrantes
1806,calle de la Miosotis
1807,calle de Gutierre de Cetina
1808,"avenida de América, 24"
1809,calle Don Quijote s/n
1810,calle de Don Quijote s/n
1811,"calle de Orense, 46"
1812,"calle de la Paloma, 10"
1813,"calle de Zurita, 19"
1814,"paseo de la Castellana, 292"
1815,"calle de Sanchorreja, 13"
1816,"calle de Don Quijote, 22"
1817,"calle Ministriles, 19"
1818,"calle del Mesón de Paredes, 57"
1819,"calle Luis Missón, 5"
1820,"calle de Larra, 12"
1821,"calle de la Moneda, 6"
1822,San Bernardo
1823,"calle del General Ricardos, 114"
1824,"calle del Marqués de Leis, 9"
1825,calle Princesa
1826,"paseo de La Habana, 144 B"
1827,"calle de Dulcinea, 24"
1828,calle Ilustración
1829,"calle de Tribulete, 5"
1830,"paseo de Eduardo Dato, 11"
1831,calle de Hilarión Eslava
1832,calle de la Cruz Verde
1833,"calle de la Colegiata, 18"
1834,calle de Uruguay
1835,"calle de Murcia, 30"
1836,calle de la Povedilla
1837,"paseo de la Tierra de Melide, 42"
1838,"calle del General Lacy, 36"
1839,calle de Dulce Chacón s/n
1840,"calle de Fermin Donaire, 17"
1841,"Los Madrazo, 7"
1842,CL NICASIO GALLEGO
1843,calle de Rodríguez Lázaro s/n
1844,"calle de Leganitos, 35"
1845,calle de Tortosa
1846,"calle San Cosme y San Damián, 14"
1847,"travesía DE ANDRES MELLADO, 3"
1848,calle de Boix y Morer
1849,"Sarria, 28"
1850,"calle de Mejía Lequerica, 5"
1851,"paseo del Rey, 22"
1852,"CL PEZ, 29"
1853,"plaza de Chueca, 9"
1854,calle de Carlos Dabán
1855,calle Fernando Poo
1856,Corredera baja de san pablo
1857,"calle de Ríos Rosas, 44"
1858,"calle del Toboso, 15"
1859,"paseo de la Castellana, 123"
1860,"paseo de las Delicias, 36"
1861,"calle de San Vicente Ferrer, 48"
