El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;6.902;6.496;
2013;Enero;7.161;6.698;
2013;Febrero;7.197;6.814;
2013;Marzo;7.272;6.854;
2013;Abril;7.221;6.863;
2013;Mayo;7.029;6.748;
2013;Junio;6.859;6.734;
2013;Julio;6.677;6.644;
2013;Agosto;6.698;6.599;
2013;Septiembre;6.779;6.747;
2013;Octubre;6.882;6.855;
2013;Noviembre;6.905;6.867;
2013;Diciembre;6.686;6.545;
2014;Enero;6.835;6.677;
2014;Febrero;6.921;6.718;
2014;Marzo;6.884;6.650;
2014;Abril;6.741;6.483;
2014;Mayo;6.462;6.334;
2014;Junio;6.216;6.225;
2014;Julio;6.054;6.319;
2014;Agosto;6.124;6.334;
2014;Septiembre;6.274;6.413;
2014;Octubre;6.314;6.500;
2014;Noviembre;6.310;6.343;
2014;Diciembre;6.208;6.184;
2015;Enero;6.361;6.369;
2015;Febrero;6.401;6.459;
2015;Marzo;6.398;6.494;
2015;Abril;6.169;6.302;
2015;Mayo;5.871;6.158;
2015;Junio;5.672;6.151;
2015;Julio;5.532;6.128;
2015;Agosto;5.569;6.140;
2015;Septiembre;5.750;6.202;
2015;Octubre;5.785;6.266;
2015;Noviembre;5.720;6.244;
2015;Diciembre;5.684;5.982;
2016;Enero;5.780;6.069;
2016;Febrero;5.850;6.130;
2016;Marzo;5.761;6.102;
2016;Abril;5.560;5.997;
2016;Mayo;5.352;5.861;
2016;Junio;5.016;5.824;
2016;Julio;4.897;5.746;
2016;Agosto;4.845;5.801;
2016;Septiembre;4.936;5.780;
2016;Octubre;4.959;5.755;
2016;Noviembre;5.007;5.737;
2016;Diciembre;4.921;5.473;
2017;Enero;4.992;5.574;
2017;Febrero;5.003;5.661;
2017;Marzo;4.942;5.627;
2017;Abril;4.822;5.508;
2017;Mayo;4.674;5.396;
2017;Junio;4.596;5.513;
2017;Julio;4.436;5.468;
2017;Agosto;4.447;5.471;
2017;Septiembre;4.526;5.490;
2017;Octubre;4.574;5.490;
2017;Noviembre;4.499;5.421;
2017;Diciembre;4.430;5.194;
2018;Enero;4.578;5.308;
2018;Febrero;4.605;5.390;
2018;Marzo;4.593;5.412;
2018;Abril;4.437;5.401;
2018;Mayo;4.269;5.283;
2018;Junio;4.104;5.232;
2018;Julio;4.017;5.259;
2018;Agosto;4.069;5.348;
2018;Septiembre;4.108;5.413;
2018;Octubre;4.127;5.342;
2018;Noviembre;4.094;5.229;
2018;Diciembre;3.992;5.012;
2019;Enero;4.216;5.311;
2019;Febrero;4.349;5.453;
2019;Marzo;4.283;5.424;
2019;Abril;4.156;5.333;
2019;Mayo;4.042;5.251;
2019;Junio;3.929;5.166;
2019;Julio;3.861;5.173;
2019;Agosto;3.923;5.255;
2019;Septiembre;3.994;5.292;
2019;Octubre;4.079;5.256;
2019;Noviembre;4.050;5.195;
2019;Diciembre;4.072;5.023;
2020;Enero;4.196;5.265;
2020;Febrero;4.205;5.324;
2020;Marzo;4.504;5.469;
2020;Abril;5.254;6.043;
2020;Mayo;5.347;6.378;
2020;Junio;5.201;6.486;
2020;Julio;5.172;6.632;
2020;Agosto;5.177;6.721;
2020;Septiembre;5.137;6.679;
2020;Octubre;5.298;6.835;
2020;Noviembre;5.356;6.883;
2020;Diciembre;5.424;6.904;
2021;Enero;5.576;7.076;
2021;Febrero;5.678;7.234;
2021;Marzo;5.587;7.198;
2021;Abril;5.547;7.118;
2021;Mayo;5.373;6.967;
2021;Junio;5.155;6.730;
2021;Julio;4.982;6.619;
2021;Agosto;4.966;6.560;
2021;Septiembre;4.930;6.394;
2021;Octubre;4.823;6.269;
2021;Noviembre;4.687;6.159;
2021;Diciembre;4.397;5.650;
2022;Enero;4.230;5.513;
2022;Febrero;3.959;5.280;
2022;Marzo;3.972;5.281;
2022;Abril;3.818;5.081;
2022;Mayo;3.671;4.902;
2022;Junio;3.589;4.783;
2022;Julio;3.587;4.792;
2022;Agosto;3.587;4.792;
2022;Septiembre;3.645;4.801;
2022;Octubre;3.639;4.848;
2022;Noviembre;3.546;4.753;
2022;Diciembre;3.530;4.567;
2023;Enero;3.654;4.811;
2023;Febrero;3.749;4.890;
2023;Marzo;3.800;4.980;
2023;Abril;3.712;4.852;
2023;Mayo;3.623;4.875;
2023;Junio;3.579;4.817;
2023;Julio;3.536;4.668;
2023;Agosto;3.509;4.674;
2023;Septiembre;3.452;4.716;
2023;Octubre;3.500;4.769;
2023;Noviembre;3.440;4.709;
2023;Diciembre;3.430;4.581;
2024;Enero;3.510;4.804;
2024;Febrero;3.541;4.860;
2024;Marzo;3.589;4.933;
2024;Abril;3.541;4.827;
2024;Mayo;3.378;4.730;
2024;Junio;3.313;4.612;
2024;Julio;3.324;4.577;
2024;Agosto;3.366;4.629;
2024;Septiembre;3.335;4.674;
2024;Octubre;3.356;4.711;
2024;Noviembre;3.510;4.727;
2024;Diciembre;3.441;4.499;
2025;Enero;3.483;4.562;
2025;Febrero;3.506;4.684;
2025;Marzo;3.485;4.687;
2025;Abril;3.433;4.605;
2025;Mayo;3.320;4.457;
2025;Junio;3.150;4.363;
2025;Julio;3.105;4.348;
2025;Agosto;3.145;4.373;
2025;Septiembre;3.152;4.341;
2025;Octubre;3.183;4.394;
2025;Noviembre;3.198;4.320;
2025;Diciembre;3.214;4.241;
2026;Enero;3.256;4.340;
2026;Febrero;3.280;4.471;
