El municipio en cifras
Afiliaciones por lugar de trabajo y sexo al régimen especial de trabajadores autónomos
Año;Periodos;Hombres;Mujeres;
2010;Anual;2.765;1.131;
2011;Anual;2.662;1.125;
2012;Anual;2.346;952;
2013;Anual;2.376;1.039;
2014;Anual;2.497;1.172;
2015;Anual;2.612;1.276;
2016;Anual;2.711;1.336;
2017;Anual;2.900;1.373;
2018;Anual;2.340;1.107;
2019;Anual;3.267;1.606;
2020;Anual;3.462;1.736;
2021;Anual;3.341;1.641;
2022;Anual;3.308;1.647;
2023;Anual;3.417;1.734;
