El municipio en cifras
Afiliaciones al régimen general por lugar de trabajo sobre población de 16 a 64 (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;18,4;16,7;
2011;Anual;18,9;23,0;
2012;Anual;18,7;22,0;
2013;Anual;18,8;19,5;
2014;Anual;19,0;21,0;
2015;Anual;19,8;22,8;
2016;Anual;21,0;23,0;
2017;Anual;19,8;22,9;
2018;Anual;20,8;33,5;
2019;Anual;21,1;37,7;
2020;Anual;18,1;34,2;
2021;Anual;16,7;22,3;
2022;Anual;17,7;23,5;
2023;Anual;17,5;29,2;
