El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;1.200;7.018;5.180;
2013;Enero;1.243;7.255;5.361;
2013;Febrero;1.313;7.313;5.385;
2013;Marzo;1.350;7.355;5.421;
2013;Abril;1.307;7.300;5.477;
2013;Mayo;1.274;7.066;5.437;
2013;Junio;1.163;6.966;5.464;
2013;Julio;1.130;6.768;5.423;
2013;Agosto;1.101;6.741;5.455;
2013;Septiembre;1.223;6.799;5.504;
2013;Octubre;1.274;6.901;5.562;
2013;Noviembre;1.279;6.908;5.585;
2013;Diciembre;1.104;6.619;5.508;
2014;Enero;1.161;6.771;5.580;
2014;Febrero;1.174;6.794;5.671;
2014;Marzo;1.186;6.670;5.678;
2014;Abril;1.131;6.455;5.638;
2014;Mayo;1.076;6.137;5.583;
2014;Junio;1.021;5.908;5.512;
2014;Julio;1.056;5.819;5.498;
2014;Agosto;1.048;5.902;5.508;
2014;Septiembre;1.140;5.978;5.569;
2014;Octubre;1.151;6.046;5.617;
2014;Noviembre;1.104;5.975;5.574;
2014;Diciembre;992;5.845;5.555;
2015;Enero;1.042;6.009;5.679;
2015;Febrero;1.102;6.014;5.744;
2015;Marzo;1.156;5.990;5.746;
2015;Abril;1.087;5.754;5.630;
2015;Mayo;1.048;5.440;5.541;
2015;Junio;1.045;5.318;5.460;
2015;Julio;1.066;5.225;5.369;
2015;Agosto;1.065;5.258;5.386;
2015;Septiembre;1.082;5.404;5.466;
2015;Octubre;1.097;5.425;5.529;
2015;Noviembre;1.111;5.365;5.488;
2015;Diciembre;962;5.267;5.437;
2016;Enero;952;5.393;5.504;
2016;Febrero;1.020;5.418;5.542;
2016;Marzo;990;5.334;5.539;
2016;Abril;954;5.138;5.465;
2016;Mayo;900;4.949;5.364;
2016;Junio;880;4.737;5.223;
2016;Julio;844;4.617;5.182;
2016;Agosto;874;4.606;5.166;
2016;Septiembre;943;4.596;5.177;
2016;Octubre;921;4.585;5.208;
2016;Noviembre;928;4.632;5.184;
2016;Diciembre;844;4.474;5.076;
2017;Enero;860;4.620;5.086;
2017;Febrero;937;4.623;5.104;
2017;Marzo;948;4.545;5.076;
2017;Abril;910;4.392;5.028;
2017;Mayo;878;4.248;4.944;
2017;Junio;910;4.259;4.940;
2017;Julio;937;4.174;4.793;
2017;Agosto;939;4.212;4.767;
2017;Septiembre;1.024;4.192;4.800;
2017;Octubre;1.003;4.209;4.852;
2017;Noviembre;984;4.145;4.791;
2017;Diciembre;867;4.011;4.746;
2018;Enero;904;4.166;4.816;
2018;Febrero;946;4.212;4.837;
2018;Marzo;976;4.205;4.824;
2018;Abril;982;4.159;4.697;
2018;Mayo;934;3.978;4.640;
2018;Junio;871;3.900;4.565;
2018;Julio;935;3.797;4.544;
2018;Agosto;969;3.866;4.582;
2018;Septiembre;1.020;3.898;4.603;
2018;Octubre;981;3.874;4.614;
2018;Noviembre;943;3.797;4.583;
2018;Diciembre;828;3.686;4.490;
2019;Enero;915;3.913;4.699;
2019;Febrero;1.020;4.030;4.752;
2019;Marzo;988;4.000;4.719;
2019;Abril;968;3.845;4.676;
2019;Mayo;912;3.778;4.603;
2019;Junio;890;3.650;4.555;
2019;Julio;863;3.659;4.512;
2019;Agosto;900;3.744;4.534;
2019;Septiembre;995;3.719;4.572;
2019;Octubre;994;3.697;4.644;
2019;Noviembre;983;3.662;4.600;
2019;Diciembre;889;3.632;4.574;
2020;Enero;960;3.817;4.684;
2020;Febrero;987;3.830;4.712;
2020;Marzo;1.016;4.139;4.818;
2020;Abril;1.166;4.884;5.247;
2020;Mayo;1.224;5.112;5.389;
2020;Junio;1.195;5.092;5.400;
2020;Julio;1.213;5.098;5.493;
2020;Agosto;1.272;5.096;5.530;
2020;Septiembre;1.311;4.985;5.520;
2020;Octubre;1.392;5.090;5.651;
2020;Noviembre;1.400;5.105;5.734;
2020;Diciembre;1.406;5.112;5.810;
2021;Enero;1.377;5.322;5.953;
2021;Febrero;1.441;5.423;6.048;
2021;Marzo;1.451;5.328;6.006;
2021;Abril;1.439;5.275;5.951;
2021;Mayo;1.366;5.120;5.854;
2021;Junio;1.276;4.888;5.721;
2021;Julio;1.222;4.737;5.642;
2021;Agosto;1.209;4.708;5.609;
2021;Septiembre;1.237;4.525;5.562;
2021;Octubre;1.191;4.386;5.515;
2021;Noviembre;1.161;4.260;5.425;
2021;Diciembre;972;3.877;5.198;
2022;Enero;886;3.775;5.082;
2022;Febrero;828;3.558;4.853;
2022;Marzo;897;3.526;4.830;
2022;Abril;874;3.348;4.677;
2022;Mayo;813;3.209;4.551;
2022;Junio;776;3.104;4.492;
2022;Julio;759;3.189;4.431;
2022;Agosto;759;3.189;4.431;
2022;Septiembre;807;3.170;4.469;
2022;Octubre;790;3.202;4.495;
2022;Noviembre;742;3.115;4.442;
2022;Diciembre;665;3.064;4.368;
2023;Enero;761;3.230;4.474;
2023;Febrero;847;3.286;4.506;
2023;Marzo;887;3.330;4.563;
2023;Abril;829;3.264;4.471;
2023;Mayo;800;3.182;4.516;
2023;Junio;788;3.122;4.486;
2023;Julio;759;3.027;4.418;
2023;Agosto;743;3.043;4.397;
2023;Septiembre;736;3.030;4.402;
2023;Octubre;742;3.099;4.428;
2023;Noviembre;748;3.010;4.391;
2023;Diciembre;691;2.931;4.389;
2024;Enero;720;3.121;4.473;
2024;Febrero;736;3.168;4.497;
2024;Marzo;762;3.199;4.561;
2024;Abril;719;3.156;4.493;
2024;Mayo;696;3.038;4.374;
2024;Junio;650;2.962;4.313;
2024;Julio;673;2.963;4.265;
2024;Agosto;709;3.012;4.274;
2024;Septiembre;736;3.008;4.265;
2024;Octubre;723;3.073;4.271;
2024;Noviembre;716;3.105;4.416;
2024;Diciembre;637;2.930;4.373;
2025;Enero;637;3.008;4.400;
2025;Febrero;678;3.123;4.389;
