El municipio en cifras
Afiliaciones de residentes a la Seguridad Social por sexo
Año;Periodos;Hombres;Mujeres;
2013;Anual;38.469;42.677;
2014;Anual;33.449;37.622;
2015;Anual;33.720;37.674;
2016;Anual;38.377;42.968;
2017;Anual;40.023;44.660;
2018;Anual;40.787;45.197;
2019;Anual;42.640;46.740;
2020;Anual;43.528;47.116;
2021;Anual;42.914;46.731;
2022;Anual;44.374;48.607;
2023;Anual;44.364;48.242;
