El municipio en cifras
Afiliaciones por lugar de trabajo y sexo al régimen especial de trabajadores autónomos
Año;Periodos;Hombres;Mujeres;
2010;Anual;4.959;2.185;
2011;Anual;4.877;2.276;
2012;Anual;4.200;1.981;
2013;Anual;4.373;2.157;
2014;Anual;4.777;2.424;
2015;Anual;4.897;2.487;
2016;Anual;4.987;2.570;
2017;Anual;5.356;2.742;
2018;Anual;4.430;2.289;
2019;Anual;5.885;3.028;
2020;Anual;5.974;3.197;
2021;Anual;5.772;3.007;
2022;Anual;5.567;2.976;
2023;Anual;5.681;2.981;
