El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2017;Diciembre;953;5.682;7.260;
2018;Enero;1.010;5.901;7.396;
2018;Febrero;1.085;5.936;7.394;
2018;Marzo;1.111;5.886;7.345;
2018;Abril;1.069;5.769;7.144;
2018;Mayo;1.003;5.398;7.011;
2018;Junio;949;5.349;6.855;
2018;Julio;968;5.363;6.773;
2018;Agosto;991;5.443;6.812;
2018;Septiembre;1.096;5.369;6.818;
2018;Octubre;1.102;5.409;6.823;
2018;Noviembre;1.061;5.280;6.683;
2018;Diciembre;938;5.150;6.662;
2019;Enero;988;5.307;6.859;
2019;Febrero;1.051;5.374;6.837;
2019;Marzo;1.061;5.333;6.776;
2019;Abril;1.020;5.155;6.724;
2019;Mayo;969;4.992;6.646;
2019;Junio;930;4.992;6.596;
2019;Julio;942;5.013;6.594;
2019;Agosto;1.000;5.119;6.644;
2019;Septiembre;1.122;5.022;6.580;
2019;Octubre;1.148;5.120;6.722;
2019;Noviembre;1.073;5.143;6.771;
2019;Diciembre;929;5.003;6.743;
2020;Enero;968;5.280;6.963;
2020;Febrero;1.006;5.184;6.948;
2020;Marzo;1.031;5.445;7.081;
2020;Abril;1.197;6.471;7.597;
2020;Mayo;1.281;6.824;7.738;
2020;Junio;1.201;6.912;7.780;
2020;Julio;1.283;6.975;7.954;
2020;Agosto;1.352;7.130;8.033;
2020;Septiembre;1.390;6.904;8.057;
2020;Octubre;1.482;6.939;8.179;
2020;Noviembre;1.501;6.884;8.239;
2020;Diciembre;1.497;6.868;8.338;
2021;Enero;1.486;7.034;8.473;
2021;Febrero;1.536;7.221;8.561;
2021;Marzo;1.539;7.091;8.520;
2021;Abril;1.546;6.978;8.513;
2021;Mayo;1.389;6.748;8.492;
2021;Junio;1.314;6.425;8.373;
2021;Julio;1.267;6.356;8.269;
2021;Agosto;1.261;6.457;8.259;
2021;Septiembre;1.271;6.195;8.194;
2021;Octubre;1.228;5.965;8.085;
2021;Noviembre;1.194;5.726;7.951;
2021;Diciembre;977;5.274;7.681;
2022;Enero;889;5.137;7.582;
2022;Febrero;852;4.800;7.316;
2022;Marzo;847;4.677;7.186;
2022;Abril;815;4.476;6.985;
2022;Mayo;707;4.194;6.824;
2022;Junio;710;4.051;6.728;
2022;Julio;658;4.267;6.638;
2022;Agosto;658;4.267;6.638;
2022;Septiembre;758;4.309;6.712;
2022;Octubre;732;4.250;6.805;
2022;Noviembre;725;4.133;6.701;
2022;Diciembre;641;4.029;6.604;
2023;Enero;702;4.251;6.731;
2023;Febrero;782;4.319;6.824;
2023;Marzo;829;4.336;6.833;
2023;Abril;763;4.252;6.716;
2023;Mayo;725;4.142;6.619;
2023;Junio;745;4.027;6.592;
2023;Julio;763;3.990;6.470;
2023;Agosto;771;4.083;6.475;
2023;Septiembre;851;4.118;6.524;
2023;Octubre;842;4.057;6.516;
2023;Noviembre;816;4.001;6.450;
2023;Diciembre;718;4.025;6.411;
2024;Enero;814;4.263;6.552;
2024;Febrero;836;4.310;6.544;
2024;Marzo;831;4.294;6.579;
2024;Abril;755;4.145;6.497;
2024;Mayo;731;4.083;6.379;
2024;Junio;691;4.000;6.336;
2024;Julio;729;3.985;6.302;
2024;Agosto;727;4.055;6.318;
2024;Septiembre;809;3.981;6.341;
2024;Octubre;801;3.940;6.301;
2024;Noviembre;821;4.116;6.394;
2024;Diciembre;697;3.858;6.296;
2025;Enero;730;3.956;6.312;
2025;Febrero;767;4.078;6.428;
2025;Marzo;787;4.040;6.333;
2025;Abril;712;3.981;6.256;
2025;Mayo;678;3.775;6.187;
2025;Junio;650;3.680;6.078;
2025;Julio;683;3.746;6.070;
2025;Agosto;682;3.802;6.077;
2025;Septiembre;719;3.681;6.046;
2025;Octubre;757;3.828;6.148;
2025;Noviembre;722;3.815;6.057;
2025;Diciembre;697;3.808;6.052;
2026;Enero;676;3.875;6.121;
2026;Febrero;698;4.013;6.132;
