El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;1.585;10.419;7.942;
2013;Enero;1.675;10.925;8.142;
2013;Febrero;1.739;10.967;8.244;
2013;Marzo;1.723;11.020;8.341;
2013;Abril;1.720;10.843;8.355;
2013;Mayo;1.641;10.576;8.341;
2013;Junio;1.417;10.243;8.390;
2013;Julio;1.397;10.325;8.500;
2013;Agosto;1.390;10.419;8.536;
2013;Septiembre;1.538;10.266;8.522;
2013;Octubre;1.580;10.199;8.597;
2013;Noviembre;1.570;10.061;8.619;
2013;Diciembre;1.371;9.674;8.586;
2014;Enero;1.424;9.920;8.669;
2014;Febrero;1.416;9.947;8.729;
2014;Marzo;1.428;9.855;8.727;
2014;Abril;1.387;9.600;8.649;
2014;Mayo;1.357;9.175;8.513;
2014;Junio;1.240;8.891;8.400;
2014;Julio;1.329;8.887;8.425;
2014;Agosto;1.381;8.973;8.437;
2014;Septiembre;1.493;8.892;8.533;
2014;Octubre;1.516;8.944;8.539;
2014;Noviembre;1.461;8.925;8.501;
2014;Diciembre;1.250;8.637;8.498;
2015;Enero;1.290;8.825;8.662;
2015;Febrero;1.342;8.840;8.613;
2015;Marzo;1.373;8.706;8.579;
2015;Abril;1.381;8.350;8.494;
2015;Mayo;1.339;7.916;8.317;
2015;Junio;1.226;7.713;8.193;
2015;Julio;1.224;7.637;8.123;
2015;Agosto;1.272;7.670;8.218;
2015;Septiembre;1.389;7.640;8.219;
2015;Octubre;1.430;7.596;8.304;
2015;Noviembre;1.392;7.576;8.200;
2015;Diciembre;1.172;7.377;8.246;
2016;Enero;1.180;7.543;8.407;
2016;Febrero;1.255;7.569;8.411;
2016;Marzo;1.252;7.462;8.353;
2016;Abril;1.217;7.299;8.256;
2016;Mayo;1.117;7.051;8.074;
2016;Junio;1.034;6.861;8.025;
2016;Julio;983;6.719;7.933;
2016;Agosto;1.045;6.936;7.949;
2016;Septiembre;1.090;6.810;7.899;
2016;Octubre;1.137;6.728;7.986;
2016;Noviembre;1.164;6.673;7.939;
2016;Diciembre;1.035;6.444;7.819;
2017;Enero;1.084;6.579;7.849;
2017;Febrero;1.072;6.642;7.892;
2017;Marzo;1.060;6.369;7.803;
2017;Abril;994;6.109;7.609;
2017;Mayo;999;5.962;7.446;
2017;Junio;1.006;5.826;7.345;
2017;Julio;1.050;6.012;7.362;
2017;Agosto;1.051;6.144;7.381;
2017;Septiembre;1.123;5.924;7.412;
2017;Octubre;1.179;5.881;7.411;
2017;Noviembre;1.141;5.767;7.309;
