El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;10.269;9.677;
2013;Enero;10.679;10.063;
2013;Febrero;10.753;10.197;
2013;Marzo;10.886;10.198;
2013;Abril;10.751;10.167;
2013;Mayo;10.563;9.995;
2013;Junio;10.189;9.861;
2013;Julio;10.140;10.082;
2013;Agosto;10.193;10.152;
2013;Septiembre;10.269;10.057;
2013;Octubre;10.352;10.024;
2013;Noviembre;10.291;9.959;
2013;Diciembre;10.117;9.514;
2014;Enero;10.242;9.771;
2014;Febrero;10.315;9.777;
2014;Marzo;10.263;9.747;
2014;Abril;10.048;9.588;
2014;Mayo;9.692;9.353;
2014;Junio;9.391;9.140;
2014;Julio;9.294;9.347;
2014;Agosto;9.344;9.447;
2014;Septiembre;9.504;9.414;
2014;Octubre;9.503;9.496;
2014;Noviembre;9.441;9.446;
2014;Diciembre;9.304;9.081;
2015;Enero;9.456;9.321;
2015;Febrero;9.490;9.305;
2015;Marzo;9.340;9.318;
2015;Abril;9.118;9.107;
2015;Mayo;8.720;8.852;
2015;Junio;8.421;8.711;
2015;Julio;8.158;8.826;
2015;Agosto;8.166;8.994;
2015;Septiembre;8.290;8.958;
2015;Octubre;8.348;8.982;
2015;Noviembre;8.292;8.876;
2015;Diciembre;8.178;8.617;
2016;Enero;8.355;8.775;
2016;Febrero;8.403;8.832;
2016;Marzo;8.322;8.745;
2016;Abril;8.113;8.659;
2016;Mayo;7.816;8.426;
2016;Junio;7.575;8.345;
2016;Julio;7.243;8.392;
2016;Agosto;7.299;8.631;
2016;Septiembre;7.338;8.461;
2016;Octubre;7.434;8.417;
2016;Noviembre;7.447;8.329;
2016;Diciembre;7.271;8.027;
2017;Enero;7.371;8.141;
2017;Febrero;7.380;8.226;
2017;Marzo;7.215;8.017;
2017;Abril;6.932;7.780;
2017;Mayo;6.732;7.675;
2017;Junio;6.492;7.685;
2017;Julio;6.522;7.902;
2017;Agosto;6.557;8.019;
2017;Septiembre;6.509;7.950;
2017;Octubre;6.673;7.798;
2017;Noviembre;6.571;7.646;
2017;Diciembre;6.482;7.413;
2018;Enero;6.600;7.707;
2018;Febrero;6.625;7.790;
2018;Marzo;6.557;7.785;
2018;Abril;6.315;7.667;
2018;Mayo;5.973;7.439;
2018;Junio;5.793;7.360;
2018;Julio;5.678;7.426;
2018;Agosto;5.741;7.505;
2018;Septiembre;5.848;7.435;
2018;Octubre;5.941;7.393;
2018;Noviembre;5.845;7.179;
2018;Diciembre;5.762;6.988;
2019;Enero;5.919;7.235;
2019;Febrero;5.938;7.324;
2019;Marzo;5.872;7.298;
2019;Abril;5.824;7.075;
2019;Mayo;5.594;7.013;
2019;Junio;5.497;7.021;
2019;Julio;5.447;7.102;
2019;Agosto;5.499;7.264;
2019;Septiembre;5.553;7.171;
2019;Octubre;5.702;7.288;
2019;Noviembre;5.793;7.194;
2019;Diciembre;5.773;6.902;
2020;Enero;5.979;7.232;
2020;Febrero;5.923;7.215;
2020;Marzo;6.113;7.444;
2020;Abril;7.080;8.185;
2020;Mayo;7.284;8.559;
2020;Junio;7.137;8.756;
2020;Julio;7.141;9.071;
2020;Agosto;7.232;9.283;
2020;Septiembre;7.233;9.118;
2020;Octubre;7.350;9.250;
2020;Noviembre;7.382;9.242;
2020;Diciembre;7.536;9.167;
2021;Enero;7.713;9.280;
2021;Febrero;7.821;9.497;
2021;Marzo;7.700;9.450;
2021;Abril;7.631;9.406;
2021;Mayo;7.455;9.174;
2021;Junio;7.132;8.980;
2021;Julio;6.940;8.952;
2021;Agosto;6.982;8.995;
2021;Septiembre;6.859;8.801;
2021;Octubre;6.675;8.603;
2021;Noviembre;6.505;8.366;
2021;Diciembre;6.141;7.791;
2022;Enero;5.973;7.635;
2022;Febrero;5.657;7.311;
2022;Marzo;5.570;7.140;
2022;Abril;5.349;6.927;
2022;Mayo;5.041;6.684;
2022;Junio;4.877;6.612;
2022;Julio;4.947;6.616;
2022;Agosto;4.947;6.616;
2022;Septiembre;5.068;6.711;
2022;Octubre;5.048;6.739;
2022;Noviembre;5.012;6.547;
2022;Diciembre;4.920;6.354;
2023;Enero;5.142;6.542;
2023;Febrero;5.264;6.661;
2023;Marzo;5.265;6.733;
2023;Abril;5.126;6.605;
2023;Mayo;4.958;6.528;
2023;Junio;4.864;6.500;
2023;Julio;4.768;6.455;
2023;Agosto;4.831;6.498;
2023;Septiembre;4.899;6.594;
2023;Octubre;4.854;6.561;
2023;Noviembre;4.838;6.429;
2023;Diciembre;4.829;6.325;
2024;Enero;5.018;6.611;
2024;Febrero;5.048;6.642;
2024;Marzo;5.119;6.585;
2024;Abril;4.981;6.416;
2024;Mayo;4.902;6.291;
2024;Junio;4.805;6.222;
2024;Julio;4.781;6.235;
2024;Agosto;4.781;6.319;
2024;Septiembre;4.770;6.361;
2024;Octubre;4.740;6.302;
2024;Noviembre;4.941;6.390;
2024;Diciembre;4.741;6.110;
2025;Enero;4.797;6.201;
2025;Febrero;4.829;6.444;
2025;Marzo;4.790;6.370;
2025;Abril;4.727;6.222;
2025;Mayo;4.487;6.153;
2025;Junio;4.407;6.001;
2025;Julio;4.391;6.108;
2025;Agosto;4.375;6.186;
2025;Septiembre;4.374;6.072;
2025;Octubre;4.512;6.221;
2025;Noviembre;4.488;6.106;
2025;Diciembre;4.551;6.006;
2026;Enero;4.551;6.121;
2026;Febrero;4.602;6.241;
