El municipio en cifras
Autónomos por lugar de trabajo sobre la población de 16 a 64 años (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;8,1;4,0;
2011;Anual;8,3;4,1;
2012;Anual;7,7;3,6;
2013;Anual;8,1;3,8;
2014;Anual;8,9;4,5;
2015;Anual;9,2;4,7;
2016;Anual;9,3;4,8;
2017;Anual;10,0;5,1;
2018;Anual;8,2;4,0;
2019;Anual;10,6;5,4;
2020;Anual;10,7;5,5;
2021;Anual;10,5;5,3;
2022;Anual;10,2;5,3;
2023;Anual;9,7;5,2;
