El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;296;3.288;2.871;
2013;Enero;310;3.402;2.960;
2013;Febrero;313;3.459;2.979;
2013;Marzo;328;3.447;3.007;
2013;Abril;317;3.324;2.978;
2013;Mayo;298;3.251;2.983;
2013;Junio;228;3.177;2.927;
2013;Julio;232;3.178;3.054;
2013;Agosto;233;3.209;3.059;
2013;Septiembre;276;3.176;3.043;
2013;Octubre;322;3.146;3.041;
2013;Noviembre;325;3.141;3.041;
2013;Diciembre;280;3.035;2.991;
2014;Enero;284;3.106;3.038;
2014;Febrero;286;3.055;3.038;
2014;Marzo;284;2.992;3.018;
2014;Abril;278;2.879;2.997;
2014;Mayo;259;2.793;2.944;
2014;Junio;223;2.660;2.918;
2014;Julio;236;2.740;2.969;
2014;Agosto;261;2.825;3.012;
2014;Septiembre;295;2.745;2.969;
2014;Octubre;314;2.709;2.950;
2014;Noviembre;299;2.660;2.903;
2014;Diciembre;263;2.557;2.913;
2015;Enero;268;2.577;2.916;
2015;Febrero;277;2.565;2.884;
2015;Marzo;277;2.493;2.874;
2015;Abril;262;2.497;2.825;
2015;Mayo;244;2.375;2.754;
2015;Junio;211;2.262;2.730;
2015;Julio;228;2.287;2.758;
2015;Agosto;251;2.371;2.775;
2015;Septiembre;258;2.297;2.728;
2015;Octubre;266;2.308;2.752;
2015;Noviembre;260;2.257;2.738;
2015;Diciembre;246;2.204;2.711;
2016;Enero;205;2.267;2.761;
2016;Febrero;234;2.243;2.713;
2016;Marzo;220;2.213;2.700;
2016;Abril;220;2.128;2.625;
2016;Mayo;206;2.083;2.579;
2016;Junio;185;2.004;2.599;
2016;Julio;190;2.086;2.601;
2016;Agosto;192;2.161;2.633;
2016;Septiembre;228;2.042;2.597;
2016;Octubre;235;1.990;2.581;
2016;Noviembre;229;1.985;2.548;
2016;Diciembre;208;1.949;2.546;
2017;Enero;212;1.960;2.601;
2017;Febrero;231;2.014;2.579;
2017;Marzo;225;1.971;2.528;
2017;Abril;232;1.903;2.489;
2017;Mayo;212;1.850;2.425;
2017;Junio;166;1.806;2.399;
2017;Julio;192;1.875;2.395;
2017;Agosto;190;1.883;2.431;
2017;Septiembre;229;1.883;2.437;
2017;Octubre;239;1.796;2.420;
2017;Noviembre;216;1.828;2.362;
2017;Diciembre;179;1.753;2.343;
2018;Enero;196;1.850;2.406;
2018;Febrero;229;1.821;2.437;
2018;Marzo;223;1.797;2.424;
2018;Abril;202;1.697;2.425;
2018;Mayo;183;1.671;2.397;
2018;Junio;154;1.625;2.366;
2018;Julio;162;1.627;2.388;
2018;Agosto;162;1.656;2.382;
2018;Septiembre;172;1.642;2.393;
2018;Octubre;178;1.622;2.370;
2018;Noviembre;177;1.561;2.338;
2018;Diciembre;164;1.552;2.307;
2019;Enero;171;1.560;2.343;
2019;Febrero;173;1.572;2.334;
2019;Marzo;173;1.575;2.319;
2019;Abril;178;1.583;2.302;
2019;Mayo;158;1.556;2.311;
2019;Junio;123;1.500;2.294;
2019;Julio;127;1.578;2.306;
2019;Agosto;167;1.605;2.352;
2019;Septiembre;177;1.563;2.342;
2019;Octubre;198;1.571;2.307;
2019;Noviembre;199;1.526;2.314;
2019;Diciembre;167;1.530;2.309;
