El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;4.692;5.031;
2013;Enero;4.858;5.161;
2013;Febrero;4.898;5.247;
2013;Marzo;4.856;5.204;
2013;Abril;4.874;5.279;
2013;Mayo;4.779;5.189;
2013;Junio;4.679;5.190;
2013;Julio;4.644;5.205;
2013;Agosto;4.686;5.322;
2013;Septiembre;4.715;5.269;
2013;Octubre;4.756;5.273;
2013;Noviembre;4.736;5.246;
2013;Diciembre;4.619;5.016;
2014;Enero;4.678;5.164;
2014;Febrero;4.727;5.166;
2014;Marzo;4.733;5.148;
2014;Abril;4.659;5.089;
2014;Mayo;4.442;4.928;
2014;Junio;4.279;4.882;
2014;Julio;4.273;5.000;
2014;Agosto;4.265;5.018;
2014;Septiembre;4.225;4.949;
2014;Octubre;4.286;5.055;
2014;Noviembre;4.267;5.018;
2014;Diciembre;4.209;4.858;
2015;Enero;4.199;4.873;
2015;Febrero;4.256;4.943;
2015;Marzo;4.228;4.903;
2015;Abril;4.097;4.868;
2015;Mayo;3.970;4.816;
2015;Junio;3.828;4.758;
2015;Julio;3.635;4.701;
2015;Agosto;3.675;4.781;
2015;Septiembre;3.743;4.729;
2015;Octubre;3.779;4.763;
2015;Noviembre;3.688;4.714;
2015;Diciembre;3.619;4.605;
2016;Enero;3.680;4.655;
2016;Febrero;3.738;4.683;
2016;Marzo;3.737;4.637;
2016;Abril;3.660;4.553;
2016;Mayo;3.525;4.466;
2016;Junio;3.481;4.501;
2016;Julio;3.388;4.541;
2016;Agosto;3.413;4.657;
2016;Septiembre;3.448;4.506;
2016;Octubre;3.412;4.470;
2016;Noviembre;3.409;4.379;
2016;Diciembre;3.399;4.249;
2017;Enero;3.452;4.312;
2017;Febrero;3.481;4.317;
2017;Marzo;3.416;4.286;
2017;Abril;3.350;4.231;
2017;Mayo;3.248;4.268;
2017;Junio;3.109;4.355;
2017;Julio;3.097;4.448;
2017;Agosto;3.181;4.503;
2017;Septiembre;3.214;4.418;
2017;Octubre;3.215;4.388;
2017;Noviembre;3.120;4.276;
2017;Diciembre;3.139;4.107;
2018;Enero;3.232;4.261;
2018;Febrero;3.252;4.335;
2018;Marzo;3.253;4.323;
2018;Abril;3.143;4.240;
2018;Mayo;3.069;4.152;
2018;Junio;2.942;4.100;
2018;Julio;2.974;4.149;
2018;Agosto;2.929;4.201;
2018;Septiembre;2.889;4.179;
2018;Octubre;2.870;4.116;
2018;Noviembre;2.913;4.061;
2018;Diciembre;2.844;4.019;
2019;Enero;2.931;4.134;
2019;Febrero;2.964;4.205;
2019;Marzo;2.999;4.274;
2019;Abril;2.983;4.229;
2019;Mayo;2.912;4.125;
2019;Junio;2.855;4.185;
2019;Julio;2.676;3.982;
2019;Agosto;2.891;4.308;
2019;Septiembre;2.879;4.265;
2019;Octubre;2.936;4.286;
2019;Noviembre;2.947;4.269;
2019;Diciembre;2.871;4.122;
2020;Enero;3.058;4.273;
2020;Febrero;3.016;4.290;
2020;Marzo;3.144;4.407;
2020;Abril;3.494;4.734;
2020;Mayo;3.607;4.949;
2020;Junio;3.529;5.039;
2020;Julio;3.521;5.123;
2020;Agosto;3.577;5.190;
2020;Septiembre;3.524;5.056;
2020;Octubre;3.614;5.143;
2020;Noviembre;3.637;5.154;
2020;Diciembre;3.641;5.103;
2021;Enero;3.691;5.128;
2021;Febrero;3.749;5.200;
2021;Marzo;3.678;5.109;
2021;Abril;3.722;5.095;
2021;Mayo;3.543;4.971;
2021;Junio;3.444;4.973;
2021;Julio;3.365;4.958;
2021;Agosto;3.400;4.984;
2021;Septiembre;3.304;4.852;
2021;Octubre;3.309;4.805;
2021;Noviembre;3.214;4.681;
2021;Diciembre;3.050;4.357;
2022;Enero;2.957;4.293;
2022;Febrero;2.774;4.197;
2022;Marzo;2.827;4.211;
2022;Abril;2.737;4.115;
2022;Mayo;2.653;3.974;
2022;Junio;2.422;3.707;
2022;Julio;2.530;3.896;
2022;Agosto;2.530;3.896;
2022;Septiembre;2.555;3.883;
2022;Octubre;2.562;3.911;
2022;Noviembre;2.473;3.770;
2022;Diciembre;2.424;3.664;
2023;Enero;2.535;3.850;
2023;Febrero;2.601;4.018;
2023;Marzo;2.627;4.018;
2023;Abril;2.578;3.988;
2023;Mayo;2.502;4.022;
2023;Junio;2.485;3.968;
2023;Julio;2.467;3.919;
2023;Agosto;2.502;3.922;
2023;Septiembre;2.511;3.960;
2023;Octubre;2.495;3.970;
2023;Noviembre;2.445;3.885;
2023;Diciembre;2.429;3.828;
2024;Enero;2.546;3.933;
2024;Febrero;2.565;3.979;
2024;Marzo;2.539;4.033;
2024;Abril;2.426;3.922;
2024;Mayo;2.425;3.882;
2024;Junio;2.392;3.867;
2024;Julio;2.412;3.878;
2024;Agosto;2.435;3.864;
2024;Septiembre;2.437;3.867;
2024;Octubre;2.415;3.868;
2024;Noviembre;1.261;1.898;
2024;Diciembre;2.126;3.168;
2025;Enero;2.107;3.321;
2025;Febrero;2.168;3.291;
2025;Marzo;2.475;3.896;
2025;Abril;2.428;3.797;
2025;Mayo;2.354;3.717;
2025;Junio;2.292;3.687;
2025;Julio;2.266;3.734;
2025;Agosto;2.324;3.802;
2025;Septiembre;2.276;3.735;
2025;Octubre;2.320;3.745;
2025;Noviembre;2.298;3.666;
2025;Diciembre;2.319;3.625;
2026;Enero;2.293;3.680;
2026;Febrero;2.388;3.732;
