El municipio en cifras
Afiliaciones a la Seguridad Social por lugar de trabajo y sexo
Año;Periodos;Hombres;Mujeres;
2010;Anual;8.888;5.818;
2011;Anual;9.268;6.020;
2012;Anual;8.962;5.885;
2013;Anual;12.073;8.357;
2014;Anual;12.730;8.147;
2015;Anual;15.174;9.197;
2016;Anual;18.502;9.385;
2017;Anual;18.883;9.802;
2018;Anual;20.540;9.577;
2019;Anual;23.921;10.519;
2020;Anual;24.393;11.686;
2021;Anual;25.660;11.860;
2022;Anual;28.298;13.306;
2023;Anual;30.081;14.507;
