El municipio en cifras
Autónomos por lugar de trabajo sobre la población de 16 a 64 años (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;4,6;1,9;
2011;Anual;4,6;1,9;
2012;Anual;4,1;1,6;
2013;Anual;4,3;1,8;
2014;Anual;4,8;2,2;
2015;Anual;5,0;2,3;
2016;Anual;5,1;2,4;
2017;Anual;5,7;2,5;
2018;Anual;4,3;1,9;
2019;Anual;6,4;2,9;
2020;Anual;6,5;3,2;
2021;Anual;6,4;3,1;
2022;Anual;6,2;3,1;
2023;Anual;6,3;3,1;
