El municipio en cifras
Renta neta media por hogar (€)
Año;Periodos;Villa de Vallecas;Madrid;
2013;Anual;28825,7317678678;36591,6633285965;
2014;Anual;28829,95;37231,15;
2015;Anual;30169,5065902961;38534,6170377993;
2016;Anual;30861;39613;
2017;Anual;31447;40195;
2018;Anual;32765;42283;
2019;Anual;34168;43393;
2020;Anual;34190;43003;
2021;Anual;35278;43953;
2022;Anual;36998;46651;
