El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;933;5.552;3.238;
2013;Enero;968;5.693;3.358;
2013;Febrero;1.015;5.741;3.389;
2013;Marzo;1.005;5.653;3.402;
2013;Abril;1.063;5.655;3.435;
2013;Mayo;993;5.494;3.481;
2013;Junio;931;5.451;3.487;
2013;Julio;871;5.486;3.492;
2013;Agosto;872;5.601;3.535;
2013;Septiembre;971;5.476;3.537;
2013;Octubre;960;5.494;3.575;
2013;Noviembre;941;5.459;3.582;
2013;Diciembre;828;5.259;3.548;
2014;Enero;866;5.375;3.601;
2014;Febrero;863;5.392;3.638;
2014;Marzo;880;5.352;3.649;
2014;Abril;874;5.222;3.652;
2014;Mayo;826;4.960;3.584;
2014;Junio;776;4.799;3.586;
2014;Julio;819;4.868;3.586;
2014;Agosto;809;4.935;3.539;
2014;Septiembre;837;4.828;3.509;
2014;Octubre;844;4.900;3.597;
2014;Noviembre;834;4.831;3.620;
2014;Diciembre;748;4.700;3.619;
2015;Enero;762;4.708;3.602;
2015;Febrero;796;4.799;3.604;
2015;Marzo;782;4.737;3.612;
2015;Abril;780;4.628;3.557;
2015;Mayo;760;4.508;3.518;
2015;Junio;766;4.334;3.486;
2015;Julio;720;4.225;3.391;
2015;Agosto;728;4.309;3.419;
2015;Septiembre;778;4.272;3.422;
2015;Octubre;793;4.274;3.475;
2015;Noviembre;746;4.191;3.465;
2015;Diciembre;684;4.092;3.448;
2016;Enero;692;4.157;3.486;
2016;Febrero;768;4.166;3.487;
2016;Marzo;777;4.143;3.454;
2016;Abril;769;4.037;3.407;
2016;Mayo;709;3.927;3.355;
2016;Junio;705;3.941;3.336;
2016;Julio;685;3.962;3.282;
2016;Agosto;667;4.065;3.338;
2016;Septiembre;670;3.946;3.338;
2016;Octubre;698;3.852;3.332;
2016;Noviembre;688;3.776;3.324;
2016;Diciembre;651;3.700;3.297;
2017;Enero;663;3.757;3.344;
2017;Febrero;678;3.788;3.332;
2017;Marzo;628;3.757;3.317;
2017;Abril;609;3.669;3.303;
2017;Mayo;610;3.650;3.256;
2017;Junio;599;3.612;3.253;
2017;Julio;618;3.679;3.248;
2017;Agosto;642;3.767;3.275;
2017;Septiembre;717;3.637;3.278;
2017;Octubre;726;3.610;3.267;
2017;Noviembre;693;3.510;3.193;
2017;Diciembre;636;3.435;3.175;
2018;Enero;672;3.565;3.256;
2018;Febrero;706;3.633;3.248;
2018;Marzo;701;3.620;3.255;
2018;Abril;673;3.521;3.189;
2018;Mayo;656;3.362;3.203;
2018;Junio;615;3.314;3.113;
2018;Julio;617;3.348;3.158;
2018;Agosto;612;3.371;3.147;
2018;Septiembre;649;3.266;3.153;
2018;Octubre;645;3.214;3.127;
2018;Noviembre;651;3.231;3.092;
2018;Diciembre;610;3.188;3.065;
2019;Enero;648;3.270;3.147;
2019;Febrero;682;3.306;3.181;
2019;Marzo;733;3.341;3.199;
2019;Abril;714;3.294;3.204;
2019;Mayo;697;3.191;3.149;
2019;Junio;684;3.211;3.145;
2019;Julio;625;3.000;3.033;
2019;Agosto;704;3.305;3.190;
2019;Septiembre;750;3.197;3.197;
2019;Octubre;767;3.236;3.219;
2019;Noviembre;783;3.205;3.228;
2019;Diciembre;679;3.094;3.220;
2020;Enero;723;3.268;3.340;
2020;Febrero;759;3.235;3.312;
2020;Marzo;746;3.416;3.389;
2020;Abril;811;3.830;3.587;
2020;Mayo;863;4.049;3.644;
2020;Junio;838;4.069;3.661;
2020;Julio;832;4.091;3.721;
2020;Agosto;855;4.127;3.785;
2020;Septiembre;851;3.985;3.744;
2020;Octubre;916;4.012;3.829;
2020;Noviembre;942;3.998;3.851;
2020;Diciembre;936;3.956;3.852;
2021;Enero;902;3.998;3.919;
2021;Febrero;925;4.055;3.969;
2021;Marzo;900;3.968;3.919;
2021;Abril;917;3.985;3.915;
2021;Mayo;821;3.825;3.868;
2021;Junio;802;3.737;3.878;
2021;Julio;786;3.700;3.837;
2021;Agosto;792;3.748;3.844;
2021;Septiembre;812;3.577;3.767;
2021;Octubre;809;3.529;3.776;
2021;Noviembre;783;3.385;3.727;
2021;Diciembre;650;3.173;3.584;
2022;Enero;616;3.116;3.518;
2022;Febrero;575;2.984;3.412;
2022;Marzo;608;2.965;3.465;
2022;Abril;577;2.876;3.399;
2022;Mayo;542;2.749;3.336;
2022;Junio;495;2.479;3.155;
2022;Julio;493;2.677;3.256;
2022;Agosto;493;2.677;3.256;
2022;Septiembre;557;2.629;3.252;
2022;Octubre;563;2.647;3.263;
2022;Noviembre;536;2.499;3.208;
2022;Diciembre;490;2.462;3.136;
2023;Enero;527;2.598;3.260;
2023;Febrero;554;2.739;3.326;
2023;Marzo;582;2.687;3.376;
2023;Abril;552;2.622;3.392;
2023;Mayo;541;2.604;3.379;
2023;Junio;548;2.570;3.335;
2023;Julio;537;2.543;3.306;
2023;Agosto;531;2.582;3.311;
2023;Septiembre;556;2.586;3.329;
2023;Octubre;572;2.565;3.328;
2023;Noviembre;556;2.525;3.249;
2023;Diciembre;530;2.487;3.240;
2024;Enero;564;2.588;3.327;
2024;Febrero;550;2.650;3.344;
2024;Marzo;564;2.638;3.370;
2024;Abril;503;2.523;3.322;
2024;Mayo;483;2.542;3.282;
2024;Junio;480;2.513;3.266;
2024;Julio;500;2.558;3.232;
2024;Agosto;504;2.573;3.222;
2024;Septiembre;527;2.546;3.231;
2024;Octubre;541;2.511;3.231;
2024;Noviembre;218;1.184;1.757;
2024;Diciembre;408;2.210;2.676;
2025;Enero;407;2.255;2.766;
2025;Febrero;472;2.230;2.757;
2025;Marzo;564;2.512;3.295;
2025;Abril;539;2.429;3.257;
2025;Mayo;508;2.348;3.215;
2025;Junio;487;2.333;3.159;
2025;Julio;487;2.388;3.125;
2025;Agosto;522;2.401;3.203;
2025;Septiembre;518;2.335;3.158;
2025;Octubre;551;2.338;3.176;
2025;Noviembre;509;2.302;3.153;
2025;Diciembre;472;2.296;3.176;
2026;Enero;481;2.341;3.151;
2026;Febrero;522;2.388;3.210;
