El municipio en cifras
Afiliaciones de residentes a la Seguridad Social por sexo
Año;Periodos;Hombres;Mujeres;
2013;Anual;19.524;19.580;
2014;Anual;17.673;17.951;
2015;Anual;17.890;18.018;
2016;Anual;20.711;20.758;
2017;Anual;22.276;22.390;
2018;Anual;22.709;22.655;
2019;Anual;23.971;23.718;
2020;Anual;24.828;24.426;
2021;Anual;25.081;24.849;
2022;Anual;25.841;25.850;
2023;Anual;26.084;25.970;
