El municipio en cifras
Afiliaciones por lugar de trabajo y sexo al régimen especial de trabajadores autónomos
Año;Periodos;Hombres;Mujeres;
2010;Anual;1.430;588;
2011;Anual;1.492;618;
2012;Anual;1.370;555;
2013;Anual;1.460;614;
2014;Anual;1.620;752;
2015;Anual;1.693;805;
2016;Anual;1.760;842;
2017;Anual;1.973;910;
2018;Anual;1.529;694;
2019;Anual;2.348;1.127;
2020;Anual;2.494;1.270;
2021;Anual;2.467;1.246;
2022;Anual;2.381;1.225;
2023;Anual;2.472;1.281;
