El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;13.478;11.790;
2013;Enero;13.922;12.162;
2013;Febrero;14.258;12.380;
2013;Marzo;14.223;12.287;
2013;Abril;14.230;12.343;
2013;Mayo;13.915;12.146;
2013;Junio;13.681;12.145;
2013;Julio;13.312;12.088;
2013;Agosto;13.279;12.120;
2013;Septiembre;13.589;12.271;
2013;Octubre;13.808;12.434;
2013;Noviembre;13.779;12.338;
2013;Diciembre;13.451;11.837;
2014;Enero;13.669;12.074;
2014;Febrero;13.803;12.233;
2014;Marzo;13.774;12.166;
2014;Abril;13.590;12.006;
2014;Mayo;13.186;11.737;
2014;Junio;12.612;11.601;
2014;Julio;12.369;11.735;
2014;Agosto;12.356;11.807;
2014;Septiembre;12.692;11.854;
2014;Octubre;12.821;11.896;
2014;Noviembre;12.770;11.832;
2014;Diciembre;12.602;11.423;
2015;Enero;12.763;11.658;
2015;Febrero;12.726;11.902;
2015;Marzo;12.674;11.882;
2015;Abril;12.274;11.700;
2015;Mayo;11.856;11.436;
2015;Junio;11.392;11.354;
2015;Julio;11.086;11.291;
2015;Agosto;11.086;11.364;
2015;Septiembre;11.275;11.399;
2015;Octubre;11.435;11.552;
2015;Noviembre;11.369;11.494;
2015;Diciembre;11.200;11.103;
2016;Enero;11.448;11.289;
2016;Febrero;11.451;11.443;
2016;Marzo;11.379;11.363;
2016;Abril;11.052;11.224;
2016;Mayo;10.760;10.945;
2016;Junio;10.448;10.955;
2016;Julio;10.026;10.885;
2016;Agosto;9.975;10.946;
2016;Septiembre;10.029;10.948;
2016;Octubre;9.998;10.958;
2016;Noviembre;9.856;10.794;
2016;Diciembre;9.690;10.399;
2017;Enero;9.941;10.535;
2017;Febrero;10.015;10.760;
2017;Marzo;9.849;10.682;
2017;Abril;9.510;10.422;
2017;Mayo;9.198;10.208;
2017;Junio;8.945;10.414;
2017;Julio;8.776;10.490;
2017;Agosto;8.864;10.583;
2017;Septiembre;9.006;10.569;
2017;Octubre;9.136;10.599;
2017;Noviembre;8.978;10.402;
2017;Diciembre;8.784;9.915;
2018;Enero;9.164;10.234;
2018;Febrero;9.213;10.372;
2018;Marzo;9.130;10.345;
2018;Abril;8.790;10.161;
2018;Mayo;8.472;10.041;
2018;Junio;8.257;9.909;
2018;Julio;7.995;9.964;
2018;Agosto;8.026;9.954;
2018;Septiembre;8.093;9.931;
2018;Octubre;8.110;9.995;
2018;Noviembre;8.069;9.818;
2018;Diciembre;7.938;9.550;
2019;Enero;8.250;9.851;
2019;Febrero;8.381;9.934;
2019;Marzo;8.385;9.965;
2019;Abril;8.297;9.846;
2019;Mayo;8.113;9.613;
2019;Junio;7.785;9.568;
2019;Julio;7.851;9.936;
2019;Agosto;7.702;9.707;
2019;Septiembre;7.703;9.512;
2019;Octubre;7.760;9.579;
2019;Noviembre;7.752;9.494;
2019;Diciembre;7.666;9.185;
2020;Enero;7.983;9.554;
2020;Febrero;8.175;9.631;
2020;Marzo;8.464;9.815;
2020;Abril;9.451;10.632;
2020;Mayo;9.873;11.237;
2020;Junio;9.858;11.559;
2020;Julio;9.680;11.798;
2020;Agosto;9.773;11.876;
2020;Septiembre;9.615;11.709;
2020;Octubre;9.837;11.954;
2020;Noviembre;9.925;12.116;
2020;Diciembre;10.119;12.006;
2021;Enero;10.367;12.201;
2021;Febrero;10.457;12.421;
2021;Marzo;10.217;12.283;
2021;Abril;10.253;12.301;
2021;Mayo;9.984;12.102;
2021;Junio;9.702;11.942;
2021;Julio;9.373;11.704;
2021;Agosto;9.292;11.669;
2021;Septiembre;9.095;11.303;
2021;Octubre;8.844;11.039;
2021;Noviembre;8.768;10.819;
2021;Diciembre;8.257;10.080;
2022;Enero;8.077;9.883;
2022;Febrero;7.636;9.570;
2022;Marzo;7.771;9.616;
2022;Abril;7.429;9.358;
2022;Mayo;7.067;9.036;
2022;Junio;7.068;9.176;
2022;Julio;6.852;8.947;
2022;Agosto;6.852;8.947;
2022;Septiembre;6.938;8.947;
2022;Octubre;6.977;9.012;
2022;Noviembre;6.864;8.790;
2022;Diciembre;6.798;8.570;
2023;Enero;7.046;9.005;
2023;Febrero;7.105;9.195;
2023;Marzo;7.187;9.302;
2023;Abril;7.011;9.148;
2023;Mayo;6.819;9.073;
2023;Junio;6.727;8.930;
2023;Julio;6.529;8.670;
2023;Agosto;6.572;8.729;
2023;Septiembre;6.646;8.807;
2023;Octubre;6.668;8.832;
2023;Noviembre;6.567;8.740;
2023;Diciembre;6.601;8.540;
2024;Enero;6.898;8.962;
2024;Febrero;6.883;9.024;
2024;Marzo;6.886;9.040;
2024;Abril;6.891;8.885;
2024;Mayo;6.617;8.690;
2024;Junio;6.377;8.547;
2024;Julio;6.251;8.449;
2024;Agosto;6.269;8.401;
2024;Septiembre;6.273;8.509;
2024;Octubre;6.387;8.505;
2024;Noviembre;8.101;11.289;
2024;Diciembre;6.676;8.937;
2025;Enero;6.749;9.147;
2025;Febrero;6.857;9.294;
2025;Marzo;6.481;8.657;
2025;Abril;6.406;8.635;
2025;Mayo;6.128;8.377;
2025;Junio;5.838;8.244;
2025;Julio;5.785;8.161;
2025;Agosto;5.930;8.136;
2025;Septiembre;5.883;8.172;
2025;Octubre;6.003;8.256;
2025;Noviembre;5.902;8.212;
2025;Diciembre;5.959;8.096;
2026;Enero;6.056;8.266;
2026;Febrero;6.191;8.422;
