El municipio en cifras
Afiliaciones al régimen general por lugar de trabajo sobre población de 16 a 64 (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;14,8;13,3;
2011;Anual;15,7;13,9;
2012;Anual;14,9;13,7;
2013;Anual;14,6;14,7;
2014;Anual;13,7;13,0;
2015;Anual;15,4;14,5;
2016;Anual;15,1;14,5;
2017;Anual;15,4;14,5;
2018;Anual;16,5;15,5;
2019;Anual;16,7;16,7;
2020;Anual;15,8;16,4;
2021;Anual;15,4;15,3;
2022;Anual;16,0;16,1;
2023;Anual;15,9;15,8;
