El municipio en cifras
Afiliaciones a la Seguridad Social por lugar de trabajo y sexo
Año;Periodos;Hombres;Mujeres;
2010;Anual;16.638;12.650;
2011;Anual;17.185;13.150;
2012;Anual;15.835;12.673;
2013;Anual;15.354;13.290;
2014;Anual;14.548;12.007;
2015;Anual;15.672;13.229;
2016;Anual;15.570;13.321;
2017;Anual;16.179;13.605;
2018;Anual;16.373;14.277;
2019;Anual;18.235;16.206;
2020;Anual;18.311;16.609;
2021;Anual;17.858;15.536;
2022;Anual;17.982;15.888;
2023;Anual;18.364;16.109;
