El municipio en cifras
Autónomos por lugar de trabajo sobre la población de 16 a 64 años (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;5,5;2,1;
2011;Anual;5,6;2,2;
2012;Anual;5,2;2,0;
2013;Anual;5,4;2,1;
2014;Anual;5,8;2,5;
2015;Anual;5,8;2,7;
2016;Anual;5,8;2,7;
2017;Anual;6,3;2,8;
2018;Anual;5,1;2,3;
2019;Anual;6,7;3,1;
2020;Anual;6,9;3,2;
2021;Anual;6,8;3,0;
2022;Anual;6,7;3,0;
2023;Anual;6,7;3,0;
