El municipio en cifras
Afiliaciones por lugar de trabajo y sexo al régimen especial de trabajadores autónomos
Año;Periodos;Hombres;Mujeres;
2010;Anual;3.765;2.039;
2011;Anual;3.734;2.065;
2012;Anual;3.272;1.765;
2013;Anual;3.412;1.889;
2014;Anual;3.841;2.149;
2015;Anual;3.953;2.234;
2016;Anual;3.993;2.323;
2017;Anual;4.318;2.490;
2018;Anual;3.476;1.970;
2019;Anual;4.882;2.983;
2020;Anual;5.008;3.137;
2021;Anual;4.739;3.006;
2022;Anual;4.715;2.989;
2023;Anual;4.910;3.140;
