El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;5.245;5.804;
2013;Enero;5.327;5.927;
2013;Febrero;5.336;5.927;
2013;Marzo;5.286;5.882;
2013;Abril;5.253;5.881;
2013;Mayo;5.188;5.853;
2013;Junio;5.087;5.702;
2013;Julio;5.099;5.885;
2013;Agosto;5.084;5.996;
2013;Septiembre;5.071;5.857;
2013;Octubre;5.076;5.758;
2013;Noviembre;4.992;5.684;
2013;Diciembre;4.948;5.492;
2014;Enero;5.083;5.636;
2014;Febrero;5.098;5.596;
2014;Marzo;5.044;5.464;
2014;Abril;4.935;5.347;
2014;Mayo;4.769;5.287;
2014;Junio;4.612;5.130;
2014;Julio;4.671;5.377;
2014;Agosto;4.642;5.440;
2014;Septiembre;4.607;5.404;
2014;Octubre;4.641;5.310;
2014;Noviembre;4.637;5.265;
2014;Diciembre;4.530;5.128;
2015;Enero;4.613;5.261;
2015;Febrero;4.637;5.293;
2015;Marzo;4.577;5.249;
2015;Abril;4.479;5.096;
2015;Mayo;4.264;4.967;
2015;Junio;4.102;4.892;
2015;Julio;4.076;5.039;
2015;Agosto;4.117;5.119;
2015;Septiembre;4.083;4.935;
2015;Octubre;4.180;4.961;
2015;Noviembre;4.124;4.896;
2015;Diciembre;4.141;4.814;
2016;Enero;4.163;4.916;
2016;Febrero;4.136;4.894;
2016;Marzo;4.070;4.855;
2016;Abril;3.995;4.746;
2016;Mayo;3.829;4.608;
2016;Junio;3.700;4.590;
2016;Julio;3.704;4.760;
2016;Agosto;3.718;4.835;
2016;Septiembre;3.695;4.625;
2016;Octubre;3.654;4.463;
2016;Noviembre;3.601;4.464;
2016;Diciembre;3.546;4.335;
2017;Enero;3.662;4.431;
2017;Febrero;3.668;4.453;
2017;Marzo;3.596;4.406;
2017;Abril;3.425;4.291;
2017;Mayo;3.323;4.210;
2017;Junio;3.251;4.154;
2017;Julio;3.284;4.323;
2017;Agosto;3.327;4.366;
2017;Septiembre;3.280;4.299;
2017;Octubre;3.310;4.198;
2017;Noviembre;3.276;4.104;
2017;Diciembre;3.208;4.019;
2018;Enero;3.318;4.128;
2018;Febrero;3.304;4.112;
2018;Marzo;3.236;4.001;
2018;Abril;3.100;3.947;
2018;Mayo;3.004;3.913;
2018;Junio;2.874;3.827;
2018;Julio;2.909;3.892;
2018;Agosto;2.932;4.014;
2018;Septiembre;2.942;3.960;
2018;Octubre;2.890;3.896;
2018;Noviembre;2.787;3.837;
2018;Diciembre;2.809;3.704;
2019;Enero;2.902;3.825;
2019;Febrero;2.959;3.897;
2019;Marzo;2.953;3.837;
2019;Abril;2.900;3.712;
2019;Mayo;2.853;3.634;
2019;Junio;2.737;3.623;
2019;Julio;2.814;3.685;
2019;Agosto;2.885;3.816;
2019;Septiembre;2.924;3.774;
2019;Octubre;2.987;3.713;
2019;Noviembre;2.965;3.681;
2019;Diciembre;2.967;3.613;
2020;Enero;3.046;3.779;
2020;Febrero;3.076;3.726;
2020;Marzo;3.171;3.857;
2020;Abril;3.766;4.446;
2020;Mayo;3.916;4.672;
2020;Junio;3.815;4.669;
2020;Julio;3.896;4.737;
2020;Agosto;3.877;4.824;
2020;Septiembre;3.770;4.660;
2020;Octubre;3.836;4.642;
2020;Noviembre;3.803;4.620;
2020;Diciembre;3.784;4.583;
2021;Enero;3.916;4.683;
2021;Febrero;3.939;4.738;
2021;Marzo;3.870;4.634;
2021;Abril;3.819;4.563;
2021;Mayo;3.627;4.421;
2021;Junio;3.505;4.362;
2021;Julio;3.450;4.365;
2021;Agosto;3.473;4.387;
2021;Septiembre;3.365;4.253;
2021;Octubre;3.253;4.112;
2021;Noviembre;3.212;3.964;
2021;Diciembre;2.999;3.733;
2022;Enero;2.873;3.678;
2022;Febrero;2.674;3.514;
2022;Marzo;2.649;3.417;
2022;Abril;2.548;3.288;
2022;Mayo;2.487;3.154;
2022;Junio;2.405;3.182;
2022;Julio;2.399;3.282;
2022;Agosto;2.399;3.282;
2022;Septiembre;2.464;3.286;
2022;Octubre;2.445;3.216;
2022;Noviembre;2.380;3.114;
2022;Diciembre;2.348;3.082;
2023;Enero;2.423;3.223;
2023;Febrero;2.479;3.244;
2023;Marzo;2.455;3.279;
2023;Abril;2.435;3.148;
2023;Mayo;2.338;3.131;
2023;Junio;2.336;3.117;
2023;Julio;2.368;3.145;
2023;Agosto;2.405;3.196;
2023;Septiembre;2.384;3.153;
2023;Octubre;2.381;3.085;
2023;Noviembre;2.356;3.037;
2023;Diciembre;2.380;3.009;
2024;Enero;2.454;3.137;
2024;Febrero;2.400;3.108;
2024;Marzo;2.441;3.095;
2024;Abril;2.348;3.038;
2024;Mayo;2.326;2.963;
2024;Junio;2.262;2.969;
2024;Julio;2.342;3.056;
2024;Agosto;2.323;3.085;
2024;Septiembre;2.321;3.078;
2024;Octubre;2.265;3.025;
2024;Noviembre;2.426;3.024;
2024;Diciembre;2.312;2.982;
2025;Enero;2.358;3.029;
2025;Febrero;2.407;3.102;
2025;Marzo;2.330;3.037;
2025;Abril;2.323;2.974;
2025;Mayo;2.256;2.901;
2025;Junio;2.210;2.861;
2025;Julio;2.198;2.980;
2025;Agosto;2.226;3.057;
2025;Septiembre;2.218;2.981;
2025;Octubre;2.225;2.969;
2025;Noviembre;2.217;2.922;
2025;Diciembre;2.273;2.900;
2026;Enero;2.261;2.958;
2026;Febrero;2.292;2.887;
