El municipio en cifras
Afiliaciones al régimen general por lugar de trabajo sobre población de 16 a 64 (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;51,4;37,5;
2011;Anual;57,3;45,2;
2012;Anual;59,0;50,0;
2013;Anual;59,2;63,6;
2014;Anual;56,6;65,0;
2015;Anual;57,8;65,3;
2016;Anual;59,0;65,3;
2017;Anual;56,4;66,4;
2018;Anual;61,2;70,2;
2019;Anual;62,7;72,6;
2020;Anual;63,5;74,5;
2021;Anual;66,2;73,4;
2022;Anual;71,1;78,5;
2023;Anual;81,6;84,2;
