El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;813;5.475;4.614;
2013;Enero;822;5.624;4.733;
2013;Febrero;865;5.745;4.864;
2013;Marzo;874;5.746;4.858;
2013;Abril;857;5.799;4.859;
2013;Mayo;854;5.614;4.913;
2013;Junio;734;5.442;4.956;
2013;Julio;759;5.430;4.997;
2013;Agosto;730;5.396;5.068;
2013;Septiembre;795;5.429;5.079;
2013;Octubre;872;5.436;5.131;
2013;Noviembre;837;5.402;5.071;
2013;Diciembre;759;5.158;5.036;
2014;Enero;778;5.223;5.090;
2014;Febrero;764;5.248;5.132;
2014;Marzo;777;5.186;5.115;
2014;Abril;729;5.038;5.058;
2014;Mayo;670;4.840;4.984;
2014;Junio;641;4.700;5.024;
2014;Julio;705;4.847;5.035;
2014;Agosto;737;4.869;5.077;
2014;Septiembre;789;4.768;5.020;
2014;Octubre;783;4.774;5.047;
2014;Noviembre;739;4.698;5.039;
2014;Diciembre;646;4.512;5.043;
2015;Enero;636;4.677;5.088;
2015;Febrero;674;4.701;5.072;
2015;Marzo;681;4.677;5.107;
2015;Abril;695;4.548;5.030;
2015;Mayo;660;4.325;4.918;
2015;Junio;575;4.225;4.874;
2015;Julio;601;4.205;4.898;
2015;Agosto;627;4.375;4.959;
2015;Septiembre;678;4.198;4.896;
2015;Octubre;682;4.237;4.905;
2015;Noviembre;641;4.144;4.851;
2015;Diciembre;541;4.012;4.903;
2016;Enero;551;4.063;5.006;
2016;Febrero;573;4.163;4.979;
2016;Marzo;583;4.122;4.975;
2016;Abril;562;4.029;4.913;
2016;Mayo;536;3.927;4.807;
2016;Junio;521;3.876;4.781;
2016;Julio;535;3.902;4.765;
2016;Agosto;537;3.990;4.797;
2016;Septiembre;579;3.791;4.705;
2016;Octubre;573;3.731;4.718;
2016;Noviembre;539;3.682;4.697;
2016;Diciembre;456;3.601;4.608;
2017;Enero;503;3.717;4.715;
2017;Febrero;544;3.767;4.677;
2017;Marzo;526;3.695;4.591;
2017;Abril;502;3.579;4.558;
2017;Mayo;503;3.455;4.494;
2017;Junio;468;3.413;4.496;
2017;Julio;510;3.531;4.477;
2017;Agosto;543;3.614;4.509;
2017;Septiembre;556;3.517;4.468;
2017;Octubre;557;3.453;4.482;
2017;Noviembre;520;3.348;4.420;
2017;Diciembre;473;3.316;4.452;
2018;Enero;488;3.391;4.500;
2018;Febrero;512;3.380;4.530;
2018;Marzo;508;3.289;4.500;
2018;Abril;482;3.199;4.432;
2018;Mayo;464;3.087;4.370;
2018;Junio;460;2.998;4.295;
2018;Julio;470;3.090;4.367;
2018;Agosto;501;3.106;4.359;
2018;Septiembre;514;2.991;4.295;
2018;Octubre;497;2.958;4.303;
2018;Noviembre;488;2.965;4.242;
2018;Diciembre;420;2.880;4.135;
2019;Enero;434;3.023;4.248;
2019;Febrero;454;2.991;4.238;
2019;Marzo;452;2.987;4.290;
2019;Abril;436;2.904;4.242;
2019;Mayo;399;2.840;4.215;
2019;Junio;376;2.793;4.301;
2019;Julio;370;2.925;4.296;
2019;Agosto;438;3.007;4.413;
2019;Septiembre;494;2.876;4.380;
2019;Octubre;532;2.842;4.406;
2019;Noviembre;480;2.820;4.378;
2019;Diciembre;403;2.854;4.396;
2020;Enero;437;2.948;4.449;
2020;Febrero;481;2.908;4.467;
2020;Marzo;472;3.105;4.559;
2020;Abril;539;3.602;4.847;
2020;Mayo;588;3.858;4.969;
2020;Junio;519;3.907;5.027;
2020;Julio;585;3.977;5.133;
2020;Agosto;645;4.086;5.211;
2020;Septiembre;685;3.924;5.245;
2020;Octubre;718;3.899;5.309;
2020;Noviembre;725;3.842;5.298;
2020;Diciembre;723;3.792;5.311;
2021;Enero;675;3.839;5.401;
2021;Febrero;730;3.911;5.447;
2021;Marzo;693;3.780;5.429;
2021;Abril;678;3.658;5.399;
2021;Mayo;600;3.613;5.373;
2021;Junio;594;3.502;5.354;
2021;Julio;602;3.512;5.372;
2021;Agosto;638;3.571;5.435;
2021;Septiembre;612;3.409;5.391;
2021;Octubre;609;3.269;5.258;
2021;Noviembre;594;3.111;5.228;
2021;Diciembre;471;2.863;5.010;
2022;Enero;390;2.770;4.956;
2022;Febrero;367;2.597;4.746;
2022;Marzo;405;2.561;4.734;
2022;Abril;382;2.446;4.633;
2022;Mayo;299;2.308;4.470;
2022;Junio;300;2.205;4.388;
2022;Julio;299;2.290;4.346;
2022;Agosto;299;2.290;4.346;
2022;Septiembre;321;2.233;4.324;
2022;Octubre;319;2.210;4.334;
2022;Noviembre;311;2.101;4.291;
2022;Diciembre;281;2.063;4.285;
2023;Enero;328;2.188;4.364;
2023;Febrero;367;2.205;4.343;
2023;Marzo;383;2.222;4.301;
