El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2023;Abril;322;2.222;4.273;
2023;Mayo;300;2.148;4.225;
2023;Junio;316;2.149;4.213;
2023;Julio;336;2.173;4.208;
2023;Agosto;344;2.252;4.203;
2023;Septiembre;372;2.217;4.222;
2023;Octubre;371;2.194;4.205;
2023;Noviembre;366;2.148;4.157;
2023;Diciembre;310;2.110;4.152;
2024;Enero;364;2.158;4.133;
2024;Febrero;385;2.133;4.096;
2024;Marzo;413;2.125;4.098;
2024;Abril;378;2.079;4.079;
2024;Mayo;336;2.085;3.984;
2024;Junio;324;2.045;3.965;
2024;Julio;362;2.103;4.023;
2024;Agosto;399;2.131;4.068;
2024;Septiembre;399;2.148;4.038;
2024;Octubre;384;2.076;4.007;
2024;Noviembre;272;2.017;3.876;
2024;Diciembre;317;2.031;3.875;
2025;Enero;317;1.974;3.811;
2025;Febrero;335;2.018;3.883;
2025;Marzo;354;2.059;4.006;
2025;Abril;331;2.078;4.023;
2025;Mayo;328;1.980;4.003;
2025;Junio;289;1.965;3.902;
2025;Julio;279;2.056;3.894;
2025;Agosto;308;2.104;3.981;
2025;Septiembre;341;2.047;3.959;
2025;Octubre;369;2.062;3.961;
2025;Noviembre;361;2.019;3.911;
2025;Diciembre;336;2.016;3.959;
2026;Enero;319;2.093;3.990;
2026;Febrero;350;2.087;4.012;
