El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;5.177;5.725;
2013;Enero;5.339;5.840;
2013;Febrero;5.510;5.964;
2013;Marzo;5.512;5.966;
2013;Abril;5.558;5.957;
2013;Mayo;5.450;5.931;
2013;Junio;5.251;5.881;
2013;Julio;5.204;5.982;
2013;Agosto;5.167;6.027;
2013;Septiembre;5.269;6.034;
2013;Octubre;5.352;6.087;
2013;Noviembre;5.295;6.015;
2013;Diciembre;5.184;5.769;
2014;Enero;5.217;5.874;
2014;Febrero;5.248;5.896;
2014;Marzo;5.218;5.860;
2014;Abril;5.092;5.733;
2014;Mayo;4.940;5.554;
2014;Junio;4.820;5.545;
2014;Julio;4.884;5.703;
2014;Agosto;4.885;5.798;
2014;Septiembre;4.906;5.671;
2014;Octubre;4.927;5.677;
2014;Noviembre;4.892;5.584;
2014;Diciembre;4.758;5.443;
2015;Enero;4.840;5.561;
2015;Febrero;4.831;5.616;
2015;Marzo;4.791;5.674;
2015;Abril;4.758;5.515;
2015;Mayo;4.567;5.336;
2015;Junio;4.381;5.293;
2015;Julio;4.253;5.451;
2015;Agosto;4.341;5.620;
2015;Septiembre;4.362;5.410;
2015;Octubre;4.413;5.411;
2015;Noviembre;4.297;5.339;
2015;Diciembre;4.214;5.242;
2016;Enero;4.310;5.310;
2016;Febrero;4.337;5.378;
2016;Marzo;4.344;5.336;
2016;Abril;4.222;5.282;
2016;Mayo;4.085;5.185;
2016;Junio;3.977;5.201;
2016;Julio;3.956;5.246;
2016;Agosto;4.012;5.312;
2016;Septiembre;3.950;5.125;
2016;Octubre;3.983;5.039;
2016;Noviembre;3.916;5.002;
2016;Diciembre;3.838;4.827;
2017;Enero;3.998;4.937;
2017;Febrero;4.001;4.987;
2017;Marzo;3.848;4.964;
2017;Abril;3.764;4.875;
2017;Mayo;3.640;4.812;
2017;Junio;3.568;4.809;
2017;Julio;3.575;4.943;
2017;Agosto;3.565;5.101;
2017;Septiembre;3.567;4.974;
2017;Octubre;3.576;4.916;
2017;Noviembre;3.498;4.790;
2017;Diciembre;3.543;4.698;
2018;Enero;3.630;4.749;
2018;Febrero;3.643;4.779;
2018;Marzo;3.591;4.706;
2018;Abril;3.499;4.614;
2018;Mayo;3.358;4.563;
2018;Junio;3.257;4.496;
2018;Julio;3.271;4.656;
2018;Agosto;3.277;4.689;
2018;Septiembre;3.249;4.551;
2018;Octubre;3.228;4.530;
2018;Noviembre;3.217;4.478;
2018;Diciembre;3.104;4.331;
2019;Enero;3.273;4.432;
2019;Febrero;3.234;4.449;
2019;Marzo;3.229;4.500;
2019;Abril;3.171;4.411;
2019;Mayo;3.121;4.333;
2019;Junio;3.054;4.416;
2019;Julio;3.032;4.559;
2019;Agosto;3.202;4.656;
2019;Septiembre;3.215;4.535;
2019;Octubre;3.269;4.511;
2019;Noviembre;3.225;4.453;
2019;Diciembre;3.232;4.421;
2020;Enero;3.314;4.520;
2020;Febrero;3.337;4.519;
2020;Marzo;3.436;4.700;
2020;Abril;3.860;5.128;
2020;Mayo;4.039;5.376;
2020;Junio;4.003;5.450;
2020;Julio;4.015;5.680;
2020;Agosto;4.126;5.816;
2020;Septiembre;4.128;5.726;
2020;Octubre;4.186;5.740;
2020;Noviembre;4.146;5.719;
2020;Diciembre;4.161;5.665;
2021;Enero;4.204;5.711;
2021;Febrero;4.268;5.820;
2021;Marzo;4.166;5.736;
2021;Abril;4.092;5.643;
2021;Mayo;3.985;5.601;
2021;Junio;3.888;5.562;
2021;Julio;3.825;5.661;
2021;Agosto;3.885;5.759;
2021;Septiembre;3.799;5.613;
2021;Octubre;3.729;5.407;
2021;Noviembre;3.657;5.276;
2021;Diciembre;3.457;4.887;
2022;Enero;3.335;4.781;
2022;Febrero;3.140;4.570;
2022;Marzo;3.129;4.571;
2022;Abril;3.008;4.453;
2022;Mayo;2.822;4.255;
2022;Junio;2.693;4.200;
2022;Julio;2.694;4.241;
2022;Agosto;2.694;4.241;
2022;Septiembre;2.744;4.134;
2022;Octubre;2.735;4.128;
2022;Noviembre;2.701;4.002;
2022;Diciembre;2.701;3.928;
2023;Enero;2.818;4.062;
2023;Febrero;2.781;4.134;
2023;Marzo;2.751;4.155;
2023;Abril;2.731;4.086;
2023;Mayo;2.630;4.043;
2023;Junio;2.640;4.038;
2023;Julio;2.675;4.042;
2023;Agosto;2.720;4.079;
2023;Septiembre;2.761;4.050;
2023;Octubre;2.751;4.019;
2023;Noviembre;2.716;3.955;
2023;Diciembre;2.678;3.894;
2024;Enero;2.743;3.912;
2024;Febrero;2.716;3.898;
2024;Marzo;2.746;3.890;
2024;Abril;2.663;3.873;
2024;Mayo;2.591;3.814;
2024;Junio;2.528;3.806;
2024;Julio;2.634;3.854;
2024;Agosto;2.679;3.919;
2024;Septiembre;2.689;3.896;
2024;Octubre;2.672;3.795;
2024;Noviembre;2.595;3.570;
2024;Diciembre;2.625;3.598;
2025;Enero;2.550;3.552;
2025;Febrero;2.619;3.617;
2025;Marzo;2.667;3.752;
2025;Abril;2.648;3.784;
2025;Mayo;2.592;3.719;
2025;Junio;2.524;3.632;
2025;Julio;2.589;3.640;
2025;Agosto;2.673;3.720;
2025;Septiembre;2.635;3.712;
2025;Octubre;2.608;3.784;
2025;Noviembre;2.608;3.683;
2025;Diciembre;2.659;3.652;
2026;Enero;2.664;3.738;
2026;Febrero;2.683;3.766;
