El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;1.821;12.111;8.945;
2013;Enero;1.901;12.647;9.211;
2013;Febrero;2.005;12.901;9.369;
2013;Marzo;1.993;12.864;9.359;
2013;Abril;1.982;12.712;9.475;
2013;Mayo;1.938;12.316;9.471;
2013;Junio;1.758;12.048;9.367;
2013;Julio;1.699;11.920;9.373;
2013;Agosto;1.689;11.882;9.398;
2013;Septiembre;1.856;11.866;9.418;
2013;Octubre;1.919;12.095;9.595;
2013;Noviembre;1.900;11.994;9.663;
2013;Diciembre;1.709;11.582;9.582;
2014;Enero;1.820;11.795;9.776;
2014;Febrero;1.796;11.917;9.833;
2014;Marzo;1.804;11.792;9.839;
2014;Abril;1.749;11.330;9.833;
2014;Mayo;1.646;10.784;9.633;
2014;Junio;1.614;10.392;9.625;
2014;Julio;1.697;10.374;9.595;
2014;Agosto;1.710;10.391;9.566;
2014;Septiembre;1.880;10.369;9.640;
2014;Octubre;1.860;10.527;9.749;
2014;Noviembre;1.825;10.334;9.737;
2014;Diciembre;1.560;10.117;9.676;
2015;Enero;1.569;10.243;9.819;
2015;Febrero;1.712;10.417;9.818;
2015;Marzo;1.729;10.318;9.812;
2015;Abril;1.698;9.960;9.694;
2015;Mayo;1.591;9.433;9.475;
2015;Junio;1.512;9.100;9.336;
2015;Julio;1.506;8.937;9.215;
2015;Agosto;1.516;8.992;9.239;
2015;Septiembre;1.676;8.937;9.243;
2015;Octubre;1.683;9.161;9.340;
2015;Noviembre;1.677;9.073;9.345;
2015;Diciembre;1.467;8.897;9.297;
2016;Enero;1.519;9.055;9.372;
2016;Febrero;1.600;9.175;9.389;
2016;Marzo;1.651;9.078;9.456;
2016;Abril;1.623;8.900;9.353;
2016;Mayo;1.499;8.511;9.215;
2016;Junio;1.372;8.306;9.124;
2016;Julio;1.331;8.206;8.891;
2016;Agosto;1.359;8.214;8.881;
2016;Septiembre;1.508;8.102;8.862;
2016;Octubre;1.516;8.217;8.954;
2016;Noviembre;1.534;8.058;8.862;
2016;Diciembre;1.353;7.722;8.754;
2017;Enero;1.416;7.994;8.986;
2017;Febrero;1.475;8.060;8.981;
2017;Marzo;1.502;7.886;8.843;
2017;Abril;1.425;7.461;8.693;
2017;Mayo;1.437;7.208;8.511;
2017;Junio;1.372;7.152;8.385;
2017;Julio;1.408;7.202;8.228;
2017;Agosto;1.459;7.260;8.214;
2017;Septiembre;1.544;7.119;8.281;
2017;Octubre;1.549;7.095;8.341;
2017;Noviembre;1.495;6.970;8.352;
2017;Diciembre;1.312;6.948;8.246;
2018;Enero;1.419;7.281;8.477;
2018;Febrero;1.510;7.248;8.495;
2018;Marzo;1.583;7.251;8.506;
2018;Abril;1.540;7.099;8.343;
2018;Mayo;1.430;6.853;8.136;
2018;Junio;1.335;6.667;7.976;
2018;Julio;1.301;6.565;7.833;
2018;Agosto;1.339;6.652;7.860;
2018;Septiembre;1.437;6.520;7.861;
2018;Octubre;1.461;6.530;7.892;
2018;Noviembre;1.437;6.493;7.820;
2018;Diciembre;1.303;6.405;7.741;
2019;Enero;1.332;6.677;7.861;
2019;Febrero;1.421;6.798;8.065;
2019;Marzo;1.473;6.678;8.181;
2019;Abril;1.430;6.625;8.100;
2019;Mayo;1.374;6.416;7.935;
2019;Junio;1.268;6.359;7.903;
2019;Julio;1.265;6.377;7.757;
2019;Agosto;1.256;6.556;7.821;
2019;Septiembre;1.401;6.395;7.798;
2019;Octubre;1.444;6.460;7.967;
2019;Noviembre;1.404;6.407;7.981;
2019;Diciembre;1.256;6.255;7.959;
2020;Enero;1.317;6.544;8.123;
2020;Febrero;1.414;6.572;8.128;
2020;Marzo;1.421;6.946;8.286;
2020;Abril;1.666;8.181;8.898;
2020;Mayo;1.768;8.590;9.123;
2020;Junio;1.668;8.583;9.217;
2020;Julio;1.799;8.776;9.354;
2020;Agosto;1.862;8.835;9.413;
2020;Septiembre;1.956;8.631;9.470;
2020;Octubre;2.034;8.758;9.627;
2020;Noviembre;2.030;8.735;9.638;
2020;Diciembre;2.055;8.745;9.681;
2021;Enero;2.007;9.004;9.841;
2021;Febrero;2.085;9.069;10.064;
2021;Marzo;2.052;8.832;10.033;
2021;Abril;2.035;8.700;9.945;
2021;Mayo;1.865;8.397;9.881;
2021;Junio;1.774;8.169;9.756;
2021;Julio;1.710;7.966;9.593;
2021;Agosto;1.685;7.912;9.620;
2021;Septiembre;1.723;7.599;9.531;
2021;Octubre;1.650;7.312;9.466;
2021;Noviembre;1.590;7.066;9.374;
2021;Diciembre;1.300;6.516;8.945;
2022;Enero;1.168;6.324;8.778;
2022;Febrero;1.093;6.008;8.440;
2022;Marzo;1.120;5.915;8.422;
2022;Abril;1.085;5.648;8.172;
2022;Mayo;974;5.345;7.829;
2022;Junio;944;5.110;7.645;
2022;Julio;940;5.278;7.694;
2022;Agosto;940;5.278;7.694;
2022;Septiembre;1.066;5.311;7.757;
2022;Octubre;1.074;5.270;7.827;
2022;Noviembre;1.068;5.175;7.710;
2022;Diciembre;970;5.076;7.628;
2023;Enero;1.026;5.293;7.715;
2023;Febrero;1.061;5.497;7.852;
2023;Marzo;1.133;5.543;7.875;
2023;Abril;1.048;5.520;7.793;
2023;Mayo;1.017;5.344;7.730;
2023;Junio;1.035;5.262;7.647;
2023;Julio;1.039;5.144;7.496;
2023;Agosto;1.052;5.191;7.464;
2023;Septiembre;1.098;5.301;7.556;
2023;Octubre;1.112;5.379;7.630;
2023;Noviembre;1.067;5.184;7.510;
2023;Diciembre;968;5.143;7.509;
2024;Enero;1.059;5.413;7.719;
2024;Febrero;1.153;5.455;7.687;
2024;Marzo;1.193;5.498;7.774;
2024;Abril;1.083;5.343;7.598;
2024;Mayo;996;5.238;7.458;
2024;Junio;1.004;5.045;7.384;
2024;Julio;982;5.088;7.344;
2024;Agosto;1.005;5.061;7.315;
2024;Septiembre;1.086;5.069;7.306;
2024;Octubre;1.139;5.144;7.370;
2024;Noviembre;1.036;4.898;7.164;
2024;Diciembre;975;4.962;7.194;
2025;Enero;935;5.112;7.325;
2025;Febrero;1.032;5.184;7.286;
2025;Marzo;1.075;5.314;7.462;
2025;Abril;979;5.241;7.338;
2025;Mayo;880;4.999;7.175;
2025;Junio;873;4.872;7.034;
2025;Julio;883;4.871;6.943;
2025;Agosto;875;4.966;6.966;
2025;Septiembre;946;4.850;6.939;
2025;Octubre;1.018;4.972;7.021;
2025;Noviembre;941;4.879;6.970;
2025;Diciembre;874;4.789;6.957;
2026;Enero;914;4.965;6.946;
2026;Febrero;1.000;5.024;6.935;
