El municipio en cifras
Renta neta media por hogar (€)
Año;Periodos;Carabanchel;Madrid;
2013;Anual;26806,1906947091;36591,6633285965;
2014;Anual;26749,66;37231,15;
2015;Anual;27935,7067471105;38534,6170377993;
2016;Anual;28301;39613;
2017;Anual;28721;40195;
2018;Anual;29842;42283;
2019;Anual;31190;43393;
2020;Anual;30890;43003;
2021;Anual;32050;43953;
2022;Anual;33786;46651;
