year,value,monthID,districtID,unitID
2018,8112,0,4,15
2019,10951,0,4,15
2020,11336,0,4,15
2021,10885,0,4,15
2022,10560,0,4,15
2023,10601,0,4,15
2010,8262,0,14,15
2011,8282,0,14,15
2012,7297,0,14,15
2013,7661,0,14,15
2014,8401,0,14,15
2015,8741,0,14,15
2016,8957,0,14,15
2017,9530,0,14,15
2018,6942,0,14,15
2019,10551,0,14,15
2020,10943,0,14,15
2021,10524,0,14,15
2022,10228,0,14,15
2023,10437,0,14,15
