year,value,monthID,districtID,unitID
1987,226135,0,16,2
1988,228667,0,16,2
1989,228945,0,16,2
1990,229891,0,16,2
1991,224698,0,16,2
1992,225282,0,16,2
1993,227338,0,16,2
1994,228559,0,16,2
1995,230313,0,16,2
1996,224882,0,16,2
1997,226256,0,16,2
1998,227629,0,16,2
1999,226955,0,16,2
2000,225421,0,16,2
2001,228548,0,16,2
2002,232520,0,16,2
2003,237899,0,16,2
2004,240917,0,16,2
2005,241661,0,16,2
2006,243474,0,16,2
2007,241907,0,16,2
2008,244151,0,16,2
2009,245180,0,16,2
2010,244038,0,16,2
2011,240988,0,16,2
2012,237612,0,16,2
2013,233240,0,16,2
2014,228739,0,16,2
2015,226135,0,16,2
2016,227195,0,16,2
2017,227595,0,16,2
2018,230488,0,16,2
2019,234770,0,16,2
2020,240867,0,16,2
2021,239057,0,16,2
2022,235638,0,16,2
2023,241603,0,16,2
2024,253048,0,16,2
2025,260178,0,16,2
1987,38411,0,20,2
1988,38903,0,20,2
1989,39614,0,20,2
1990,40385,0,20,2
1991,40396,0,20,2
1992,40576,0,20,2
1993,40959,0,20,2
1994,41001,0,20,2
1995,40727,0,20,2
1996,41336,0,20,2
1997,43963,0,20,2
1998,46589,0,20,2
1999,48704,0,20,2
2000,50070,0,20,2
2001,51887,0,20,2
2002,54477,0,20,2
2003,57573,0,20,2
2004,61165,0,20,2
2005,63881,0,20,2
2006,66563,0,20,2
2007,66299,0,20,2
2008,68716,0,20,2
2009,70050,0,20,2
2010,70726,0,20,2
2011,71062,0,20,2
2012,70757,0,20,2
2013,70391,0,20,2
2014,69729,0,20,2
2015,69363,0,20,2
2016,69800,0,20,2
2017,70051,0,20,2
2018,70962,0,20,2
2019,72126,0,20,2
2020,74048,0,20,2
2021,75485,0,20,2
2022,79328,0,20,2
2023,83804,0,20,2
2024,89772,0,20,2
2025,95233,0,20,2
1987,130613,0,8,2
1988,131020,0,8,2
1989,131793,0,8,2
1990,132439,0,8,2
1991,127832,0,8,2
1992,127709,0,8,2
1993,128817,0,8,2
1994,129511,0,8,2
1995,129303,0,8,2
1996,120445,0,8,2
1997,120781,0,8,2
1998,121116,0,8,2
1999,121652,0,8,2
2000,121574,0,8,2
2001,123736,0,8,2
2002,124888,0,8,2
2003,126477,0,8,2
2004,126283,0,8,2
2005,126058,0,8,2
2006,125978,0,8,2
2007,124530,0,8,2
2008,124258,0,8,2
2009,123969,0,8,2
2010,123159,0,8,2
2011,122068,0,8,2
2012,121146,0,8,2
2013,120252,0,8,2
2014,118743,0,8,2
2015,117934,0,8,2
2016,118559,0,8,2
2017,118516,0,8,2
2018,119011,0,8,2
2019,119379,0,8,2
2020,120406,0,8,2
2021,118557,0,8,2
2022,117672,0,8,2
2023,117918,0,8,2
2024,119757,0,8,2
2025,120447,0,8,2
1987,150133,0,3,2
1988,150799,0,3,2
1989,152065,0,3,2
1990,152996,0,3,2
1991,145662,0,3,2
1992,146214,0,3,2
1993,147679,0,3,2
1994,149073,0,3,2
1995,148960,0,3,2
1996,135301,0,3,2
1997,136402,0,3,2
1998,137503,0,3,2
1999,137706,0,3,2
2000,136967,0,3,2
2001,138941,0,3,2
2002,139987,0,3,2
2003,142626,0,3,2
2004,142735,0,3,2
2005,141302,0,3,2
2006,142045,0,3,2
2007,143778,0,3,2
2008,145088,0,3,2
2009,146347,0,3,2
2010,146358,0,3,2
2011,146117,0,3,2
2012,145162,0,3,2
2013,144546,0,3,2
2014,142684,0,3,2
2015,141435,0,3,2
2016,142610,0,3,2
2017,143424,0,3,2
2018,144894,0,3,2
2019,145865,0,3,2
2020,147551,0,3,2
2021,145700,0,3,2
2022,144371,0,3,2
2023,144796,0,3,2
2024,148111,0,3,2
2025,149654,0,3,2
1987,128412,0,15,2
1988,127862,0,15,2
1989,128013,0,15,2
1990,128402,0,15,2
1991,124785,0,15,2
1992,124941,0,15,2
1993,125286,0,15,2
1994,125164,0,15,2
1995,126463,0,15,2
1996,123476,0,15,2
1997,124008,0,15,2
1998,124540,0,15,2
1999,123861,0,15,2
2000,123629,0,15,2
2001,126501,0,15,2
2002,130417,0,15,2
2003,135540,0,15,2
2004,140205,0,15,2
2005,143388,0,15,2
2006,146859,0,15,2
2007,146184,0,15,2
2008,148252,0,15,2
2009,149727,0,15,2
2010,149736,0,15,2
2011,148599,0,15,2
2012,146462,0,15,2
2013,144286,0,15,2
2014,142040,0,15,2
2015,140599,0,15,2
2016,141442,0,15,2
2017,142608,0,15,2
2018,145523,0,15,2
2019,148883,0,15,2
2020,154318,0,15,2
2021,154808,0,15,2
2022,153829,0,15,2
2023,159038,0,15,2
2024,167952,0,15,2
2025,173183,0,15,2
1987,156959,0,9,2
1988,156542,0,9,2
1989,156358,0,9,2
1990,156254,0,9,2
1991,147318,0,9,2
1992,147425,0,9,2
1993,148052,0,9,2
1994,147678,0,9,2
1995,146488,0,9,2
1996,135367,0,9,2
1997,135639,0,9,2
1998,135910,0,9,2
1999,135742,0,9,2
2000,135210,0,9,2
2001,140951,0,9,2
2002,144700,0,9,2
2003,149200,0,9,2
2004,150834,0,9,2
2005,150379,0,9,2
2006,152615,0,9,2
2007,152206,0,9,2
2008,154470,0,9,2
2009,156658,0,9,2
2010,157527,0,9,2
2011,156433,0,9,2
2012,155764,0,9,2
2013,155684,0,9,2
2014,152523,0,9,2
2015,150860,0,9,2
2016,152545,0,9,2
2017,153789,0,9,2
2018,155967,0,9,2
2019,157937,0,9,2
2020,161313,0,9,2
2021,159849,0,9,2
2022,157433,0,9,2
2023,160002,0,9,2
2024,166211,0,9,2
2025,169479,0,9,2
1987,285016,0,5,2
1988,283224,0,5,2
1989,281380,0,5,2
1990,281062,0,5,2
1991,272240,0,5,2
1992,271652,0,5,2
1993,270973,0,5,2
1994,269366,0,5,2
1995,267010,0,5,2
1996,255741,0,5,2
1997,254964,0,5,2
1998,254186,0,5,2
1999,251558,0,5,2
2000,249105,0,5,2
2001,253014,0,5,2
2002,255545,0,5,2
2003,258667,0,5,2
2004,259199,0,5,2
2005,257431,0,5,2
2006,258761,0,5,2
2007,256644,0,5,2
2008,258476,0,5,2
2009,258012,0,5,2
2010,255402,0,5,2
2011,251569,0,5,2
2012,246542,0,5,2
2013,243603,0,5,2
2014,237953,0,5,2
2015,234222,0,5,2
2016,234015,0,5,2
2017,233808,0,5,2
2018,235785,0,5,2
2019,238154,0,5,2
2020,242139,0,5,2
2021,240155,0,5,2
2022,237048,0,5,2
2023,241672,0,5,2
2024,250396,0,5,2
2025,254161,0,5,2
1987,146302,0,1,2
1988,146495,0,1,2
1989,147331,0,1,2
1990,147911,0,1,2
1991,136125,0,1,2
1992,136972,0,1,2
1993,139703,0,1,2
1994,140186,0,1,2
1995,139010,0,1,2
1996,122615,0,1,2
1997,123878,0,1,2
1998,125140,0,1,2
1999,126061,0,1,2
2000,126708,0,1,2
2001,133809,0,1,2
2002,139431,0,1,2
2003,146443,0,1,2
2004,150159,0,1,2
2005,148714,0,1,2
2006,149718,0,1,2
2007,141396,0,1,2
2008,142270,0,1,2
2009,143674,0,1,2
2010,143908,0,1,2
2011,142876,0,1,2
2012,139952,0,1,2
2013,138400,0,1,2
2014,134271,0,1,2
2015,131106,0,1,2
2016,132644,0,1,2
2017,131928,0,1,2
2018,132352,0,1,2
2019,134881,0,1,2
2020,140473,0,1,2
2021,141236,0,1,2
2022,139682,0,1,2
2023,139687,0,1,2
2024,145411,0,1,2
2025,146349,0,1,2
1987,33813,0,21,2
1988,33860,0,21,2
1989,34001,0,21,2
1990,34326,0,21,2
1991,34515,0,21,2
1992,34597,0,21,2
1993,35065,0,21,2
1994,35226,0,21,2
1995,35296,0,21,2
1996,33792,0,21,2
1997,34058,0,21,2
1998,34324,0,21,2
1999,34540,0,21,2
2000,35008,0,21,2
2001,36166,0,21,2
2002,37672,0,21,2
2003,40303,0,21,2
2004,41292,0,21,2
2005,42200,0,21,2
2006,43423,0,21,2
2007,43698,0,21,2
2008,44274,0,21,2
2009,44989,0,21,2
2010,45797,0,21,2
2011,46211,0,21,2
2012,46192,0,21,2
2013,46089,0,21,2
2014,45586,0,21,2
2015,45747,0,21,2
2016,46264,0,21,2
2017,46876,0,21,2
2018,47836,0,21,2
2019,48972,0,21,2
2020,50010,0,21,2
2021,50077,0,21,2
2022,48404,0,21,2
2023,48646,0,21,2
2024,49612,0,21,2
2025,50539,0,21,2
1987,137274,0,10,2
1988,138226,0,10,2
1989,138854,0,10,2
1990,140121,0,10,2
1991,138260,0,10,2
1992,138789,0,10,2
1993,140075,0,10,2
1994,140323,0,10,2
1995,141308,0,10,2
1996,140517,0,10,2
1997,141468,0,10,2
1998,142419,0,10,2
1999,143335,0,10,2
2000,143842,0,10,2
2001,146493,0,10,2
2002,148035,0,10,2
2003,151746,0,10,2
2004,152483,0,10,2
2005,153848,0,10,2
2006,158221,0,10,2
2007,161661,0,10,2
2008,168702,0,10,2
2009,172388,0,10,2
2010,174686,0,10,2
2011,175648,0,10,2
2012,174640,0,10,2
2013,173966,0,10,2
2014,172705,0,10,2
2015,174343,0,10,2
2016,177738,0,10,2
2017,180462,0,10,2
2018,183930,0,10,2
2019,188267,0,10,2
2020,193264,0,10,2
2021,193228,0,10,2
2022,195017,0,10,2
2023,198391,0,10,2
2024,205182,0,10,2
2025,209541,0,10,2
1987,125620,0,19,2
1988,125399,0,19,2
1989,125718,0,19,2
1990,125472,0,19,2
1991,120582,0,19,2
1992,120664,0,19,2
1993,121188,0,19,2
1994,120904,0,19,2
1995,119833,0,19,2
1996,113706,0,19,2
1997,113703,0,19,2
1998,113699,0,19,2
1999,112650,0,19,2
2000,112180,0,19,2
2001,116037,0,19,2
2002,121130,0,19,2
2003,124665,0,19,2
2004,129015,0,19,2
2005,132145,0,19,2
2006,135876,0,19,2
2007,136391,0,19,2
2008,139594,0,19,2
2009,141189,0,19,2
2010,141755,0,19,2
2011,140263,0,19,2
2012,138135,0,19,2
2013,136063,0,19,2
2014,133655,0,19,2
2015,132744,0,19,2
2016,134015,0,19,2
2017,134791,0,19,2
2018,136978,0,19,2
2019,139501,0,19,2
2020,142894,0,19,2
2021,142454,0,19,2
2022,140808,0,19,2
2023,142746,0,19,2
2024,149113,0,19,2
2025,153980,0,19,2
1987,172721,0,6,2
1988,172671,0,6,2
1989,172969,0,6,2
1990,173039,0,6,2
1991,160942,0,6,2
1992,161167,0,6,2
1993,162457,0,6,2
1994,162294,0,6,2
1995,160622,0,6,2
1996,144889,0,6,2
1997,145297,0,6,2
1998,145705,0,6,2
1999,145682,0,6,2
2000,144483,0,6,2
2001,147498,0,6,2
2002,144700,0,6,2
2003,151230,0,6,2
2004,151766,0,6,2
2005,150810,0,6,2
2006,150631,0,6,2
2007,145593,0,6,2
2008,145934,0,6,2
2009,145794,0,6,2
2010,145144,0,6,2
2011,143773,0,6,2
2012,141394,0,6,2
2013,141085,0,6,2
2014,138586,0,6,2
2015,137286,0,6,2
2016,137532,0,6,2
2017,137401,0,6,2
2018,138418,0,6,2
2019,139448,0,6,2
2020,140866,0,6,2
2021,138667,0,6,2
2022,137287,0,6,2
2023,138204,0,6,2
2024,141984,0,6,2
2025,143807,0,6,2
1987,120783,0,7,2
1988,120901,0,7,2
1989,120690,0,7,2
1990,121128,0,7,2
1991,116718,0,7,2
1992,116960,0,7,2
1993,118119,0,7,2
1994,118555,0,7,2
1995,118774,0,7,2
1996,114700,0,7,2
1997,117107,0,7,2
1998,119514,0,7,2
1999,122385,0,7,2
2000,123427,0,7,2
2001,130829,0,7,2
2002,137022,0,7,2
2003,143867,0,7,2
2004,146402,0,7,2
2005,146833,0,7,2
2006,148797,0,7,2
2007,149577,0,7,2
2008,152744,0,7,2
2009,154345,0,7,2
2010,154787,0,7,2
2011,154717,0,7,2
2012,153923,0,7,2
2013,154062,0,7,2
2014,151608,0,7,2
2015,150177,0,7,2
2016,151520,0,7,2
2017,151965,0,7,2
2018,152907,0,7,2
2019,153830,0,7,2
2020,155660,0,7,2
2021,154243,0,7,2
2022,152638,0,7,2
