El municipio en cifras
Afiliaciones de residentes a la Seguridad Social por sexo
Año;Periodos;Hombres;Mujeres;
2013;Anual;9.021;8.914;
2014;Anual;7.829;7.829;
2015;Anual;7.850;7.892;
2016;Anual;8.946;9.113;
2017;Anual;9.500;9.517;
2018;Anual;9.554;9.600;
2019;Anual;9.897;9.953;
2020;Anual;10.227;10.263;
2021;Anual;10.130;10.265;
2022;Anual;10.417;10.603;
2023;Anual;10.535;10.758;
