El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;1.285;1.433;
2013;Enero;1.306;1.495;
2013;Febrero;1.329;1.504;
2013;Marzo;1.332;1.506;
2013;Abril;1.313;1.477;
2013;Mayo;1.318;1.489;
2013;Junio;1.321;1.472;
2013;Julio;1.309;1.506;
2013;Agosto;1.312;1.534;
2013;Septiembre;1.292;1.529;
2013;Octubre;1.326;1.529;
2013;Noviembre;1.330;1.508;
2013;Diciembre;1.322;1.472;
2014;Enero;1.366;1.529;
2014;Febrero;1.360;1.522;
2014;Marzo;1.316;1.514;
2014;Abril;1.278;1.434;
2014;Mayo;1.237;1.407;
2014;Junio;1.186;1.369;
2014;Julio;1.212;1.436;
2014;Agosto;1.240;1.482;
2014;Septiembre;1.248;1.451;
2014;Octubre;1.254;1.437;
2014;Noviembre;1.238;1.428;
2014;Diciembre;1.200;1.372;
2015;Enero;1.253;1.402;
2015;Febrero;1.264;1.418;
2015;Marzo;1.237;1.401;
2015;Abril;1.205;1.371;
2015;Mayo;1.134;1.318;
2015;Junio;1.126;1.264;
2015;Julio;1.083;1.309;
2015;Agosto;1.112;1.301;
2015;Septiembre;1.078;1.272;
2015;Octubre;1.088;1.264;
2015;Noviembre;1.077;1.244;
2015;Diciembre;1.081;1.238;
2016;Enero;1.087;1.239;
2016;Febrero;1.108;1.273;
2016;Marzo;1.094;1.257;
2016;Abril;1.090;1.233;
2016;Mayo;1.046;1.217;
2016;Junio;1.017;1.224;
2016;Julio;980;1.239;
2016;Agosto;986;1.267;
2016;Septiembre;965;1.186;
2016;Octubre;976;1.167;
2016;Noviembre;972;1.168;
2016;Diciembre;965;1.135;
2017;Enero;986;1.141;
2017;Febrero;994;1.158;
2017;Marzo;1.005;1.147;
2017;Abril;962;1.143;
2017;Mayo;929;1.140;
2017;Junio;867;1.109;
2017;Julio;849;1.129;
2017;Agosto;872;1.159;
2017;Septiembre;886;1.146;
2017;Octubre;875;1.119;
2017;Noviembre;840;1.097;
2017;Diciembre;861;1.068;
2018;Enero;903;1.071;
2018;Febrero;888;1.104;
2018;Marzo;857;1.108;
2018;Abril;834;1.109;
2018;Mayo;775;1.107;
2018;Junio;724;1.057;
2018;Julio;711;1.049;
2018;Agosto;697;1.047;
2018;Septiembre;702;1.087;
2018;Octubre;702;1.087;
2018;Noviembre;739;1.024;
2018;Diciembre;715;1.026;
2019;Enero;776;1.078;
2019;Febrero;793;1.081;
2019;Marzo;787;1.078;
2019;Abril;747;1.083;
2019;Mayo;725;1.043;
2019;Junio;713;1.056;
2019;Julio;716;1.084;
2019;Agosto;762;1.077;
2019;Septiembre;736;1.057;
2019;Octubre;748;1.051;
2019;Noviembre;765;1.073;
2019;Diciembre;766;1.038;
2020;Enero;791;1.059;
2020;Febrero;803;1.091;
2020;Marzo;853;1.109;
2020;Abril;965;1.211;
2020;Mayo;1.039;1.296;
2020;Junio;1.025;1.320;
2020;Julio;1.034;1.368;
2020;Agosto;1.042;1.398;
2020;Septiembre;1.018;1.357;
2020;Octubre;1.050;1.386;
2020;Noviembre;1.056;1.378;
2020;Diciembre;1.071;1.349;
2021;Enero;1.095;1.370;
2021;Febrero;1.121;1.411;
2021;Marzo;1.076;1.391;
2021;Abril;1.050;1.389;
2021;Mayo;981;1.354;
2021;Junio;972;1.351;
2021;Julio;926;1.325;
2021;Agosto;927;1.339;
2021;Septiembre;905;1.314;
2021;Octubre;882;1.268;
2021;Noviembre;866;1.232;
2021;Diciembre;816;1.153;
2022;Enero;771;1.117;
2022;Febrero;712;1.059;
2022;Marzo;705;1.030;
2022;Abril;686;1.034;
2022;Mayo;672;994;
2022;Junio;642;998;
2022;Julio;654;992;
2022;Agosto;654;992;
2022;Septiembre;646;989;
2022;Octubre;641;950;
2022;Noviembre;651;940;
2022;Diciembre;621;915;
2023;Enero;640;943;
2023;Febrero;638;950;
2023;Marzo;635;963;
2023;Abril;628;932;
2023;Mayo;620;927;
2023;Junio;608;937;
2023;Julio;620;966;
2023;Agosto;612;951;
2023;Septiembre;622;923;
2023;Octubre;643;929;
2023;Noviembre;629;902;
2023;Diciembre;617;873;
2024;Enero;629;882;
2024;Febrero;596;917;
2024;Marzo;611;908;
2024;Abril;604;871;
2024;Mayo;593;843;
2024;Junio;572;846;
2024;Julio;584;856;
2024;Agosto;592;851;
2024;Septiembre;611;847;
2024;Octubre;618;849;
2024;Noviembre;722;1.074;
2024;Diciembre;632;961;
2025;Enero;623;957;
2025;Febrero;636;994;
2025;Marzo;597;866;
2025;Abril;604;895;
2025;Mayo;603;891;
2025;Junio;601;869;
2025;Julio;619;909;
2025;Agosto;623;925;
2025;Septiembre;622;914;
2025;Octubre;631;908;
2025;Noviembre;604;940;
2025;Diciembre;611;925;
2026;Enero;622;926;
2026;Febrero;633;883;
