El municipio en cifras
Afiliaciones al régimen general por lugar de trabajo sobre población de 16 a 64 (%)
Año;Periodos;Hombres;Mujeres;
2010;Anual;129,4;108,9;
2011;Anual;138,0;115,0;
2012;Anual;143,4;119,3;
2013;Anual;123,8;126,2;
2014;Anual;127,6;127,7;
2015;Anual;131,0;128,8;
2016;Anual;141,7;163,5;
2017;Anual;145,8;166,0;
2018;Anual;151,1;160,2;
2019;Anual;155,0;162,2;
2020;Anual;155,6;158,4;
2021;Anual;152,7;153,5;
2022;Anual;132,3;124,1;
2023;Anual;140,4;127,8;
