El municipio en cifras
Afiliaciones a la Seguridad Social por lugar de trabajo y sexo
Año;Periodos;Hombres;Mujeres;
2010;Anual;3.004;1.785;
2011;Anual;3.164;1.947;
2012;Anual;2.918;1.807;
2013;Anual;2.874;2.329;
2014;Anual;3.391;2.542;
2015;Anual;3.623;2.830;
2016;Anual;3.995;3.020;
2017;Anual;4.076;3.022;
2018;Anual;4.281;3.031;
2019;Anual;5.377;3.421;
2020;Anual;6.087;3.630;
2021;Anual;6.370;3.543;
2022;Anual;7.051;4.017;
2023;Anual;7.557;4.424;
