El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2023;Mayo;373;1.590;2.380;
2023;Junio;363;1.590;2.369;
2023;Julio;369;1.593;2.367;
2023;Agosto;381;1.641;2.354;
2023;Septiembre;413;1.621;2.389;
2023;Octubre;401;1.599;2.381;
2023;Noviembre;357;1.576;2.331;
2023;Diciembre;324;1.558;2.337;
2024;Enero;380;1.619;2.404;
2024;Febrero;401;1.622;2.412;
2024;Marzo;396;1.651;2.473;
2024;Abril;363;1.605;2.452;
2024;Mayo;356;1.597;2.414;
2024;Junio;330;1.581;2.366;
2024;Julio;332;1.586;2.372;
2024;Agosto;330;1.595;2.329;
2024;Septiembre;355;1.555;2.359;
2024;Octubre;363;1.607;2.361;
2024;Noviembre;242;1.020;1.687;
2024;Diciembre;314;1.506;2.604;
2025;Enero;335;1.506;2.629;
2025;Febrero;344;1.563;2.650;
2025;Marzo;353;1.570;2.408;
2025;Abril;323;1.529;2.399;
2025;Mayo;314;1.516;2.368;
2025;Junio;325;1.493;2.325;
2025;Julio;284;1.515;2.345;
2025;Agosto;322;1.545;2.353;
2025;Septiembre;354;1.516;2.383;
2025;Octubre;347;1.511;2.367;
2025;Noviembre;317;1.484;2.349;
2025;Diciembre;307;1.480;2.348;
2026;Enero;312;1.511;2.360;
2026;Febrero;327;1.571;2.374;
