El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;572;3.187;2.258;
2013;Enero;577;3.297;2.331;
2013;Febrero;617;3.353;2.381;
2013;Marzo;619;3.351;2.392;
2013;Abril;613;3.313;2.402;
2013;Mayo;603;3.252;2.403;
2013;Junio;566;3.192;2.421;
2013;Julio;571;3.165;2.458;
2013;Agosto;544;3.158;2.482;
2013;Septiembre;587;3.160;2.494;
2013;Octubre;594;3.175;2.511;
2013;Noviembre;608;3.144;2.519;
2013;Diciembre;548;3.054;2.511;
2014;Enero;583;3.120;2.548;
2014;Febrero;579;3.136;2.569;
2014;Marzo;581;3.137;2.593;
2014;Abril;564;3.032;2.558;
2014;Mayo;519;2.975;2.544;
2014;Junio;478;2.858;2.516;
2014;Julio;522;2.889;2.528;
2014;Agosto;534;2.876;2.574;
2014;Septiembre;597;2.851;2.547;
2014;Octubre;591;2.839;2.602;
2014;Noviembre;593;2.822;2.594;
2014;Diciembre;509;2.784;2.625;
2015;Enero;517;2.782;2.615;
2015;Febrero;532;2.785;2.631;
2015;Marzo;552;2.758;2.627;
2015;Abril;528;2.688;2.595;
2015;Mayo;526;2.601;2.538;
2015;Junio;531;2.520;2.523;
2015;Julio;546;2.541;2.504;
2015;Agosto;525;2.527;2.519;
2015;Septiembre;560;2.464;2.479;
2015;Octubre;570;2.485;2.550;
2015;Noviembre;571;2.441;2.514;
2015;Diciembre;490;2.381;2.545;
2016;Enero;470;2.420;2.556;
2016;Febrero;481;2.416;2.560;
2016;Marzo;488;2.390;2.513;
2016;Abril;478;2.323;2.499;
2016;Mayo;468;2.281;2.441;
2016;Junio;482;2.234;2.428;
2016;Julio;464;2.181;2.410;
2016;Agosto;467;2.199;2.444;
2016;Septiembre;510;2.119;2.439;
2016;Octubre;520;2.108;2.459;
2016;Noviembre;534;2.075;2.441;
2016;Diciembre;456;2.058;2.428;
2017;Enero;486;2.123;2.459;
2017;Febrero;516;2.162;2.488;
2017;Marzo;516;2.145;2.482;
2017;Abril;485;2.090;2.443;
2017;Mayo;477;2.020;2.399;
2017;Junio;442;1.999;2.367;
2017;Julio;472;1.991;2.346;
2017;Agosto;515;2.048;2.355;
2017;Septiembre;554;1.988;2.346;
2017;Octubre;547;1.984;2.373;
2017;Noviembre;509;1.882;2.336;
2017;Diciembre;412;1.825;2.336;
2018;Enero;450;1.897;2.428;
2018;Febrero;482;1.965;2.402;
2018;Marzo;480;1.895;2.389;
2018;Abril;476;1.910;2.364;
2018;Mayo;445;1.836;2.317;
2018;Junio;462;1.741;2.284;
2018;Julio;449;1.721;2.268;
2018;Agosto;469;1.739;2.300;
2018;Septiembre;513;1.748;2.299;
2018;Octubre;479;1.707;2.258;
2018;Noviembre;456;1.695;2.245;
2018;Diciembre;405;1.652;2.176;
2019;Enero;436;1.731;2.270;
2019;Febrero;440;1.772;2.300;
2019;Marzo;473;1.776;2.293;
2019;Abril;436;1.730;2.272;
2019;Mayo;420;1.680;2.252;
2019;Junio;423;1.656;2.194;
2019;Julio;431;1.647;2.170;
2019;Agosto;462;1.761;2.217;
2019;Septiembre;492;1.678;2.217;
2019;Octubre;499;1.717;2.275;
2019;Noviembre;507;1.647;2.277;
2019;Diciembre;452;1.630;2.270;
2020;Enero;457;1.720;2.289;
2020;Febrero;474;1.759;2.317;
2020;Marzo;457;1.807;2.369;
2020;Abril;485;1.998;2.528;
2020;Mayo;498;2.079;2.610;
2020;Junio;498;2.104;2.580;
2020;Julio;531;2.118;2.614;
2020;Agosto;558;2.137;2.649;
2020;Septiembre;598;2.113;2.634;
2020;Octubre;658;2.133;2.679;
2020;Noviembre;646;2.111;2.681;
2020;Diciembre;661;2.142;2.711;
2021;Enero;651;2.186;2.730;
2021;Febrero;681;2.208;2.728;
2021;Marzo;663;2.248;2.746;
2021;Abril;654;2.183;2.722;
2021;Mayo;593;2.139;2.735;
2021;Junio;580;2.078;2.727;
2021;Julio;545;2.080;2.714;
2021;Agosto;566;2.089;2.713;
2021;Septiembre;580;2.015;2.695;
2021;Octubre;557;1.976;2.694;
2021;Noviembre;528;1.928;2.667;
2021;Diciembre;422;1.779;2.591;
2022;Enero;405;1.767;2.559;
2022;Febrero;373;1.685;2.447;
2022;Marzo;420;1.637;2.439;
2022;Abril;425;1.595;2.391;
2022;Mayo;356;1.542;2.345;
2022;Junio;340;1.471;2.268;
2022;Julio;364;1.591;2.317;
2022;Agosto;364;1.591;2.317;
2022;Septiembre;386;1.644;2.324;
2022;Octubre;361;1.617;2.373;
2022;Noviembre;350;1.583;2.319;
2022;Diciembre;328;1.533;2.340;
2023;Enero;371;1.629;2.413;
2023;Febrero;360;1.655;2.460;
2023;Marzo;407;1.669;2.441;
2023;Abril;364;1.624;2.390;
