El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;1.574;8.174;5.883;
2013;Enero;1.592;8.477;6.064;
2013;Febrero;1.660;8.470;6.087;
2013;Marzo;1.734;8.574;6.217;
2013;Abril;1.762;8.442;6.243;
2013;Mayo;1.676;8.217;6.290;
2013;Junio;1.552;8.063;6.269;
2013;Julio;1.473;7.954;6.242;
2013;Agosto;1.453;7.943;6.230;
2013;Septiembre;1.585;7.985;6.296;
2013;Octubre;1.687;8.055;6.371;
2013;Noviembre;1.690;8.002;6.418;
2013;Diciembre;1.502;7.746;6.409;
2014;Enero;1.549;7.870;6.465;
2014;Febrero;1.553;7.943;6.559;
2014;Marzo;1.568;7.808;6.543;
2014;Abril;1.547;7.511;6.509;
2014;Mayo;1.465;7.284;6.380;
2014;Junio;1.390;6.965;6.362;
2014;Julio;1.497;6.853;6.290;
2014;Agosto;1.505;6.872;6.241;
2014;Septiembre;1.641;7.001;6.350;
2014;Octubre;1.623;7.092;6.352;
2014;Noviembre;1.535;7.051;6.398;
2014;Diciembre;1.364;6.928;6.407;
2015;Enero;1.369;7.054;6.464;
2015;Febrero;1.375;7.089;6.465;
2015;Marzo;1.357;7.031;6.501;
2015;Abril;1.307;6.751;6.352;
2015;Mayo;1.316;6.537;6.237;
2015;Junio;1.246;6.335;6.184;
2015;Julio;1.226;6.183;6.073;
2015;Agosto;1.207;6.195;6.029;
2015;Septiembre;1.377;6.122;6.079;
2015;Octubre;1.392;6.212;6.154;
2015;Noviembre;1.361;6.167;6.128;
2015;Diciembre;1.215;6.031;6.078;
2016;Enero;1.199;6.176;6.179;
2016;Febrero;1.279;6.170;6.205;
2016;Marzo;1.254;6.060;6.210;
2016;Abril;1.240;5.909;6.128;
2016;Mayo;1.152;5.703;5.998;
2016;Junio;1.087;5.558;5.888;
2016;Julio;1.074;5.404;5.766;
2016;Agosto;1.117;5.405;5.771;
2016;Septiembre;1.210;5.391;5.833;
2016;Octubre;1.213;5.458;5.844;
2016;Noviembre;1.161;5.368;5.796;
2016;Diciembre;1.090;5.273;5.765;
2017;Enero;1.084;5.425;5.852;
2017;Febrero;1.111;5.407;5.889;
2017;Marzo;1.136;5.368;5.789;
2017;Abril;1.102;5.294;5.680;
2017;Mayo;1.077;5.132;5.581;
2017;Junio;991;4.966;5.469;
2017;Julio;1.033;4.927;5.414;
2017;Agosto;1.048;4.938;5.393;
2017;Septiembre;1.132;4.998;5.448;
2017;Octubre;1.122;5.028;5.511;
2017;Noviembre;1.100;4.804;5.436;
2017;Diciembre;990;4.663;5.336;
2018;Enero;1.035;4.862;5.553;
2018;Febrero;1.087;4.865;5.567;
2018;Marzo;1.108;4.830;5.542;
2018;Abril;1.103;4.772;5.428;
2018;Mayo;1.040;4.651;5.380;
2018;Junio;977;4.508;5.325;
2018;Julio;1.003;4.448;5.228;
2018;Agosto;1.058;4.426;5.249;
2018;Septiembre;1.169;4.410;5.234;
2018;Octubre;1.145;4.397;5.195;
2018;Noviembre;1.090;4.365;5.136;
2018;Diciembre;950;4.292;5.112;
2019;Enero;980;4.473;5.254;
2019;Febrero;1.010;4.494;5.261;
2019;Marzo;1.065;4.440;5.241;
2019;Abril;1.048;4.312;5.235;
2019;Mayo;1.034;4.261;5.158;
2019;Junio;1.005;4.173;5.147;
2019;Julio;948;4.181;5.059;
2019;Agosto;974;4.170;5.112;
2019;Septiembre;1.114;4.117;5.144;
2019;Octubre;1.140;4.207;5.214;
2019;Noviembre;1.082;4.238;5.158;
2019;Diciembre;964;4.154;5.177;
2020;Enero;1.023;4.375;5.305;
2020;Febrero;1.058;4.395;5.355;
2020;Marzo;1.097;4.637;5.468;
2020;Abril;1.335;5.636;5.968;
2020;Mayo;1.417;5.851;6.134;
2020;Junio;1.327;5.719;6.075;
2020;Julio;1.407;5.732;6.153;
2020;Agosto;1.448;5.810;6.272;
2020;Septiembre;1.461;5.781;6.268;
2020;Octubre;1.553;5.889;6.370;
2020;Noviembre;1.603;5.930;6.393;
2020;Diciembre;1.571;5.991;6.475;
2021;Enero;1.533;6.160;6.633;
2021;Febrero;1.620;6.244;6.676;
2021;Marzo;1.585;6.182;6.689;
2021;Abril;1.592;6.033;6.629;
2021;Mayo;1.466;5.813;6.554;
2021;Junio;1.377;5.574;6.480;
2021;Julio;1.306;5.405;6.354;
2021;Agosto;1.285;5.351;6.296;
2021;Septiembre;1.308;5.126;6.226;
2021;Octubre;1.292;5.017;6.153;
2021;Noviembre;1.238;4.900;6.094;
2021;Diciembre;1.047;4.589;5.830;
2022;Enero;934;4.505;5.727;
2022;Febrero;896;4.279;5.549;
2022;Marzo;943;4.279;5.550;
2022;Abril;887;4.100;5.368;
2022;Mayo;756;3.863;5.148;
2022;Junio;758;3.714;5.087;
2022;Julio;728;3.687;5.098;
2022;Agosto;728;3.687;5.098;
2022;Septiembre;775;3.741;5.050;
2022;Octubre;775;3.720;5.122;
2022;Noviembre;739;3.660;5.060;
2022;Diciembre;673;3.533;5.028;
2023;Enero;731;3.729;5.118;
2023;Febrero;830;3.872;5.226;
2023;Marzo;866;3.937;5.229;
2023;Abril;841;3.819;5.175;
2023;Mayo;793;3.836;5.167;
2023;Junio;792;3.729;5.152;
2023;Julio;744;3.611;5.008;
2023;Agosto;769;3.617;4.993;
2023;Septiembre;788;3.695;5.046;
2023;Octubre;805;3.702;5.081;
2023;Noviembre;803;3.614;5.001;
2023;Diciembre;748;3.581;4.963;
2024;Enero;810;3.813;5.118;
2024;Febrero;872;3.898;5.104;
2024;Marzo;891;3.878;5.081;
2024;Abril;807;3.758;5.055;
2024;Mayo;760;3.615;5.021;
2024;Junio;761;3.558;4.919;
2024;Julio;778;3.465;4.847;
2024;Agosto;766;3.456;4.845;
2024;Septiembre;805;3.434;4.904;
2024;Octubre;815;3.565;4.951;
2024;Noviembre;736;3.419;4.829;
2024;Diciembre;690;3.457;4.814;
2025;Enero;700;3.512;4.872;
2025;Febrero;752;3.583;4.917;
2025;Marzo;792;3.677;4.988;
2025;Abril;754;3.593;4.958;
2025;Mayo;724;3.483;4.866;
2025;Junio;688;3.333;4.784;
2025;Julio;664;3.319;4.635;
2025;Agosto;698;3.396;4.673;
2025;Septiembre;747;3.373;4.676;
2025;Octubre;779;3.420;4.803;
2025;Noviembre;732;3.357;4.718;
2025;Diciembre;693;3.347;4.683;
2026;Enero;713;3.409;4.763;
2026;Febrero;827;3.445;4.813;
