El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;8.320;7.311;
2013;Enero;8.560;7.573;
2013;Febrero;8.594;7.623;
2013;Marzo;8.786;7.739;
2013;Abril;8.729;7.718;
2013;Mayo;8.538;7.645;
2013;Junio;8.350;7.534;
2013;Julio;8.142;7.527;
2013;Agosto;8.091;7.535;
2013;Septiembre;8.179;7.687;
2013;Octubre;8.328;7.785;
2013;Noviembre;8.343;7.767;
2013;Diciembre;8.205;7.452;
2014;Enero;8.267;7.617;
2014;Febrero;8.367;7.688;
2014;Marzo;8.238;7.681;
2014;Abril;8.034;7.533;
2014;Mayo;7.798;7.331;
2014;Junio;7.541;7.176;
2014;Julio;7.382;7.258;
2014;Agosto;7.346;7.272;
2014;Septiembre;7.628;7.364;
2014;Octubre;7.686;7.381;
2014;Noviembre;7.672;7.312;
2014;Diciembre;7.608;7.091;
2015;Enero;7.646;7.241;
2015;Febrero;7.624;7.305;
2015;Marzo;7.580;7.309;
2015;Abril;7.248;7.162;
2015;Mayo;7.066;7.024;
2015;Junio;6.800;6.965;
2015;Julio;6.556;6.926;
2015;Agosto;6.506;6.925;
2015;Septiembre;6.615;6.963;
2015;Octubre;6.739;7.019;
2015;Noviembre;6.679;6.977;
2015;Diciembre;6.612;6.712;
2016;Enero;6.670;6.884;
2016;Febrero;6.710;6.944;
2016;Marzo;6.610;6.914;
2016;Abril;6.459;6.818;
2016;Mayo;6.219;6.634;
2016;Junio;5.925;6.608;
2016;Julio;5.691;6.553;
2016;Agosto;5.640;6.653;
2016;Septiembre;5.844;6.590;
2016;Octubre;5.898;6.617;
2016;Noviembre;5.803;6.522;
2016;Diciembre;5.800;6.328;
2017;Enero;5.914;6.447;
2017;Febrero;5.859;6.548;
2017;Marzo;5.716;6.577;
2017;Abril;5.583;6.493;
2017;Mayo;5.415;6.375;
2017;Junio;5.099;6.327;
2017;Julio;4.958;6.416;
2017;Agosto;4.940;6.439;
2017;Septiembre;5.062;6.516;
2017;Octubre;5.119;6.542;
2017;Noviembre;4.965;6.375;
2017;Diciembre;4.870;6.119;
2018;Enero;5.129;6.321;
2018;Febrero;5.190;6.329;
2018;Marzo;5.168;6.312;
2018;Abril;5.027;6.276;
2018;Mayo;4.901;6.170;
2018;Junio;4.704;6.106;
2018;Julio;4.610;6.069;
2018;Agosto;4.598;6.135;
2018;Septiembre;4.639;6.174;
2018;Octubre;4.602;6.135;
2018;Noviembre;4.534;6.057;
2018;Diciembre;4.529;5.825;
2019;Enero;4.673;6.034;
2019;Febrero;4.697;6.068;
2019;Marzo;4.631;6.115;
2019;Abril;4.583;6.012;
2019;Mayo;4.470;5.983;
2019;Junio;4.391;5.934;
2019;Julio;4.291;5.897;
2019;Agosto;4.345;5.911;
2019;Septiembre;4.366;6.009;
2019;Octubre;4.480;6.081;
2019;Noviembre;4.443;6.035;
2019;Diciembre;4.466;5.829;
2020;Enero;4.664;6.039;
2020;Febrero;4.706;6.102;
2020;Marzo;4.909;6.293;
2020;Abril;5.898;7.041;
2020;Mayo;5.986;7.416;
2020;Junio;5.677;7.444;
2020;Julio;5.631;7.661;
2020;Agosto;5.711;7.819;
2020;Septiembre;5.764;7.746;
2020;Octubre;5.889;7.923;
2020;Noviembre;5.929;7.997;
2020;Diciembre;6.052;7.985;
2021;Enero;6.235;8.091;
2021;Febrero;6.309;8.231;
2021;Marzo;6.196;8.260;
2021;Abril;6.036;8.218;
2021;Mayo;5.817;8.016;
2021;Junio;5.585;7.846;
2021;Julio;5.416;7.649;
2021;Agosto;5.351;7.581;
2021;Septiembre;5.275;7.385;
2021;Octubre;5.195;7.267;
2021;Noviembre;5.035;7.197;
2021;Diciembre;4.746;6.720;
2022;Enero;4.608;6.558;
2022;Febrero;4.399;6.325;
2022;Marzo;4.473;6.299;
2022;Abril;4.293;6.062;
2022;Mayo;4.074;5.693;
2022;Junio;3.876;5.683;
2022;Julio;3.877;5.636;
2022;Agosto;3.877;5.636;
2022;Septiembre;3.925;5.641;
2022;Octubre;3.897;5.720;
2022;Noviembre;3.901;5.558;
2022;Diciembre;3.898;5.336;
2023;Enero;4.064;5.514;
2023;Febrero;4.227;5.701;
2023;Marzo;4.228;5.804;
2023;Abril;4.110;5.725;
2023;Mayo;4.024;5.772;
2023;Junio;3.956;5.717;
2023;Julio;3.832;5.531;
2023;Agosto;3.873;5.506;
2023;Septiembre;3.921;5.608;
2023;Octubre;3.978;5.610;
2023;Noviembre;3.915;5.503;
2023;Diciembre;3.961;5.331;
2024;Enero;4.084;5.657;
2024;Febrero;4.127;5.747;
2024;Marzo;4.138;5.712;
2024;Abril;4.029;5.591;
2024;Mayo;3.927;5.469;
2024;Junio;3.830;5.408;
2024;Julio;3.754;5.336;
2024;Agosto;3.725;5.342;
2024;Septiembre;3.762;5.381;
2024;Octubre;3.853;5.478;
2024;Noviembre;3.715;5.269;
2024;Diciembre;3.727;5.234;
2025;Enero;3.783;5.301;
2025;Febrero;3.857;5.395;
2025;Marzo;3.924;5.533;
2025;Abril;3.859;5.446;
2025;Mayo;3.698;5.375;
2025;Junio;3.578;5.227;
2025;Julio;3.495;5.123;
2025;Agosto;3.579;5.188;
2025;Septiembre;3.533;5.263;
2025;Octubre;3.639;5.363;
2025;Noviembre;3.573;5.234;
2025;Diciembre;3.602;5.121;
2026;Enero;3.652;5.233;
2026;Febrero;3.743;5.342;
