El municipio en cifras
Parados por sexo
Año;Periodos;Hombres;Mujeres;
2012;Diciembre;3.456;4.233;
2013;Enero;3.531;4.322;
2013;Febrero;3.567;4.378;
2013;Marzo;3.563;4.403;
2013;Abril;3.572;4.344;
2013;Mayo;3.483;4.304;
2013;Junio;3.354;4.199;
2013;Julio;3.383;4.320;
2013;Agosto;3.365;4.302;
2013;Septiembre;3.338;4.245;
2013;Octubre;3.369;4.207;
2013;Noviembre;3.320;4.192;
2013;Diciembre;3.236;4.091;
2014;Enero;3.292;4.111;
2014;Febrero;3.280;4.129;
2014;Marzo;3.229;4.064;
2014;Abril;3.144;3.944;
2014;Mayo;3.065;3.824;
2014;Junio;2.942;3.753;
2014;Julio;2.931;3.857;
2014;Agosto;2.949;3.918;
2014;Septiembre;2.963;3.811;
2014;Octubre;3.015;3.827;
2014;Noviembre;2.990;3.814;
2014;Diciembre;2.883;3.704;
2015;Enero;2.898;3.755;
2015;Febrero;2.907;3.784;
2015;Marzo;2.908;3.763;
2015;Abril;2.818;3.686;
2015;Mayo;2.691;3.586;
2015;Junio;2.658;3.440;
2015;Julio;2.627;3.578;
2015;Agosto;2.600;3.618;
2015;Septiembre;2.632;3.498;
2015;Octubre;2.619;3.548;
2015;Noviembre;2.624;3.487;
2015;Diciembre;2.554;3.384;
2016;Enero;2.604;3.466;
2016;Febrero;2.663;3.479;
2016;Marzo;2.653;3.463;
2016;Abril;2.598;3.358;
2016;Mayo;2.472;3.288;
2016;Junio;2.437;3.280;
2016;Julio;2.420;3.293;
2016;Agosto;2.438;3.372;
2016;Septiembre;2.491;3.281;
2016;Octubre;2.384;3.246;
2016;Noviembre;2.417;3.169;
2016;Diciembre;2.345;3.136;
2017;Enero;2.445;3.195;
2017;Febrero;2.423;3.198;
2017;Marzo;2.382;3.133;
2017;Abril;2.304;3.061;
2017;Mayo;2.264;2.971;
2017;Junio;2.170;2.988;
2017;Julio;2.190;3.008;
2017;Agosto;2.240;3.102;
2017;Septiembre;2.281;3.141;
2017;Octubre;2.232;3.139;
2017;Noviembre;2.233;3.079;
2017;Diciembre;2.195;2.942;
2018;Enero;2.238;3.022;
2018;Febrero;2.273;3.037;
2018;Marzo;2.164;3.020;
2018;Abril;2.096;2.920;
2018;Mayo;2.035;2.869;
2018;Junio;1.951;2.816;
2018;Julio;1.934;2.878;
2018;Agosto;1.983;2.933;
2018;Septiembre;1.984;2.886;
2018;Octubre;1.951;2.806;
2018;Noviembre;1.942;2.772;
2018;Diciembre;1.912;2.702;
2019;Enero;1.948;2.782;
2019;Febrero;1.955;2.778;
2019;Marzo;1.948;2.733;
2019;Abril;1.925;2.698;
2019;Mayo;1.861;2.644;
2019;Junio;1.831;2.597;
2019;Julio;1.888;2.672;
2019;Agosto;1.978;2.754;
2019;Septiembre;1.930;2.728;
2019;Octubre;1.959;2.761;
2019;Noviembre;1.961;2.775;
2019;Diciembre;1.924;2.717;
2020;Enero;1.944;2.773;
2020;Febrero;1.961;2.756;
2020;Marzo;2.055;2.846;
2020;Abril;2.288;3.136;
2020;Mayo;2.434;3.321;
2020;Junio;2.482;3.390;
2020;Julio;2.536;3.504;
2020;Agosto;2.551;3.557;
2020;Septiembre;2.537;3.495;
2020;Octubre;2.506;3.486;
2020;Noviembre;2.499;3.492;
2020;Diciembre;2.543;3.491;
2021;Enero;2.545;3.520;
2021;Febrero;2.612;3.538;
2021;Marzo;2.551;3.513;
2021;Abril;2.514;3.469;
2021;Mayo;2.480;3.378;
2021;Junio;2.419;3.364;
2021;Julio;2.383;3.391;
2021;Agosto;2.398;3.411;
2021;Septiembre;2.323;3.309;
2021;Octubre;2.260;3.146;
2021;Noviembre;2.216;3.126;
2021;Diciembre;2.050;2.869;
2022;Enero;1.928;2.727;
2022;Febrero;1.797;2.591;
2022;Marzo;1.741;2.491;
2022;Abril;1.654;2.394;
2022;Mayo;1.546;2.284;
2022;Junio;1.508;2.232;
2022;Julio;1.531;2.279;
2022;Agosto;1.531;2.279;
2022;Septiembre;1.551;2.237;
2022;Octubre;1.525;2.237;
2022;Noviembre;1.550;2.242;
2022;Diciembre;1.528;2.189;
2023;Enero;1.586;2.286;
2023;Febrero;1.596;2.242;
2023;Marzo;1.628;2.258;
2023;Abril;1.605;2.207;
2023;Mayo;1.579;2.180;
2023;Junio;1.564;2.201;
2023;Julio;1.600;2.231;
2023;Agosto;1.586;2.243;
2023;Septiembre;1.598;2.241;
2023;Octubre;1.612;2.207;
2023;Noviembre;1.572;2.238;
2023;Diciembre;1.561;2.195;
2024;Enero;1.628;2.306;
2024;Febrero;1.666;2.246;
2024;Marzo;1.658;2.239;
2024;Abril;1.618;2.142;
2024;Mayo;1.554;2.158;
2024;Junio;1.537;2.164;
2024;Julio;1.538;2.180;
2024;Agosto;1.520;2.166;
2024;Septiembre;1.518;2.190;
2024;Octubre;1.509;2.202;
2024;Noviembre;1.583;2.177;
2024;Diciembre;1.463;2.107;
2025;Enero;1.502;2.189;
2025;Febrero;1.544;2.229;
2025;Marzo;1.550;2.188;
2025;Abril;1.531;2.148;
2025;Mayo;1.516;2.107;
2025;Junio;1.486;2.065;
2025;Julio;1.502;2.121;
2025;Agosto;1.516;2.149;
2025;Septiembre;1.491;2.116;
2025;Octubre;1.486;2.118;
2025;Noviembre;1.521;2.069;
2025;Diciembre;1.526;2.074;
2026;Enero;1.566;2.100;
2026;Febrero;1.530;2.118;
