El municipio en cifras
Afiliaciones de residentes a la Seguridad Social por sexo
Año;Periodos;Hombres;Mujeres;
2013;Anual;23.874;27.843;
2014;Anual;21.040;24.566;
2015;Anual;21.041;24.191;
2016;Anual;24.155;27.604;
2017;Anual;25.426;29.264;
2018;Anual;25.540;29.201;
2019;Anual;26.622;29.989;
2020;Anual;27.045;29.934;
2021;Anual;26.869;29.921;
2022;Anual;27.515;30.345;
2023;Anual;27.558;30.225;
