El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2012;Diciembre;352;3.828;3.509;
2013;Enero;355;3.911;3.587;
2013;Febrero;395;3.927;3.623;
2013;Marzo;395;3.921;3.650;
2013;Abril;381;3.895;3.640;
2013;Mayo;357;3.802;3.628;
2013;Junio;302;3.646;3.605;
2013;Julio;270;3.733;3.700;
2013;Agosto;259;3.685;3.723;
2013;Septiembre;296;3.632;3.655;
2013;Octubre;344;3.604;3.628;
2013;Noviembre;339;3.549;3.624;
2013;Diciembre;298;3.458;3.571;
2014;Enero;312;3.491;3.600;
2014;Febrero;297;3.537;3.575;
2014;Marzo;298;3.432;3.563;
2014;Abril;292;3.282;3.514;
2014;Mayo;275;3.172;3.442;
2014;Junio;229;3.057;3.409;
2014;Julio;266;3.061;3.461;
2014;Agosto;267;3.101;3.499;
2014;Septiembre;285;3.005;3.484;
2014;Octubre;292;3.096;3.454;
2014;Noviembre;300;3.056;3.448;
2014;Diciembre;272;2.912;3.403;
2015;Enero;273;2.961;3.419;
2015;Febrero;283;2.988;3.420;
2015;Marzo;267;3.025;3.379;
2015;Abril;256;2.945;3.303;
2015;Mayo;244;2.790;3.243;
2015;Junio;223;2.649;3.226;
2015;Julio;228;2.721;3.256;
2015;Agosto;240;2.753;3.225;
2015;Septiembre;270;2.682;3.178;
2015;Octubre;282;2.713;3.172;
2015;Noviembre;283;2.642;3.186;
2015;Diciembre;254;2.570;3.114;
2016;Enero;257;2.660;3.153;
2016;Febrero;261;2.708;3.173;
2016;Marzo;264;2.696;3.156;
2016;Abril;221;2.581;3.154;
2016;Mayo;191;2.529;3.040;
2016;Junio;175;2.489;3.053;
2016;Julio;183;2.434;3.096;
2016;Agosto;203;2.509;3.098;
2016;Septiembre;237;2.495;3.040;
2016;Octubre;230;2.381;3.019;
2016;Noviembre;237;2.382;2.967;
2016;Diciembre;203;2.324;2.954;
2017;Enero;206;2.407;3.027;
2017;Febrero;207;2.405;3.009;
2017;Marzo;235;2.323;2.957;
2017;Abril;202;2.219;2.944;
2017;Mayo;199;2.116;2.920;
2017;Junio;152;2.085;2.921;
2017;Julio;191;2.102;2.905;
2017;Agosto;197;2.194;2.951;
2017;Septiembre;236;2.247;2.939;
2017;Octubre;258;2.189;2.924;
2017;Noviembre;237;2.209;2.866;
2017;Diciembre;215;2.089;2.833;
2018;Enero;205;2.166;2.889;
2018;Febrero;219;2.194;2.897;
2018;Marzo;203;2.135;2.846;
2018;Abril;207;2.008;2.801;
2018;Mayo;227;1.920;2.757;
2018;Junio;181;1.875;2.711;
2018;Julio;187;1.910;2.715;
2018;Agosto;220;1.941;2.755;
2018;Septiembre;222;1.898;2.750;
2018;Octubre;228;1.852;2.677;
2018;Noviembre;193;1.849;2.672;
2018;Diciembre;184;1.799;2.631;
2019;Enero;180;1.849;2.701;
2019;Febrero;189;1.866;2.678;
2019;Marzo;201;1.777;2.703;
2019;Abril;200;1.747;2.676;
2019;Mayo;200;1.704;2.601;
2019;Junio;146;1.667;2.615;
2019;Julio;141;1.781;2.638;
2019;Agosto;168;1.853;2.711;
2019;Septiembre;223;1.732;2.703;
2019;Octubre;248;1.784;2.688;
2019;Noviembre;259;1.796;2.681;
2019;Diciembre;215;1.753;2.673;
2020;Enero;202;1.822;2.693;
2020;Febrero;224;1.814;2.679;
2020;Marzo;229;1.926;2.746;
2020;Abril;272;2.295;2.857;
2020;Mayo;301;2.506;2.948;
2020;Junio;260;2.574;3.038;
2020;Julio;272;2.650;3.118;
2020;Agosto;274;2.677;3.157;
2020;Septiembre;287;2.593;3.152;
2020;Octubre;302;2.529;3.161;
2020;Noviembre;301;2.512;3.178;
2020;Diciembre;302;2.512;3.220;
2021;Enero;300;2.530;3.235;
2021;Febrero;300;2.565;3.285;
2021;Marzo;288;2.527;3.249;
2021;Abril;301;2.431;3.251;
2021;Mayo;254;2.367;3.237;
2021;Junio;250;2.299;3.234;
2021;Julio;245;2.315;3.214;
2021;Agosto;223;2.354;3.232;
2021;Septiembre;238;2.205;3.189;
2021;Octubre;229;2.100;3.077;
2021;Noviembre;225;2.034;3.083;
2021;Diciembre;181;1.842;2.896;
2022;Enero;147;1.699;2.809;
2022;Febrero;135;1.534;2.719;
2022;Marzo;128;1.432;2.672;
2022;Abril;125;1.342;2.581;
2022;Mayo;90;1.282;2.458;
2022;Junio;116;1.205;2.419;
2022;Julio;90;1.241;2.479;
2022;Agosto;90;1.241;2.479;
2022;Septiembre;126;1.230;2.432;
2022;Octubre;120;1.249;2.393;
2022;Noviembre;128;1.261;2.403;
2022;Diciembre;117;1.230;2.370;
2023;Enero;144;1.317;2.411;
2023;Febrero;143;1.286;2.409;
2023;Marzo;155;1.293;2.438;
2023;Abril;139;1.266;2.407;
2023;Mayo;128;1.253;2.378;
2023;Junio;126;1.278;2.361;
2023;Julio;142;1.314;2.375;
2023;Agosto;142;1.304;2.383;
2023;Septiembre;173;1.292;2.374;
2023;Octubre;159;1.290;2.370;
2023;Noviembre;160;1.293;2.357;
2023;Diciembre;149;1.278;2.329;
2024;Enero;180;1.363;2.391;
2024;Febrero;169;1.371;2.372;
2024;Marzo;168;1.380;2.349;
2024;Abril;137;1.314;2.309;
2024;Mayo;124;1.298;2.290;
2024;Junio;125;1.314;2.262;
2024;Julio;132;1.310;2.276;
2024;Agosto;131;1.300;2.255;
2024;Septiembre;137;1.320;2.251;
2024;Octubre;135;1.310;2.266;
2024;Noviembre;158;1.328;2.274;
